time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1214.000,2.818,6.113,0.280,1.000,4.410,192.000,0.200,0.360
1312.000,2.431,5.974,0.300,0.600,4.090,82.000,0.800,0.190
249.000,2.720,5.913,0.230,0.300,2.830,106.000,0.100,0.090
944.000,2.701,6.684,0.240,0.100,5.200,173.000,0.500,0.110
181.000,2.546,6.784,0.290,0.800,4.650,206.000,0.500,0.440
1453.000,2.638,6.810,0.240,1.200,4.070,169.000,4.900,0.390
391.000,2.573,6.873,0.270,0.700,4.040,94.000,1.300,0.570
2770.000,2.558,6.351,0.270,1.800,5.410,273.000,1.500,0.220
6430.000,2.820,5.545,0.170,0.800,5.280,50.000,0.400,0.580
154.000,2.409,6.065,0.240,0.500,1.060,110.000,0.400,2.020
4037.000,2.640,6.236,0.310,1.600,4.910,170.000,0.800,0.460
56.000,2.443,6.371,0.260,1.300,3.830,273.000,2.900,0.250
1262.000,2.480,6.145,0.160,0.800,4.690,152.000,0.400,0.200
1513.000,2.680,5.926,0.330,0.100,3.900,133.000,0.600,0.770
5123.000,2.583,6.084,0.260,0.000,3.690,132.000,0.900,0.230
4251.000,2.668,6.470,0.110,0.600,4.410,270.000,0.700,0.340
4464.000,2.590,6.689,0.230,2.400,3.270,178.000,0.700,0.440
1578.000,2.432,6.289,0.310,1.700,4.060,136.000,0.100,0.030
13296.000,2.519,6.158,0.330,1.000,4.700,199.000,0.200,0.250
1201.000,2.644,6.564,0.050,1.600,0.890,145.000,2.300,1.560
180.000,2.575,6.526,0.280,2.400,4.860,195.000,2.600,0.130
1751.000,2.725,5.868,0.310,0.600,4.670,56.000,1.000,0.040
1153.000,2.719,6.979,0.290,1.900,4.050,248.000,1.700,0.180
2012.000,2.770,6.584,0.430,1.800,4.810,287.000,2.000,0.490
1334.000,2.493,7.176,0.330,1.100,3.880,313.000,1.700,0.350
7340.000,2.405,6.100,0.420,0.900,3.820,130.000,3.000,1.100
2756.000,2.690,5.347,0.290,1.600,5.770,153.000,1.100,0.710
1499.000,2.600,6.322,0.200,0.200,3.980,39.000,1.100,0.180
3172.000,2.791,6.613,0.280,1.500,3.240,245.000,3.700,0.840
1397.000,2.544,6.110,0.310,1.000,3.910,146.000,0.400,0.850
1669.000,2.812,6.777,0.250,0.800,2.480,113.000,1.600,0.270
42.000,2.620,6.104,0.180,0.100,4.460,155.000,0.200,0.480
1504.000,2.628,6.589,0.290,1.200,4.020,254.000,0.000,0.210
1620.000,2.683,5.615,0.270,0.300,3.210,18.000,0.600,1.040
1713.000,2.775,5.994,0.310,1.900,3.970,250.000,0.500,0.500
1820.000,2.665,6.653,0.370,0.500,4.860,137.000,0.100,0.180
21.000,2.699,6.768,0.400,1.800,4.780,257.000,1.300,0.200
2343.000,2.437,6.483,0.290,0.700,4.600,189.000,0.800,0.440
1064.000,2.815,6.663,0.310,1.500,3.980,294.000,0.600,0.240
3056.000,2.580,6.669,0.150,0.900,3.930,290.000,0.300,0.070
1496.000,2.789,6.512,0.260,0.100,4.420,54.000,1.300,0.270
1954.000,2.657,6.581,0.340,1.300,4.560,192.000,0.400,0.570
13.000,2.377,6.115,0.330,0.700,5.020,76.000,0.000,0.280
1558.000,2.700,6.180,0.300,2.000,4.320,126.000,0.400,0.010
1329.000,2.550,5.621,0.240,0.300,4.910,111.000,1.000,0.520
4497.000,2.873,7.151,0.330,2.700,4.570,137.000,0.500,0.390
2118.000,2.720,6.710,0.360,0.600,3.550,219.000,1.000,0.190
996.000,2.518,5.850,0.250,0.300,4.350,44.000,0.500,0.600
4594.000,2.730,6.352,0.110,1.600,5.180,302.000,1.000,0.330
1828.000,2.520,5.858,0.100,1.200,1.080,36.000,1.800,0.980
2936.000,2.489,6.047,0.290,0.600,3.780,102.000,1.300,0.050
67.000,2.445,6.391,0.250,0.300,3.120,124.000,1.000,0.780
18420.000,2.881,6.652,0.190,1.200,5.100,333.000,3.000,0.440
1412.000,2.915,6.301,0.280,0.400,3.970,224.000,0.400,0.190
4629.000,2.571,6.349,0.290,0.000,3.280,109.000,0.200,0.850
1042.000,2.543,6.288,0.240,1.900,4.100,251.000,0.700,0.140
3918.000,2.458,5.719,0.340,0.400,4.740,260.000,0.800,0.160
1316.000,2.502,6.682,0.140,0.500,3.380,233.000,3.000,0.270
1634.000,2.649,6.596,0.230,2.500,3.940,316.000,2.400,0.630
994.000,2.768,6.807,0.360,3.300,4.770,290.000,1.400,0.280
4958.000,2.666,6.896,0.350,0.700,2.550,219.000,5.000,0.730
17993.000,2.459,6.062,0.180,0.200,0.640,146.000,0.800,1.290
3765.000,2.526,6.052,0.220,0.100,3.990,124.000,0.200,0.510
1115.000,2.518,5.794,0.300,0.200,3.190,2.000,3.300,1.170
2560.000,2.683,6.343,0.300,2.400,4.100,144.000,0.700,0.500
1703.000,2.455,6.212,0.310,1.200,4.370,289.000,0.000,0.710
926.000,2.330,6.575,0.350,0.500,4.180,166.000,2.200,0.100
4867.000,2.508,6.047,0.140,0.500,2.970,226.000,0.200,0.120
2899.000,2.740,6.712,0.230,1.000,4.340,84.000,3.300,0.170
3113.000,2.525,5.629,0.270,0.600,4.070,97.000,0.800,0.240
1769.000,2.566,6.203,0.320,1.800,4.550,180.000,0.700,0.200
233.000,2.701,6.872,0.240,0.900,3.870,90.000,3.000,1.100
954.000,2.578,6.951,0.380,0.100,4.660,274.000,0.600,0.680
592.000,2.568,5.875,0.260,0.500,4.850,126.000,0.000,0.440
108.000,2.463,6.362,0.320,2.100,4.190,102.000,0.700,0.170
5543.000,2.850,6.681,0.270,0.000,4.610,130.000,0.400,0.200
5886.000,2.864,6.415,0.260,1.100,4.290,291.000,0.200,0.490
1572.000,2.331,6.202,0.290,1.400,4.740,183.000,0.700,1.170
1164.000,2.481,6.518,0.300,0.100,2.900,174.000,1.800,1.350
1743.000,2.523,6.003,0.260,0.400,4.430,74.000,0.600,0.790
4057.000,2.670,6.527,0.320,1.500,4.030,261.000,0.400,0.420
1142.000,3.053,6.777,0.220,1.800,5.040,320.000,1.100,0.300
1656.000,2.453,7.219,0.330,1.200,4.180,224.000,1.700,0.250
2581.000,2.574,6.266,0.270,0.600,4.250,104.000,0.600,0.180
2938.000,2.595,6.333,0.320,1.500,4.620,41.000,3.000,0.310
1600.000,2.510,6.673,0.240,1.400,4.770,287.000,1.000,0.340
1669.000,2.526,5.967,0.240,0.400,4.400,84.000,0.000,0.070
212.000,2.429,6.000,0.220,1.900,5.290,161.000,0.200,0.350
1371.000,2.597,6.504,0.360,2.100,4.120,223.000,0.100,0.580
2608.000,2.652,5.723,0.370,0.200,4.000,192.000,0.400,0.600
5598.000,2.614,6.267,0.220,0.200,3.170,143.000,1.000,0.020
1237.000,2.660,5.947,0.300,1.100,4.500,98.000,1.300,0.150
1323.000,2.593,6.585,0.270,1.000,4.220,227.000,1.000,0.430
261.000,2.635,6.135,0.230,0.500,3.500,9.000,1.100,0.230
5423.000,2.665,5.596,0.230,1.100,3.490,77.000,0.000,0.860
1526.000,2.493,5.789,0.230,0.800,4.780,48.000,0.700,0.610
4002.000,2.623,5.686,0.270,0.700,5.240,28.000,0.000,0.650
1191.000,2.694,5.950,0.280,2.200,5.420,308.000,0.200,0.070
36.000,2.655,6.567,0.280,1.800,3.970,72.000,0.600,0.180
1839.000,2.824,6.934,0.250,1.600,4.560,297.000,2.300,0.090
6013.000,2.636,5.983,0.250,0.800,4.750,12.000,0.400,0.180
563.000,2.128,5.808,0.320,1.200,4.040,149.000,0.600,0.450
3061.000,2.690,5.845,0.300,0.100,3.120,178.000,1.200,0.200
1802.000,2.767,6.993,0.440,0.400,3.620,100.000,0.800,0.110
1444.000,2.386,5.265,0.230,1.600,2.080,298.000,2.000,2.330
4959.000,2.641,5.919,0.360,1.000,3.990,58.000,0.700,0.470
1260.000,2.694,6.850,0.230,0.500,4.770,354.000,2.400,0.050
1320.000,2.163,5.993,0.270,1.200,4.670,85.000,0.600,0.340
1575.000,2.755,6.098,0.210,0.600,4.020,103.000,0.100,0.560
669.000,2.929,6.135,0.300,1.600,0.380,214.000,2.000,2.580
6126.000,2.516,6.684,0.310,0.500,3.000,355.000,2.200,1.010
3878.000,2.536,7.311,0.290,0.600,2.940,239.000,1.500,0.430
2987.000,2.497,5.785,0.260,0.800,4.220,83.000,0.700,1.030
2541.000,2.561,7.219,0.320,2.000,3.930,372.000,4.300,0.240
1479.000,2.705,5.591,0.230,2.100,3.550,218.000,0.800,0.060
1388.000,2.853,6.995,0.290,0.500,4.850,245.000,0.600,0.470
34.000,2.591,6.085,0.250,1.400,3.860,82.000,0.300,0.380
1523.000,2.580,6.067,0.250,2.300,5.180,267.000,0.200,0.900
35.000,2.766,6.447,0.210,1.700,2.720,364.000,2.600,0.650
2869.000,2.843,5.766,0.330,1.600,4.790,67.000,0.300,0.100
5586.000,2.770,6.056,0.270,0.400,3.590,229.000,2.400,0.850
1498.000,2.125,5.248,0.280,3.300,5.120,236.000,1.100,1.360
1770.000,2.473,5.816,0.260,0.800,4.320,109.000,0.900,0.010
1143.000,2.255,6.300,0.240,2.700,2.280,168.000,2.200,1.020
1694.000,2.750,6.107,0.250,0.300,4.090,88.000,0.300,0.790
7098.000,2.440,5.511,0.180,0.800,5.010,133.000,1.500,0.210
1604.000,2.513,7.149,0.270,1.500,3.270,378.000,4.600,0.230
1387.000,2.522,6.576,0.350,1.200,4.430,222.000,2.700,0.390
1051.000,2.987,6.799,0.290,1.200,4.830,180.000,0.300,0.170
1100.000,2.723,5.907,0.150,0.400,4.370,23.000,1.500,0.840
4484.000,2.523,6.085,0.290,0.800,4.520,176.000,0.300,0.090
1096.000,2.664,5.421,0.370,0.700,4.730,211.000,0.100,0.350
3120.000,2.628,6.221,0.210,1.100,3.930,165.000,0.500,0.180
1203.000,2.528,6.458,0.330,1.200,4.880,143.000,0.200,0.240
98.000,2.704,6.145,0.390,1.300,4.360,142.000,1.300,0.600
38.000,2.680,6.607,0.330,0.800,4.010,117.000,2.100,0.190
2918.000,2.741,6.261,0.370,0.500,5.060,205.000,0.500,0.110
1286.000,2.691,6.213,0.280,0.700,5.540,153.000,0.000,0.440
1834.000,2.439,6.750,0.390,1.100,4.840,189.000,2.000,0.150
35.000,2.649,6.506,0.270,1.000,4.680,139.000,0.400,0.100
1855.000,2.481,6.219,0.420,1.200,4.310,232.000,0.800,0.580
1523.000,2.441,6.820,0.180,0.600,1.600,62.000,4.300,0.830
1132.000,2.664,6.574,0.250,0.700,4.270,365.000,1.800,0.170
1416.000,2.220,6.689,0.210,1.100,4.980,207.000,0.200,0.090
6159.000,2.594,6.234,0.290,1.300,4.740,183.000,0.000,0.070
4628.000,2.770,6.383,0.200,0.100,4.530,260.000,0.700,0.170
6486.000,2.706,6.798,0.460,1.100,2.780,241.000,2.400,0.930
110.000,2.410,6.100,0.330,1.800,4.080,179.000,0.100,0.220
1255.000,2.808,6.879,0.270,1.500,3.500,232.000,1.400,0.040
1387.000,2.946,6.393,0.200,1.000,4.090,206.000,0.100,0.160
1172.000,2.597,6.043,0.310,0.700,2.900,295.000,2.000,2.420
1512.000,2.688,6.114,0.280,0.400,4.780,69.000,1.300,0.050
5697.000,2.781,6.166,0.230,1.400,2.910,322.000,1.800,0.150
1623.000,2.687,5.384,0.270,0.400,3.960,69.000,0.700,1.010
1787.000,2.409,5.834,0.370,0.400,4.400,171.000,0.500,0.350
2467.000,2.811,6.002,0.300,0.900,4.700,159.000,0.100,0.140
595.000,2.606,6.245,0.330,0.500,4.110,163.000,0.500,0.300
2372.000,2.533,7.011,0.250,0.500,4.610,274.000,0.500,0.500
2799.000,2.677,6.530,0.380,1.200,3.680,120.000,0.700,0.640
1784.000,2.767,6.877,0.330,1.900,4.670,331.000,2.800,0.330
2643.000,2.579,6.313,0.310,0.000,4.020,172.000,1.800,0.420
1306.000,2.560,5.676,0.200,0.400,3.330,139.000,0.900,0.550
2488.000,2.364,6.345,0.360,1.400,4.840,31.000,0.900,0.410
2992.000,2.540,6.114,0.130,0.200,4.520,318.000,1.200,0.380
1944.000,2.749,6.167,0.310,0.200,4.880,135.000,0.900,0.550
2713.000,2.607,6.120,0.430,0.000,3.010,99.000,2.300,2.350
6159.000,2.594,6.234,0.290,1.300,4.740,183.000,0.000,0.070
5264.000,2.604,5.358,0.250,0.100,4.820,102.000,0.300,0.140
3152.000,2.581,6.610,0.250,0.500,4.590,257.000,0.400,0.380
2675.000,2.590,6.327,0.230,0.200,4.080,155.000,1.800,0.330
1816.000,2.540,6.101,0.210,0.200,4.430,47.000,1.400,0.590
303.000,2.474,6.004,0.300,0.300,4.490,86.000,0.200,0.070
1443.000,2.638,6.027,0.320,0.800,4.550,110.000,0.800,0.090
992.000,2.660,6.928,0.200,0.400,3.490,109.000,3.800,1.530
1461.000,2.517,5.968,0.210,0.400,4.660,13.000,0.400,0.190
5946.000,2.637,5.965,0.190,1.000,0.990,177.000,2.400,1.850
1234.000,2.580,6.272,0.100,1.400,3.790,85.000,0.200,0.450
5396.000,2.406,6.053,0.370,0.900,3.300,288.000,1.000,0.260
873.000,2.584,6.319,0.260,1.200,5.610,32.000,0.800,0.160
2967.000,2.796,6.801,0.260,1.000,3.700,320.000,1.500,1.010
2613.000,2.509,6.463,0.340,1.600,3.620,224.000,2.100,1.030
1036.000,2.632,5.538,0.200,0.100,4.630,64.000,0.600,0.540
7079.000,2.294,5.562,0.300,0.500,4.850,138.000,0.100,0.120
1218.000,2.819,6.239,0.240,1.100,3.220,48.000,0.900,1.220
2534.000,2.835,6.411,0.190,1.400,3.950,234.000,2.600,0.050
1042.000,2.543,6.288,0.240,1.900,4.100,251.000,0.700,0.140
1806.000,2.935,6.949,0.310,0.600,4.790,186.000,1.000,0.050
19686.000,2.849,6.224,0.220,1.500,5.320,270.000,0.100,0.340
575.000,2.674,5.981,0.360,1.500,2.690,391.000,3.700,0.920
1666.000,2.568,5.769,0.380,0.000,4.380,124.000,0.200,0.310
1076.000,2.542,5.832,0.350,0.500,3.660,74.000,0.200,0.760
1608.000,2.597,6.162,0.280,1.100,5.050,33.000,0.300,0.140
1154.000,2.211,5.348,0.260,0.700,4.350,147.000,1.100,0.160
1809.000,2.543,6.022,0.120,0.400,4.040,180.000,0.100,0.110
968.000,2.558,6.223,0.340,0.000,4.440,202.000,0.800,0.250
1194.000,2.812,5.962,0.270,1.000,5.340,89.000,0.600,0.270
1738.000,2.851,6.438,0.330,0.200,3.770,138.000,1.900,0.310
1447.000,2.433,6.464,0.240,0.300,4.610,30.000,0.000,0.720
1502.000,2.664,5.754,0.300,0.200,5.000,101.000,0.300,0.070
3447.000,2.602,5.896,0.350,0.400,3.920,80.000,1.500,1.100
20085.000,2.722,6.123,0.180,0.300,5.010,180.000,0.000,0.100
463.000,2.757,6.085,0.310,0.600,4.700,84.000,0.000,0.110
1503.000,2.678,5.779,0.230,0.100,2.970,214.000,0.100,1.210
3026.000,2.664,6.933,0.270,1.100,4.270,370.000,0.600,0.870
1549.000,2.390,6.423,0.330,0.700,4.340,12.000,1.500,1.460
5832.000,2.727,6.078,0.290,1.200,4.760,57.000,0.500,0.740
1452.000,2.823,6.705,0.310,1.600,4.520,339.000,3.800,0.070
2509.000,2.689,6.560,0.250,0.400,4.640,129.000,0.600,0.510
1335.000,2.682,6.705,0.390,0.300,3.810,171.000,1.300,0.600
1298.000,2.602,6.283,0.370,2.300,4.720,212.000,0.800,0.050
5772.000,2.671,5.661,0.260,0.300,4.240,16.000,1.100,0.130
3051.000,2.430,7.116,0.180,0.900,1.880,154.000,2.700,2.350
5841.000,2.548,6.120,0.240,1.000,3.010,79.000,1.000,0.740
7101.000,2.602,6.608,0.250,0.900,2.810,318.000,3.100,0.870
1505.000,2.656,6.030,0.290,0.100,4.500,7.000,0.600,0.160
1407.000,2.510,6.265,0.240,0.900,4.880,232.000,0.700,0.350
172.000,2.531,6.793,0.310,0.700,4.820,215.000,0.500,0.090
1400.000,2.771,6.834,0.400,1.000,4.390,287.000,2.000,0.390
457.000,2.479,6.591,0.290,0.100,3.840,238.000,0.900,0.570
1467.000,2.800,5.493,0.260,0.200,4.720,54.000,0.600,0.880
1316.000,2.662,6.298,0.260,2.100,3.580,338.000,1.200,0.310
4830.000,2.393,6.795,0.360,0.300,3.890,214.000,2.200,0.290
2682.000,2.493,6.943,0.370,1.900,4.280,327.000,0.100,0.240
3848.000,2.839,6.185,0.260,0.400,3.750,73.000,0.300,1.160
3537.000,2.578,6.087,0.320,1.000,4.250,36.000,0.100,0.150
2882.000,2.658,6.435,0.250,1.900,4.590,108.000,0.000,0.170
1367.000,2.646,6.115,0.320,0.900,4.590,94.000,0.400,0.180
1818.000,2.674,5.592,0.260,0.300,4.650,98.000,0.500,0.100
20072.000,2.788,6.424,0.190,2.000,4.770,328.000,0.100,0.470
1572.000,2.573,6.711,0.220,0.800,3.820,233.000,2.200,0.640
3001.000,2.454,6.636,0.400,2.700,4.590,210.000,0.300,0.320
2667.000,2.708,5.843,0.360,0.300,4.290,24.000,0.400,0.470
778.000,2.652,6.092,0.330,0.600,3.600,19.000,0.500,0.150
1741.000,2.634,6.799,0.160,0.500,1.340,241.000,2.500,1.750
2967.000,2.575,6.239,0.280,0.200,4.610,192.000,0.200,0.120
1823.000,2.646,6.084,0.460,0.500,3.420,124.000,1.700,0.950
164.000,2.445,6.219,0.370,1.000,4.010,300.000,0.500,0.260
3105.000,2.659,6.662,0.350,0.700,4.610,296.000,1.600,0.340
2533.000,2.571,5.973,0.240,0.200,2.350,101.000,0.900,1.020
2942.000,2.627,6.344,0.380,0.800,3.980,113.000,1.000,0.340
882.000,2.446,5.886,0.220,1.000,4.050,276.000,0.200,0.790
1618.000,2.499,6.075,0.310,0.900,4.110,1.000,1.000,0.300
7076.000,2.637,6.494,0.320,0.200,4.960,47.000,1.000,0.120
108.000,2.301,6.298,0.310,1.100,3.310,286.000,1.500,0.090
1803.000,2.594,6.050,0.240,0.400,3.190,166.000,0.800,0.830
982.000,2.563,6.259,0.250,1.400,4.700,163.000,0.300,0.000
3302.000,2.522,5.579,0.260,0.400,4.910,18.000,0.200,0.250
1680.000,2.698,5.893,0.250,2.800,4.440,153.000,0.300,0.170
2059.000,2.391,6.800,0.360,0.200,3.080,255.000,2.800,0.380
1625.000,2.355,6.000,0.370,0.500,4.620,143.000,0.000,0.150
1413.000,2.871,6.432,0.400,1.400,3.960,222.000,0.200,0.440
2829.000,2.548,5.635,0.320,0.400,4.580,136.000,0.800,0.180
3910.000,2.696,6.471,0.280,0.300,4.210,31.000,0.000,0.160
1411.000,2.747,6.472,0.300,1.500,5.200,214.000,0.200,0.220
1261.000,2.615,6.870,0.220,1.500,4.040,344.000,1.800,0.740
4098.000,2.246,6.129,0.200,0.400,4.400,90.000,1.000,0.480
2723.000,2.460,7.149,0.390,3.000,4.070,352.000,4.400,1.250
1206.000,2.570,6.535,0.220,0.100,2.390,79.000,3.300,1.980
1412.000,2.716,6.570,0.330,1.500,4.340,305.000,1.800,0.030
1651.000,2.540,5.860,0.240,1.500,4.170,169.000,0.300,0.720
3168.000,2.605,5.571,0.300,0.900,4.100,169.000,0.800,0.270
4157.000,2.680,6.184,0.290,0.300,3.670,298.000,1.400,0.240
3889.000,2.680,5.650,0.160,0.100,4.350,194.000,1.500,0.370
123.000,2.634,5.653,0.300,0.200,4.100,193.000,0.400,1.000
6130.000,2.218,6.537,0.310,0.700,3.810,172.000,0.900,0.770
2470.000,2.490,6.119,0.170,0.300,4.740,146.000,0.600,0.750
1463.000,2.592,5.558,0.190,0.700,4.730,71.000,0.400,0.340
3750.000,2.572,6.157,0.330,0.000,4.460,51.000,0.200,0.690
1129.000,2.561,6.504,0.250,0.100,2.860,134.000,2.900,0.160
3215.000,2.487,6.104,0.260,2.700,4.180,317.000,3.000,0.250
2723.000,2.460,7.149,0.390,3.000,4.070,352.000,4.400,1.250
1205.000,2.607,6.422,0.360,1.300,4.100,235.000,0.800,0.240
4087.000,2.578,6.471,0.320,1.000,2.280,98.000,2.300,1.080
942.000,2.625,6.989,0.130,1.100,4.470,300.000,0.400,0.130
2265.000,2.575,6.768,0.320,2.200,4.140,257.000,1.100,0.280
1545.000,2.690,6.522,0.190,0.300,2.920,26.000,2.900,1.400
602.000,2.395,6.289,0.280,1.800,5.390,8.000,0.300,0.120
2722.000,2.674,5.900,0.310,0.200,3.370,30.000,2.700,0.650
1023.000,2.648,6.336,0.190,0.400,1.840,88.000,3.400,1.600
1167.000,2.522,6.306,0.230,0.900,5.210,57.000,0.200,0.650
1387.000,2.827,6.936,0.390,1.800,3.180,266.000,4.800,0.310
1878.000,2.593,7.008,0.370,1.400,3.480,349.000,3.300,0.490
3113.000,2.609,6.183,0.230,0.700,4.110,2.000,1.200,0.570
1293.000,2.566,6.117,0.340,0.400,3.800,83.000,2.400,0.090
6938.000,2.599,5.945,0.310,0.100,3.160,39.000,0.600,0.570
1429.000,2.769,6.438,0.270,0.400,4.140,132.000,0.100,0.490
1611.000,2.600,6.055,0.240,0.100,3.930,315.000,2.300,0.210
1358.000,2.641,6.364,0.350,0.200,3.470,196.000,1.200,0.440
1284.000,2.728,6.093,0.220,1.000,0.350,10.000,2.200,1.120
1560.000,2.510,6.284,0.240,0.400,4.970,76.000,0.500,0.070
1093.000,2.638,6.631,0.310,1.200,5.030,148.000,0.200,0.050
4296.000,2.442,6.068,0.310,2.200,4.560,125.000,0.500,0.270
416.000,2.430,6.036,0.250,0.200,3.920,137.000,1.300,0.560
1370.000,2.814,5.920,0.320,1.000,4.890,199.000,0.400,0.570
843.000,2.817,5.990,0.280,0.200,5.010,59.000,0.200,0.200
2278.000,2.653,6.348,0.160,0.100,4.690,209.000,2.200,0.250
2788.000,2.531,6.188,0.160,0.200,2.440,163.000,3.000,1.160
1050.000,2.924,6.807,0.220,0.400,3.770,161.000,2.200,0.620
410.000,2.452,6.158,0.300,0.800,0.320,2.000,2.600,2.370
2708.000,2.931,5.939,0.240,0.400,4.380,15.000,0.800,0.380
77.000,2.375,6.560,0.290,0.800,3.920,266.000,1.200,0.380
1696.000,2.320,6.184,0.290,1.400,3.570,286.000,1.800,0.270
4061.000,2.872,6.145,0.160,0.100,4.850,163.000,0.300,0.070
3198.000,2.702,5.952,0.190,0.500,5.340,60.000,0.100,0.050
1029.000,2.788,6.775,0.240,1.900,3.930,260.000,0.100,0.130
1161.000,2.647,6.443,0.140,1.200,4.550,311.000,1.200,0.060
2935.000,2.532,6.733,0.300,0.300,3.870,209.000,2.100,0.630
1665.000,2.749,6.377,0.290,1.100,3.990,235.000,0.200,0.270
7112.000,2.964,5.884,0.170,0.500,2.350,89.000,1.400,0.790
1632.000,2.344,5.814,0.340,0.800,3.630,223.000,0.400,0.290
1958.000,2.608,6.349,0.280,0.000,4.930,40.000,0.100,0.190
9765.000,2.812,6.319,0.240,0.500,4.290,45.000,2.600,2.440
1034.000,2.991,6.772,0.230,1.300,3.550,159.000,0.900,0.210
2696.000,2.669,6.051,0.340,1.000,3.400,153.000,0.000,0.380
4168.000,2.639,5.598,0.350,0.700,2.940,203.000,1.600,0.280
1531.000,2.513,6.475,0.350,0.600,4.800,161.000,0.200,0.790
1636.000,2.520,6.744,0.440,0.700,4.150,15.000,2.400,0.240
6082.000,2.566,6.932,0.340,2.000,4.420,280.000,1.000,0.260
2283.000,2.571,5.844,0.330,0.400,3.420,0.000,0.400,0.420
1453.000,2.610,6.639,0.380,0.800,3.580,188.000,0.900,0.200
9737.000,2.309,6.116,0.270,0.400,4.620,275.000,0.100,1.030
105.000,2.633,6.709,0.250,1.200,4.830,225.000,0.100,0.130
1606.000,2.480,6.308,0.250,0.600,4.310,292.000,0.600,0.030
5473.000,2.630,5.875,0.240,1.300,4.190,207.000,0.700,0.790
209.000,2.571,6.329,0.240,1.300,3.710,190.000,0.100,0.930
230.000,2.256,6.031,0.240,0.400,4.020,215.000,0.900,1.960
186.000,2.740,6.190,0.290,0.100,4.780,10.000,1.200,0.010
2830.000,2.682,5.664,0.170,0.800,4.100,84.000,0.300,0.180
1254.000,2.594,6.054,0.320,0.300,4.470,3.000,0.100,0.570
4101.000,2.551,5.620,0.330,0.100,5.840,256.000,0.200,0.720
1422.000,2.515,5.956,0.380,0.800,5.110,211.000,0.300,0.230
1302.000,2.698,5.348,0.250,0.900,4.160,57.000,0.000,0.310
461.000,2.526,6.430,0.320,0.800,5.290,69.000,0.500,0.520
1268.000,2.325,6.325,0.270,0.000,2.990,23.000,1.200,0.800
3235.000,2.715,6.115,0.290,0.100,4.720,219.000,0.400,0.080
1936.000,2.473,6.221,0.300,0.300,4.620,212.000,1.300,0.960
4223.000,2.908,6.616,0.270,1.200,3.980,272.000,3.200,1.900
987.000,2.800,6.902,0.420,2.000,5.530,210.000,1.100,0.030
4072.000,2.597,5.963,0.170,0.000,3.500,163.000,0.900,0.730
2694.000,2.645,5.638,0.280,0.200,3.540,188.000,2.300,1.000
18332.000,2.568,6.564,0.230,0.500,4.300,168.000,0.200,0.490
3917.000,2.693,6.653,0.250,0.400,2.900,175.000,1.900,0.740
41.000,2.966,6.840,0.300,1.700,4.360,224.000,1.200,0.290
1427.000,2.610,6.611,0.290,0.900,4.510,84.000,1.100,0.460
2442.000,2.743,5.755,0.200,0.400,3.700,68.000,0.700,0.180
8579.000,2.666,6.347,0.260,0.800,5.450,25.000,0.600,0.070
1427.000,2.673,6.554,0.300,0.300,4.840,173.000,0.700,0.440
1548.000,2.520,6.150,0.230,1.100,4.490,148.000,0.200,1.350
2697.000,2.821,6.372,0.260,0.400,4.060,48.000,1.000,0.290
1497.000,2.755,6.222,0.090,0.000,0.380,114.000,3.600,2.050
1432.000,2.430,6.071,0.260,0.000,4.530,170.000,0.500,0.130
2476.000,2.553,5.904,0.290,1.200,4.520,141.000,0.200,0.070
1719.000,2.571,5.652,0.220,0.300,3.740,160.000,0.400,1.200
16826.000,2.659,6.748,0.300,1.400,4.780,59.000,0.400,0.090
5708.000,2.780,6.281,0.130,0.500,4.250,205.000,0.300,0.370
2964.000,2.740,6.310,0.160,1.300,5.250,117.000,0.500,0.070
158.000,2.606,5.682,0.100,1.000,5.120,105.000,0.100,0.180
1325.000,2.291,6.668,0.320,2.600,4.670,243.000,0.100,0.350
1020.000,2.611,5.764,0.290,1.200,4.420,11.000,0.600,0.450
1178.000,2.746,6.387,0.290,2.300,3.680,288.000,2.300,0.550
4206.000,2.635,7.031,0.340,1.000,4.510,99.000,2.500,0.070
3041.000,2.677,6.207,0.260,0.500,0.910,32.000,4.400,1.960
1036.000,2.632,5.538,0.200,0.100,4.630,64.000,0.600,0.540
1190.000,2.705,6.377,0.330,0.000,2.820,75.000,0.600,2.190
1439.000,2.630,6.597,0.310,1.000,4.540,247.000,1.100,0.340
30.000,2.323,5.688,0.320,0.400,4.230,87.000,0.100,0.840
762.000,2.645,6.291,0.220,2.200,4.780,293.000,0.400,0.170
85.000,2.433,7.285,0.240,1.200,4.010,94.000,1.600,0.330
1127.000,2.438,6.158,0.310,0.800,4.080,175.000,1.100,0.540
1207.000,2.669,6.831,0.420,0.800,3.980,361.000,3.900,0.280
1568.000,2.507,6.085,0.260,0.700,4.410,42.000,0.100,0.710
1122.000,2.616,7.255,0.220,0.900,5.420,318.000,2.500,0.210
1380.000,2.701,6.410,0.190,1.600,3.560,147.000,0.100,0.020
388.000,2.726,6.333,0.260,1.800,4.330,252.000,0.000,0.430
1464.000,2.496,6.842,0.330,1.600,4.420,310.000,0.800,0.420
110.000,2.587,5.790,0.180,1.300,2.700,128.000,5.000,2.520
3145.000,2.580,5.364,0.180,0.800,4.820,122.000,1.100,0.450
