bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,ca_time,ym_time,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,YM Humidity,YM Temperature,CA_cav_dia,CA_void_cav,CA_cav_depth,Ca_void_mem,CA_overlap_min,CA_overlap_max,YM_void_mem,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac hoj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/M],t on 10/5 mM glu/lac [s],Lav O2 - Hoj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
,28229,R29628,932-029,27-04-2021 11:46,28-04-2021 22:14,Glu,1,1,1780,2.441,33.43,26.29,6.27,27.61,26.73,1188.94,25.736,53.075,29.988,110.241,167.987,32.957,Approved,22.63,2.01,9.4,40.05,39.73,555,4.9,-0.32,22,7.37,-0.25,-0.03
,27257,R29058,932-029,25-03-2021 05:38,29-03-2021 12:44,Glu,2,14,2727,2.523,34.68,25.16,5.453,28.08,26.15,1162.75,23.665,55.741,30.176,121.372,211.081,32.02,Approved,25.15,2.08,8.9,39.37,38.15,766,7.3,-1.22,21,10.67,0.06,0.07
,27751,R29316,932-029,11-04-2021 14:02,12-04-2021 17:08,Glu,3,16,502,2.303,31.65,25.09,6.233,30.03,25.18,1173.73,21.191,59.322,30.545,110.364,199.707,30.858,Approved,22.23,2.07,10.8,41.13,39.54,696,6.4,-1.59,22,8.08,-0.1,0.01
,27178,R29015,932-029,23-03-2021 23:30,25-03-2021 01:00,Glu,2,3,2068,2.29,30.45,25.82,5.28,28.1,26.38,1160.03,20.368,54.887,27.906,105.503,211.005,27.098,Approved,23.38,2.04,11.1,41.35,40.78,355,4.4,-0.57,21,8.95,-0.05,0.04
,27964,R29439,932-029,19-04-2021 16:24,20-04-2021 16:38,Glu,1,2,2233,2.586,34.1,25.15,5.69,28.37,26.29,1159.48,23.067,58.283,29.076,126.649,195.25,34.074,Approved,22.1,1.95,10.6,40.95,40.6,544,4.5,-0.35,21,9.5,-0.06,0.02
,28218,R29617,932-029,27-04-2021 15:08,28-04-2021 10:06,Glu,3,5,2341,2.585,33.08,26.12,6.372,30.45,24.97,1164.7,26.529,62.675,33.549,89.71,179.419,37.116,Approved,18.9,2.05,10.2,40.57,38.65,684,6.7,-1.92,22,8.07,-0.13,-0.04
,27873,R29385,932-029,19-04-2021 08:04,19-04-2021 22:34,Glu,8,10,584,2.537,28.59,27.41,5.985,27.46,26.66,1150.69,22.515,59.263,33.513,115.62,204.962,30.993,Approved,21.88,1.99,10.7,40.0,39.76,486,8.2,-0.24,21,9.11,-0.16,0.02
,27985,R29460,932-029,20-04-2021 10:22,22-04-2021 08:42,Glu,8,9,1861,2.398,30.67,27.18,5.701,27.56,26.52,1179.97,21.9,62.424,31.581,115.62,173.43,29.558,Approved,19.25,2.09,10.3,41.29,40.1,628,5.0,-1.19,21,6.51,-0.02,0.05
,28300,R29663,932-029,25-04-2021 10:52,26-04-2021 12:58,Glu,8,3,425,2.218,28.99,26.98,5.793,28.17,26.45,1171.06,24.479,61.869,28.089,110.241,183.736,30.965,Approved,22.22,2.1,8.9,38.84,36.99,453,7.3,-1.85,22,8.7,-0.61,-0.24
,28348,R29693,932-029,01-05-2021 10:56,04-05-2021 05:16,Glu,1,9,3237,2.425,28.57,27.18,6.766,28.55,26.05,1189.24,21.415,57.74,32.324,141.897,199.707,31.023,Approved,24.82,2.03,12.0,40.31,39.45,411,6.4,-0.86,32,9.09,-0.18,0.02
,27416,R29144,932-029,30-03-2021 19:36,31-03-2021 16:00,Glu,3,15,1983,2.417,33.72,25.64,5.731,28.27,26.51,1168.12,22.999,58.338,29.095,116.095,189.973,31.127,Approved,22.68,2.08,11.6,41.3,40.62,384,6.3,-0.68,21,9.58,-0.17,-0.14
,27474,R29183,932-029,01-04-2021 01:16,01-04-2021 17:46,Glu,2,9,951,2.362,30.47,27.07,6.016,29.06,25.73,1167.98,23.005,60.093,26.529,99.742,167.987,28.536,Approved,22.6,2.06,12.1,40.71,40.33,425,6.0,-0.38,21,8.47,-0.15,0.01
,28208,R29607,932-029,26-04-2021 22:38,28-04-2021 18:34,Glu,3,8,1595,2.173,33.63,26.89,6.268,27.78,26.33,1198.12,21.985,55.168,29.381,131.878,211.005,27.993,Approved,20.17,1.92,11.2,40.3,39.82,385,6.0,-0.48,31,8.26,-0.51,-0.03
,27675,R29258,932-029,07-04-2021 05:30,09-04-2021 13:58,Glu,8,3,1776,2.482,33.83,25.43,6.394,29.83,24.74,1163.63,23.049,61.558,27.458,125.99,204.734,28.512,Approved,22.47,2.03,11.2,40.25,39.72,300,9.0,-0.53,40,4.12,-0.06,-0.02
,28274,R29637,932-029,27-04-2021 20:04,28-04-2021 14:48,Glu,3,5,1698,2.333,32.42,25.83,6.254,28.37,26.29,1164.99,26.281,59.709,33.102,89.71,195.25,35.299,Approved,22.03,1.97,10.3,38.72,37.09,494,7.6,-1.63,21,9.92,-0.09,-0.01
,27600,R29234,932-029,06-04-2021 20:30,08-04-2021 04:28,Glu,2,2,2332,2.446,33.35,26.51,6.032,27.58,26.75,1160.48,20.71,60.376,28.663,126.603,211.005,28.243,Approved,22.53,2.09,10.3,41.11,40.66,376,5.5,-0.45,32,8.99,-0.02,0.01
,27151,R28988,932-029,23-03-2021 10:46,24-03-2021 04:24,Glu,3,13,1410,2.579,28.97,27.23,5.718,27.49,26.65,1151.33,23.024,69.089,29.391,126.649,211.081,30.208,Approved,25.37,2.02,10.1,40.42,38.09,528,7.7,-2.33,21,10.47,-0.02,0.04
,27452,R29161,932-029,31-03-2021 15:00,01-04-2021 11:36,Glu,3,12,1210,2.582,29.76,26.88,5.401,29.01,25.94,1165.75,25.47,63.56,32.103,126.649,205.804,32.949,Approved,22.67,2.04,11.1,41.1,40.53,351,5.8,-0.57,21,9.76,-0.13,0.05
,27892,R29404,932-029,18-04-2021 15:08,20-04-2021 00:54,Glu,8,3,2413,2.481,31.95,25.53,5.599,28.67,25.9,1159.81,25.225,62.54,31.471,94.987,179.419,33.699,Approved,25.08,2.07,10.0,40.97,40.72,297,4.9,-0.25,32,7.61,-0.47,-0.17
,27300,R29083,932-029,24-03-2021 19:56,25-03-2021 13:10,Glu,8,8,1189,2.531,30.69,26.43,6.395,29.8,25.5,1170.18,23.504,58.944,29.197,73.878,211.081,30.956,Approved,26.23,2.06,12.4,39.24,38.36,267,9.9,-0.88,35,9.42,-0.15,-0.02
,28391,R29702,932-029,02-05-2021 11:44,04-05-2021 12:50,Glu,8,15,1821,2.552,29.5,26.88,5.967,27.66,26.58,1173.58,20.666,62.091,31.022,99.853,189.196,29.577,Approved,19.13,1.96,11.3,40.39,39.94,436,5.4,-0.45,21,6.06,-0.1,-0.04
,27673,R29256,932-029,07-04-2021 04:40,08-04-2021 06:40,Glu,1,1,1857,2.712,35.11,24.95,6.124,31.14,24.7,1161.01,20.292,63.058,31.039,120.875,204.962,29.636,Approved,17.07,2.0,11.1,41.4,40.87,532,5.8,-0.53,21,8.25,-0.22,-0.05
,27876,R29388,932-029,15-04-2021 17:20,19-04-2021 13:28,Glu,2,13,3125,2.463,32.91,26.52,6.385,29.39,25.53,1147.74,27.237,63.775,35.035,137.203,205.804,36.259,Approved,25.02,2.01,10.4,40.0,38.65,374,7.3,-1.35,31,9.9,-0.48,-0.02
,27973,R29448,932-029,19-04-2021 19:42,20-04-2021 12:00,Glu,1,8,579,2.433,32.46,27.09,5.567,28.55,26.1,1172.97,21.622,62.967,31.066,115.62,168.174,32.128,Approved,21.87,2.02,9.3,40.29,40.01,883,4.3,-0.28,20,8.11,-0.19,0.06
,28022,R29478,932-029,21-04-2021 04:54,22-04-2021 08:02,Glu,8,10,1419,2.229,35.7,24.76,5.53,27.36,26.65,1172.87,23.217,55.883,29.012,116.095,163.588,31.509,Approved,22.18,2.01,10.0,40.35,39.76,655,5.0,-0.59,21,7.63,-0.01,0.06
,27917,R29410,932-029,19-04-2021 15:04,20-04-2021 11:54,Glu,8,2,2381,2.416,31.83,27.21,5.848,28.39,26.52,1167.19,24.631,58.29,30.434,105.541,189.973,34.97,Approved,21.87,1.99,10.1,40.86,40.55,727,4.6,-0.31,20,10.28,-0.15,0.0
,28274,R29637,932-029,27-04-2021 20:00,28-04-2021 14:44,Glu,2,12,1698,2.293,32.46,25.87,6.427,28.5,26.38,1158.75,26.011,62.05,32.988,147.757,211.081,35.168,Approved,22.07,1.98,10.5,39.59,38.77,495,6.3,-0.82,31,8.76,-0.01,0.02
,27416,R29144,932-029,30-03-2021 19:30,31-03-2021 15:52,Glu,1,15,1987,2.435,33.13,25.89,5.584,28.74,26.24,1169.36,23.358,58.99,29.507,126.649,184.696,30.938,Approved,22.68,2.04,11.6,40.84,40.49,395,5.7,-0.35,21,9.94,-0.12,-0.02
,28102,R29538,932-029,23-04-2021 17:30,26-04-2021 18:40,Glu,3,15,720,2.412,31.53,25.2,5.602,28.03,26.51,1169.78,25.48,58.879,31.563,116.095,174.142,33.738,Approved,22.78,2.06,10.1,41.49,40.2,651,5.2,-1.29,21,10.72,-0.27,-0.02
,28389,R29700,932-029,02-05-2021 11:54,04-05-2021 22:36,Glu,3,11,2679,2.522,29.33,26.84,5.684,27.73,26.84,1167.17,21.085,60.983,31.264,99.853,183.941,30.45,Approved,24.9,2.05,10.0,41.13,40.85,429,5.9,-0.28,21,6.83,-0.1,-0.03
,27675,R29258,932-029,07-04-2021 05:08,09-04-2021 13:32,Glu,2,13,1767,2.551,33.57,25.53,6.117,30.4,25.11,1163.67,24.568,64.343,29.392,136.489,204.734,29.794,Approved,22.45,2.03,10.7,40.47,40.05,323,6.0,-0.42,35,2.68,-0.01,0.0
,28104,R29540,932-029,26-04-2021 15:12,28-04-2021 02:44,Glu,8,3,2736,2.297,31.04,27.48,5.818,27.73,26.89,1179.96,22.692,60.882,30.544,110.778,211.005,29.54,Approved,22.17,1.89,10.7,40.67,40.24,367,5.7,-0.43,33,6.5,-0.37,-0.08
,27419,R29147,932-029,30-03-2021 11:24,31-03-2021 15:48,Glu,8,2,2031,2.359,32.15,26.95,5.765,28.5,26.29,1161.6,23.254,60.999,27.192,136.489,204.734,28.637,Approved,26.28,1.97,11.1,39.42,37.78,489,6.8,-1.64,21,10.59,-0.06,0.12
,28299,R29662,932-029,29-04-2021 01:26,04-05-2021 11:48,Glu,2,7,7224,2.361,32.57,26.77,6.116,28.35,26.61,1156.4,22.189,61.548,32.502,110.364,162.919,31.964,Approved,22.78,2.04,10.0,40.29,39.81,688,5.3,-0.48,21,7.64,-0.07,0.02
,28342,R29687,932-029,01-05-2021 12:38,04-05-2021 00:40,Glu,8,5,2194,2.319,30.91,25.94,6.176,27.56,26.98,1165.21,21.421,60.22,31.537,136.642,183.941,30.097,Approved,25.03,2.05,10.4,40.67,39.59,652,5.6,-1.08,21,9.92,-0.14,0.03
,28119,R29555,932-029,22-04-2021 08:48,26-04-2021 21:42,Glu,3,7,4535,2.417,33.46,26.54,5.519,27.09,26.52,1164.68,22.238,63.063,31.964,120.875,194.452,30.483,Approved,24.8,2.05,10.3,41.5,41.85,548,4.8,0.35,21,8.96,-0.18,-0.01
,27154,R28991,932-029,20-03-2021 15:54,22-03-2021 12:20,Glu,2,4,1609,2.483,28.12,26.75,6.243,28.81,25.78,1181.1,21.955,67.228,29.229,116.053,211.005,28.322,Approved,22.22,2.02,11.0,41.72,41.24,343,5.5,-0.48,31,10.34,-0.17,-0.03
,27606,R29240,932-029,06-04-2021 23:10,07-04-2021 13:02,Glu,1,1,2253,2.696,33.04,26.42,6.21,27.58,26.81,1156.37,20.517,60.783,30.488,141.897,210.218,29.966,Approved,18.03,2.02,11.0,40.39,40.0,437,5.9,-0.39,21,11.99,-0.47,0.02
,27871,R29383,932-029,15-04-2021 20:42,19-04-2021 14:48,Glu,2,10,2475,2.415,33.63,25.98,6.049,30.84,25.89,1170.64,22.836,61.346,31.224,100.227,211.005,29.888,Approved,22.32,2.1,11.6,40.58,40.56,667,6.7,-0.02,21,9.31,0.02,0.02
,28445,R29738,932-029,04-05-2021 16:36,05-05-2021 10:52,Glu,3,1,432,2.472,33.26,26.96,6.596,28.59,26.52,1179.33,26.633,56.738,30.625,94.493,209.984,33.274,Approved,19.18,2.03,10.8,40.95,40.4,744,6.5,-0.55,21,7.4,-0.07,0.0
,27770,R29335,932-029,13-04-2021 03:28,13-04-2021 20:24,Glu,3,9,1876,2.207,34.07,27.41,5.534,26.99,26.72,1175.25,22.808,64.696,31.436,116.053,211.005,30.013,Approved,25.57,2.05,10.8,41.48,40.03,778,6.1,-1.45,20,9.41,-0.45,0.02
,27925,R29418,932-029,18-04-2021 07:18,19-04-2021 20:08,Glu,1,5,1939,2.414,28.77,26.42,6.026,29.5,26.01,1171.73,23.604,60.022,28.1,115.491,188.985,30.781,Approved,22.38,2.08,11.2,40.17,39.36,583,6.8,-0.81,21,7.41,0.02,0.12
,28193,R29593,932-029,26-04-2021 12:46,03-05-2021 16:16,Glu,3,4,3574,2.459,31.01,27.14,5.767,29.53,25.29,1166.54,22.056,59.707,29.544,126.603,211.005,28.813,Approved,22.73,2.06,10.0,40.38,40.07,704,4.6,-0.31,20,11.96,-0.02,0.05
,27367,R29128,932-029,30-03-2021 06:00,31-03-2021 02:58,Glu,8,8,2006,2.403,31.08,27.18,5.939,28.25,26.52,1166.3,19.958,55.761,28.902,126.131,189.196,27.373,Approved,22.58,2.04,11.2,41.2,40.61,328,6.4,-0.59,31,8.05,-0.48,-0.19
,27591,R29225,932-029,06-04-2021 13:24,07-04-2021 06:20,Glu,1,6,1102,2.583,30.89,27.26,6.312,27.21,26.82,1176.91,20.524,56.064,29.138,105.109,178.685,28.374,Approved,22.65,2.0,10.7,40.36,39.2,355,6.6,-1.16,32,11.13,-0.03,0.0
,27211,R29030,932-029,24-03-2021 05:40,25-03-2021 00:14,Glu,1,3,1850,2.389,35.42,24.26,5.492,28.62,26.19,1142.54,19.419,61.738,28.741,141.897,210.218,28.518,Approved,23.33,1.93,11.0,40.69,39.92,317,5.0,-0.77,21,10.13,-0.09,0.05
,27691,R29274,932-029,08-04-2021 03:50,08-04-2021 21:30,Glu,8,6,1130,2.428,32.86,25.92,6.248,27.06,27.02,1166.83,22.81,60.143,32.91,141.897,210.218,31.252,Approved,22.48,1.9,11.1,41.23,40.58,345,5.9,-0.65,31,11.27,-0.05,-0.01
,28120,R29556,932-029,23-04-2021 15:32,26-04-2021 11:44,Glu,2,6,2956,2.505,29.07,27.21,5.582,28.82,26.01,1177.52,22.737,58.623,30.917,116.053,211.005,29.666,Approved,22.83,2.09,9.7,38.47,35.88,641,5.8,-2.59,21,9.95,-0.34,-0.08
,27833,R29380,932-029,15-04-2021 05:44,16-04-2021 11:04,Glu,8,16,1360,2.411,35.28,24.58,6.399,28.42,26.1,1163.91,21.922,59.397,32.177,21.022,162.919,30.565,Approved,22.48,2.0,11.4,41.17,40.86,351,6.8,-0.31,21,7.69,-0.2,-0.03
,27243,R29044,932-029,24-03-2021 08:38,25-03-2021 20:46,Glu,2,11,1454,2.522,33.92,24.65,5.369,27.09,26.72,1163.35,18.641,57.271,27.086,99.853,199.707,26.737,Approved,23.42,2.06,10.4,41.06,39.73,675,6.5,-1.33,21,9.24,-0.08,0.03
,27408,R29136,932-029,29-03-2021 15:36,30-03-2021 11:40,Glu,8,5,1684,2.309,30.96,27.21,5.387,28.32,26.59,1185.67,19.562,52.362,28.503,110.364,194.452,26.228,Approved,19.67,2.06,10.0,40.89,40.76,746,5.1,-0.13,21,7.61,-0.42,-0.07
,27520,R29209,932-029,01-04-2021 11:42,06-04-2021 03:52,Glu,1,6,6495,2.551,32.54,27.62,6.554,27.56,26.47,1180.83,25.754,56.689,30.332,99.742,183.736,31.796,Approved,22.53,2.03,10.4,40.01,39.69,538,6.8,-0.32,21,7.9,-0.04,0.07
,27980,R29455,932-029,20-04-2021 15:44,21-04-2021 18:10,Glu,1,4,621,2.091,31.68,27.05,6.079,28.37,26.31,1180.01,21.997,57.515,29.31,26.376,211.005,28.638,Approved,19.27,2.11,9.6,39.63,36.58,627,6.7,-3.05,21,10.32,0.02,0.09
,28325,R29670,932-029,29-04-2021 03:22,03-05-2021 12:22,Glu,1,8,3223,2.436,32.27,27.53,6.107,28.05,26.58,1169.44,24.653,58.992,30.716,116.095,168.865,33.05,Approved,24.9,2.01,11.0,40.6,39.66,404,5.1,-0.94,21,9.58,-0.14,0.05
,27694,R29277,932-029,08-04-2021 04:18,08-04-2021 18:12,Glu,1,2,1426,2.29,32.34,26.1,5.587,28.32,26.52,1181.2,24.715,55.981,30.931,126.649,184.696,33.075,Approved,22.52,2.05,10.3,42.2,41.74,572,4.5,-0.46,21,9.26,-0.38,-0.14
,28272,R29635,932-029,27-04-2021 13:08,03-05-2021 22:48,Glu,1,1,3614,2.152,33.16,26.28,5.839,27.51,26.68,1193.04,22.534,55.07,30.26,110.778,211.005,29.336,Approved,24.87,2.06,10.8,40.78,40.24,642,5.0,-0.54,21,8.58,-0.06,0.05
,27412,R29140,932-029,30-03-2021 09:08,01-04-2021 12:44,Glu,8,1,702,2.388,32.76,26.28,5.526,28.05,26.66,1171.01,24.109,65.271,27.869,125.99,178.486,29.327,Approved,22.7,2.08,9.9,39.02,36.64,469,9.5,-2.38,21,11.06,-0.5,-0.17
,27513,R29202,932-029,02-04-2021 18:18,07-04-2021 09:36,Glu,8,1,3001,2.526,31.04,25.8,6.245,27.78,26.68,1162.82,21.458,55.862,32.015,120.875,194.452,30.979,Approved,21.25,2.08,10.8,41.01,40.58,289,5.6,-0.43,32,10.34,-0.03,0.0
,27301,R29084,932-029,25-03-2021 00:44,25-03-2021 18:34,Glu,2,8,1162,2.438,30.74,27.07,6.115,28.1,26.38,1174.23,19.746,58.337,29.242,115.62,210.218,27.775,Approved,22.35,2.16,10.2,38.53,36.01,370,9.7,-2.52,32,11.24,-0.16,0.02
,27586,R29220,932-029,06-04-2021 09:42,07-04-2021 06:14,Glu,8,8,2182,2.318,34.42,24.97,6.21,27.11,26.82,1163.28,22.86,57.639,28.518,131.926,211.081,31.773,Approved,22.48,2.04,10.6,40.93,40.41,558,5.4,-0.52,21,10.57,-0.02,0.04
,27019,R28943,932-029,18-03-2021 04:34,19-03-2021 07:42,Glu,1,2,869,2.751,30.66,27.37,6.43,27.11,26.84,1168.47,21.43,58.562,25.784,104.992,199.484,28.687,Approved,22.52,1.98,10.6,41.17,40.31,359,5.7,-0.86,21,10.15,-0.11,-0.03
,27771,R29336,932-029,13-04-2021 03:46,13-04-2021 18:14,Glu,1,6,2074,2.348,33.68,27.49,6.187,29.13,25.69,1160.55,25.348,66.046,29.864,131.24,183.736,34.523,Approved,21.8,2.03,10.4,40.38,39.65,729,5.0,-0.73,21,7.91,0.04,0.05
,27833,R29380,932-029,15-04-2021 05:26,16-04-2021 10:38,Glu,2,12,1377,2.611,35.37,24.83,6.283,28.84,26.38,1162.5,21.924,63.336,33.075,120.875,173.43,31.215,Approved,22.48,2.01,10.2,40.39,39.52,561,6.8,-0.87,21,8.51,-0.17,-0.04
,28225,R29624,932-029,27-04-2021 17:44,29-04-2021 16:56,Glu,8,10,1763,2.391,32.41,26.88,5.933,27.58,26.66,1180.62,26.155,58.841,32.385,110.818,179.419,36.05,Approved,22.5,2.06,9.2,40.6,39.48,491,5.6,-1.12,21,9.38,-0.36,-0.04
,27760,R29325,932-029,13-04-2021 09:30,15-04-2021 14:02,Glu,1,10,1565,2.467,35.77,25.07,5.269,27.31,26.73,1182.97,23.435,57.407,27.385,120.741,194.235,30.002,Approved,22.38,2.01,9.8,41.34,41.13,636,4.3,-0.21,21,11.25,-0.18,0.02
,27929,R29422,932-029,19-04-2021 09:34,19-04-2021 23:08,Glu,8,10,1515,2.376,30.59,26.58,5.365,27.91,26.75,1178.44,23.726,58.823,27.619,99.742,178.486,30.188,Approved,22.42,2.07,11.0,40.42,40.42,858,6.4,0.0,21,7.57,-0.02,0.02
,28280,R29643,932-029,28-04-2021 07:18,29-04-2021 03:58,Glu,2,2,1733,2.472,32.27,26.15,6.246,27.54,26.68,1187.68,24.399,56.832,28.533,125.99,178.486,31.191,Approved,22.42,2.09,9.6,39.96,39.25,500,6.6,-0.71,21,7.25,-0.24,0.01
,28190,R29590,932-029,26-04-2021 15:44,27-04-2021 08:06,Glu,1,2,1132,2.306,31.16,27.35,6.432,30.15,24.93,1170.48,24.768,59.434,29.147,136.489,204.734,31.803,Approved,18.83,2.01,11.0,41.18,40.53,345,5.3,-0.65,31,9.6,-0.21,-0.06
,27467,R29176,932-029,30-03-2021 20:44,31-03-2021 15:10,Glu,8,1,1914,2.39,32.67,25.34,6.345,28.94,25.83,1167.96,21.64,64.824,31.521,47.299,173.43,29.329,Approved,22.73,2.13,11.4,39.67,38.06,368,7.8,-1.61,31,11.44,-0.18,0.0
,27702,R29285,932-029,08-04-2021 08:00,09-04-2021 03:30,Glu,3,6,1393,2.38,32.59,25.87,6.384,27.34,27.18,1166.1,24.672,60.532,31.245,116.095,189.973,32.744,Approved,21.93,2.07,11.6,40.6,39.88,299,6.6,-0.72,44,3.8,-0.02,0.06
,27199,R29018,932-029,23-03-2021 08:10,24-03-2021 22:38,Glu,2,13,2273,2.412,27.44,28.62,5.236,29.83,25.25,1168.89,22.38,58.496,27.746,105.541,200.527,29.724,Approved,22.67,2.04,10.4,40.47,39.35,1019,5.9,-1.12,20,10.96,0.01,0.05
,28328,R29673,932-029,01-05-2021 07:54,03-05-2021 11:52,Glu,2,9,3153,2.523,28.4,26.73,5.333,28.03,26.42,1188.74,24.243,56.947,28.175,125.99,183.736,29.801,Approved,20.13,2.04,11.2,40.51,39.68,322,4.8,-0.83,21,9.03,-0.19,0.1
,28396,R29707,932-029,04-05-2021 01:32,04-05-2021 21:42,Glu,1,2,1207,2.304,30.84,27.94,6.356,27.04,26.96,1167.78,24.117,60.447,29.543,94.987,168.865,33.977,Approved,19.15,2.02,11.7,40.5,40.11,471,5.3,-0.39,21,5.52,-0.06,0.0
,27456,R29165,932-029,06-04-2021 01:38,06-04-2021 20:36,Glu,2,1,1565,2.95,29.6,27.26,6.143,28.91,25.94,1181.14,22.149,63.339,30.997,89.677,211.005,28.167,Approved,22.43,2.11,11.1,40.8,40.01,555,6.5,-0.79,21,3.08,-0.01,-0.01
,28411,R29722,932-029,04-05-2021 05:42,05-05-2021 13:54,Glu,2,4,506,2.303,33.45,27.26,6.253,29.95,25.43,1177.07,23.187,57.994,27.663,47.246,183.736,31.068,Approved,22.43,1.95,10.6,40.48,39.88,533,5.9,-0.6,21,6.99,0.06,0.0
,27423,R29151,932-029,30-03-2021 13:26,31-03-2021 19:32,Glu,3,5,1906,2.353,32.76,27.07,5.978,32.35,24.02,1146.98,20.448,63.823,30.153,136.642,189.196,27.653,Approved,26.28,2.13,11.8,38.56,37.51,330,7.9,-1.05,32,7.48,-0.07,0.01
,27788,R29353,932-029,13-04-2021 10:46,14-04-2021 22:28,Glu,8,6,2367,2.382,33.82,26.81,6.128,27.31,26.89,1182.57,26.312,60.467,32.757,126.649,168.865,34.836,Approved,22.52,2.07,11.0,40.86,40.57,257,7.1,-0.29,40,9.27,-0.44,-0.2
,27407,R29135,932-029,29-03-2021 15:12,30-03-2021 10:58,Glu,8,4,2558,2.129,31.01,27.05,5.749,28.08,26.28,1168.51,24.635,62.89,30.719,105.541,211.081,32.296,Approved,22.67,1.94,10.6,40.12,38.05,409,7.8,-2.07,31,12.32,0.03,0.05
,27704,R29287,932-029,11-04-2021 09:04,12-04-2021 12:36,Glu,3,12,1570,2.182,30.49,25.8,6.217,29.28,26.15,1185.72,22.644,64.408,31.301,31.651,211.005,30.094,Approved,19.37,2.12,11.0,41.03,39.72,571,6.2,-1.31,21,10.19,-0.42,0.08
,28556,R29790,932-029,05-05-2021 10:46,07-05-2021 04:56,Glu,2,7,918,2.555,31.78,26.65,5.522,30.13,25.55,1172.48,23.354,60.611,33.801,110.364,157.663,31.727,Approved,22.48,1.92,12.0,40.76,38.62,199,5.8,-2.14,86,11.26,-0.1,0.01
,27883,R29395,932-029,20-04-2021 14:40,21-04-2021 08:44,Glu,8,4,1355,2.343,33.58,25.73,5.995,27.51,26.73,1164.62,24.713,61.79,29.244,94.493,178.486,31.495,Approved,22.93,2.03,10.0,39.97,38.43,585,6.8,-1.54,21,9.12,-0.29,-0.04
,27920,R29413,932-029,17-04-2021 15:14,20-04-2021 10:14,Glu,8,10,3397,2.503,28.86,26.58,5.908,27.34,26.81,1179.35,21.19,57.989,30.55,115.62,183.941,31.211,Approved,25.13,2.13,10.0,40.38,39.09,790,5.3,-1.29,21,9.16,-0.41,0.01
,27033,R28948,932-029,18-03-2021 10:58,29-03-2021 17:44,Glu,2,8,13819,2.288,31.7,26.54,6.084,28.55,26.22,1192.02,23.123,56.177,26.647,104.992,178.486,27.132,Approved,19.73,1.96,11.3,40.73,40.49,218,5.2,-0.24,41,11.32,-0.41,-0.06
,27343,R29104,932-029,25-03-2021 13:22,26-03-2021 09:50,Glu,3,15,773,2.577,31.56,27.18,5.867,27.73,26.84,1172.54,19.891,57.745,30.105,78.832,199.707,28.469,Approved,25.07,2.01,9.8,40.71,40.2,345,5.8,-0.51,32,9.02,0.01,0.04
,27595,R29229,932-029,06-04-2021 15:28,07-04-2021 15:48,Glu,2,13,2477,2.458,32.83,26.22,5.718,27.49,26.58,1153.64,20.744,62.957,29.998,136.642,183.941,29.169,Approved,22.35,2.08,10.5,41.22,40.81,458,5.6,-0.41,21,9.53,-0.07,0.01
,27300,R29083,932-029,24-03-2021 19:50,25-03-2021 13:02,Glu,6,3,1191,2.628,31.73,25.99,5.565,29.26,25.62,1165.11,23.209,60.319,29.468,105.541,179.419,30.674,Approved,26.2,2.07,11.6,40.83,40.56,409,4.9,-0.27,21,7.84,-0.08,0.01
,28140,R29576,932-029,25-04-2021 12:56,27-04-2021 16:12,Glu,8,14,2833,2.438,29.75,26.54,6.069,31.26,24.51,1178.88,25.304,57.032,29.371,110.241,167.987,32.603,Approved,22.18,2.04,10.5,40.05,39.68,628,6.4,-0.37,21,5.91,-0.14,-0.02
,28441,R29734,932-029,04-05-2021 14:42,06-05-2021 03:18,Glu,2,14,955,2.513,34.49,26.75,6.284,27.91,26.61,1173.35,25.84,62.876,32.134,100.264,174.142,35.365,Approved,22.33,2.0,10.2,41.33,40.11,666,5.4,-1.22,21,5.52,-0.05,0.0
,27776,R29341,932-029,13-04-2021 23:50,16-04-2021 00:16,Glu,3,4,2266,1.979,32.83,26.91,6.236,27.49,26.52,1204.22,23.455,55.663,32.417,31.651,211.005,31.139,Approved,22.55,2.0,9.9,40.07,36.99,335,6.4,-3.08,31,14.37,-0.11,-0.01
,27973,R29448,932-029,19-04-2021 19:44,20-04-2021 12:04,Glu,2,8,575,2.27,32.24,27.14,5.828,28.7,26.24,1168.53,21.671,62.246,31.09,110.364,162.919,32.284,Approved,21.77,2.08,9.9,40.82,40.09,664,4.9,-0.73,21,12.28,-0.21,0.06
,28110,R29546,932-029,22-04-2021 12:44,26-04-2021 23:30,Glu,2,3,2543,2.629,33.65,27.46,5.865,28.39,26.06,1162.88,25.395,63.274,31.982,126.649,200.527,34.168,Approved,22.8,2.0,9.3,39.91,37.31,347,5.5,-2.6,30,9.62,-0.44,-0.09
,27977,R29452,932-029,19-04-2021 14:18,20-04-2021 15:20,Glu,1,15,787,2.672,29.38,27.04,6.348,29.24,25.52,1170.76,20.757,58.139,30.591,120.875,173.43,30.5,Approved,25.12,2.09,9.7,40.64,38.05,504,8.8,-2.59,32,9.33,-0.38,-0.03
