time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 5 clusters,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
4037.000,2.640,6.236,1.000,0.590,3.000,1.000,0.168,0.281,0.573,0.217,0.044,0.076
1194.000,2.812,5.962,1.000,0.630,3.000,1.000,0.146,0.175,0.623,0.114,0.033,0.045
1008.000,2.690,6.480,1.000,0.420,4.000,0.000,0.114,0.070,0.110,0.327,0.049,0.299
930.000,2.741,6.296,1.000,0.500,1.000,1.000,0.119,0.088,0.461,0.241,0.049,0.050
35.000,2.894,6.166,1.000,0.490,1.000,1.000,0.119,0.439,0.477,0.009,0.044,0.076
1972.000,2.404,6.159,1.000,0.610,3.000,1.000,0.151,0.263,0.519,0.356,0.005,0.035
20163.000,2.558,6.140,1.000,0.660,2.000,1.000,0.195,0.070,0.636,0.256,0.098,0.125
1580.000,2.674,6.629,1.000,0.410,4.000,0.000,0.168,0.035,0.301,0.071,0.208,0.284
20085.000,2.722,6.123,1.000,0.590,3.000,1.000,0.097,0.053,0.585,0.230,0.000,0.017
28.000,2.717,6.210,1.000,0.560,3.000,1.000,0.173,0.105,0.560,0.074,0.005,0.164
1229.000,2.630,5.564,1.000,0.460,1.000,1.000,0.130,0.000,0.460,0.125,0.022,0.038
1514.000,2.610,5.541,1.000,0.610,3.000,1.000,0.119,0.211,0.541,0.337,0.055,0.206
1711.000,2.673,6.187,1.000,0.460,1.000,1.000,0.108,0.053,0.443,0.125,0.153,0.221
1547.000,2.658,7.021,1.000,0.730,2.000,2.000,0.146,0.333,0.608,0.455,0.120,0.071
4552.000,2.570,5.593,1.000,0.250,4.000,1.000,0.119,0.193,0.186,0.060,0.098,0.030
3244.000,2.809,6.917,1.000,0.590,3.000,2.000,0.124,0.316,0.489,0.379,0.087,0.027
1453.000,2.638,6.810,1.000,0.520,1.000,1.000,0.130,0.211,0.475,0.216,0.268,0.065
4043.000,2.638,6.257,1.000,0.620,3.000,2.000,0.195,0.368,0.565,0.293,0.142,0.053
184.000,2.620,6.681,1.000,0.660,2.000,2.000,0.151,0.368,0.538,0.427,0.082,0.007
4718.000,2.754,6.547,1.000,0.580,3.000,1.000,0.124,0.105,0.579,0.038,0.055,0.058
6067.000,2.563,5.378,1.000,0.490,1.000,1.000,0.168,0.018,0.482,0.158,0.033,0.030
186.000,2.740,6.190,1.000,0.560,3.000,1.000,0.157,0.018,0.558,0.013,0.066,0.002
1780.000,2.871,5.836,1.000,0.560,3.000,1.000,0.173,0.175,0.552,0.115,0.049,0.111
1487.000,3.064,6.096,1.000,0.490,1.000,1.000,0.135,0.158,0.485,0.117,0.000,0.070
1431.000,2.765,6.327,1.000,0.580,3.000,1.000,0.130,0.035,0.575,0.091,0.038,0.027
3041.000,2.677,6.207,1.000,0.410,4.000,0.000,0.141,0.088,0.106,0.041,0.240,0.326
2498.000,2.465,6.734,1.000,0.530,1.000,1.000,0.146,0.123,0.462,0.300,0.000,0.076
5427.000,2.500,6.221,1.000,0.560,3.000,1.000,0.114,0.000,0.545,0.226,0.000,0.000
7101.000,2.602,6.608,1.000,0.530,1.000,3.000,0.135,0.158,0.328,0.406,0.169,0.145
2829.000,2.669,5.786,1.000,0.510,1.000,1.000,0.103,0.018,0.509,0.162,0.022,0.096
5959.000,2.589,5.809,1.000,0.580,3.000,1.000,0.162,0.123,0.578,0.180,0.005,0.091
5772.000,2.671,5.661,1.000,0.500,1.000,1.000,0.141,0.053,0.495,0.020,0.060,0.022
911.000,2.756,6.477,1.000,0.600,3.000,2.000,0.189,0.386,0.567,0.253,0.044,0.047
1391.000,2.751,6.498,1.000,0.590,3.000,1.000,0.135,0.088,0.586,0.210,0.011,0.040
1563.000,2.677,6.257,1.000,0.560,3.000,1.000,0.119,0.228,0.480,0.330,0.033,0.123
1497.000,2.550,6.194,1.000,0.400,4.000,1.000,0.146,0.070,0.307,0.250,0.120,0.106
3227.000,2.625,6.966,1.000,0.600,3.000,1.000,0.141,0.193,0.496,0.379,0.033,0.096
2813.000,2.566,6.167,1.000,0.600,3.000,1.000,0.130,0.140,0.595,0.231,0.027,0.032
3188.000,2.530,6.758,1.000,0.610,3.000,2.000,0.124,0.404,0.476,0.431,0.087,0.013
925.000,2.440,5.540,1.000,0.600,3.000,1.000,0.146,0.105,0.602,0.038,0.011,0.121
1705.000,2.590,5.761,1.000,0.490,1.000,1.000,0.146,0.053,0.485,0.027,0.093,0.125
5021.000,2.572,6.221,1.000,0.440,1.000,2.000,0.173,0.333,0.340,0.259,0.169,0.028
1083.000,2.390,6.437,1.000,0.490,1.000,1.000,0.151,0.281,0.485,0.144,0.038,0.037
3863.000,2.760,6.253,1.000,0.590,3.000,1.000,0.168,0.000,0.526,0.312,0.055,0.078
229.000,2.500,6.187,1.000,0.370,4.000,1.000,0.119,0.018,0.349,0.111,0.131,0.166
1557.000,2.494,6.309,1.000,0.510,1.000,1.000,0.200,0.070,0.497,0.028,0.077,0.061
1811.000,2.546,5.793,1.000,0.610,3.000,1.000,0.124,0.175,0.604,0.077,0.033,0.179
1474.000,2.754,6.632,1.000,0.590,3.000,1.000,0.119,0.018,0.537,0.314,0.104,0.053
12531.000,2.922,5.498,1.000,0.450,1.000,1.000,0.092,0.035,0.453,0.116,0.011,0.056
3329.000,2.854,6.274,1.000,0.620,3.000,1.000,0.216,0.175,0.481,0.409,0.027,0.025
1383.000,2.820,6.129,1.000,0.480,1.000,1.000,0.141,0.140,0.466,0.190,0.011,0.145
1551.000,2.556,6.204,1.000,0.420,4.000,1.000,0.157,0.053,0.407,0.017,0.077,0.078
4060.000,2.492,5.728,1.000,0.380,4.000,1.000,0.081,0.123,0.345,0.042,0.153,0.281
1608.000,2.597,6.162,1.000,0.590,3.000,1.000,0.151,0.193,0.589,0.042,0.016,0.023
11514.000,2.306,6.684,1.000,0.620,3.000,3.000,0.146,0.211,0.485,0.429,0.055,0.108
2701.000,2.588,6.016,1.000,0.490,1.000,1.000,0.178,0.053,0.483,0.013,0.022,0.048
885.000,2.612,5.567,1.000,0.470,1.000,1.000,0.135,0.211,0.363,0.319,0.033,0.013
1470.000,2.325,5.893,1.000,0.540,1.000,1.000,0.135,0.123,0.511,0.237,0.033,0.042
1394.000,2.572,6.001,1.000,0.490,1.000,1.000,0.216,0.123,0.467,0.020,0.011,0.038
1115.000,2.518,5.794,1.000,0.400,4.000,1.000,0.162,0.035,0.372,0.003,0.180,0.194
4891.000,2.738,5.855,1.000,0.550,3.000,1.000,0.124,0.281,0.547,0.075,0.044,0.113
1372.000,2.459,6.374,1.000,0.530,1.000,1.000,0.216,0.053,0.498,0.212,0.011,0.032
1260.000,2.816,5.482,1.000,0.500,1.000,1.000,0.168,0.088,0.496,0.057,0.022,0.025
59.000,2.735,5.935,1.000,0.490,1.000,1.000,0.114,0.070,0.485,0.089,0.082,0.033
1527.000,2.783,7.281,1.000,0.520,1.000,1.000,0.195,0.000,0.383,0.355,0.153,0.090
1149.000,2.846,6.311,1.000,0.640,3.000,1.000,0.124,0.123,0.636,0.193,0.005,0.008
3000.000,2.745,6.260,1.000,0.530,1.000,1.000,0.189,0.035,0.523,0.011,0.027,0.007
1674.000,2.575,6.614,1.000,0.520,1.000,1.000,0.135,0.246,0.510,0.196,0.022,0.071
163.000,2.513,5.648,1.000,0.500,1.000,1.000,0.141,0.035,0.501,0.097,0.005,0.118
68.000,2.622,5.696,1.000,0.480,1.000,1.000,0.124,0.035,0.483,0.111,0.011,0.002
2537.000,2.790,6.581,1.000,0.580,3.000,1.000,0.184,0.246,0.474,0.360,0.038,0.115
566.000,2.662,5.828,1.000,0.450,1.000,1.000,0.135,0.088,0.450,0.140,0.049,0.095
17494.000,2.658,5.330,1.000,0.650,3.000,1.000,0.076,0.211,0.644,0.024,0.055,0.058
1236.000,2.610,5.771,1.000,0.580,3.000,1.000,0.146,0.298,0.553,0.240,0.016,0.050
8661.000,2.650,5.751,1.000,0.340,4.000,1.000,0.114,0.035,0.302,0.080,0.049,0.252
5689.000,2.589,6.506,1.000,0.560,3.000,2.000,0.086,0.333,0.441,0.390,0.071,0.028
1927.000,2.770,6.141,1.000,0.470,1.000,1.000,0.124,0.070,0.453,0.205,0.033,0.085
1267.000,2.580,6.296,1.000,0.510,1.000,1.000,0.157,0.018,0.505,0.010,0.098,0.027
1509.000,2.742,6.683,1.000,0.590,3.000,1.000,0.162,0.281,0.497,0.349,0.044,0.035
1832.000,2.499,6.648,1.000,0.430,4.000,0.000,0.162,0.035,0.098,0.148,0.169,0.350
4364.000,2.306,6.370,1.000,0.650,3.000,2.000,0.227,0.175,0.506,0.401,0.224,0.013
1359.000,2.550,5.912,1.000,0.460,1.000,1.000,0.178,0.035,0.440,0.157,0.000,0.042
1473.000,2.432,5.824,1.000,0.560,3.000,1.000,0.173,0.000,0.553,0.115,0.027,0.007
2870.000,2.655,6.024,1.000,0.590,3.000,1.000,0.157,0.175,0.530,0.304,0.115,0.038
2870.000,2.652,6.403,1.000,0.530,1.000,1.000,0.130,0.316,0.530,0.064,0.016,0.050
1130.000,2.532,5.876,1.000,0.430,4.000,1.000,0.173,0.088,0.408,0.161,0.000,0.086
3536.000,2.676,6.650,1.000,0.430,4.000,1.000,0.151,0.123,0.424,0.057,0.186,0.088
1717.000,2.464,6.519,1.000,0.640,3.000,1.000,0.157,0.070,0.524,0.418,0.005,0.073
960.000,2.570,6.403,1.000,0.570,3.000,1.000,0.124,0.140,0.513,0.305,0.000,0.037
5708.000,2.614,5.890,1.000,0.520,1.000,1.000,0.151,0.035,0.503,0.208,0.022,0.068
1041.000,2.475,6.132,1.000,0.520,1.000,1.000,0.178,0.123,0.511,0.153,0.049,0.050
155.000,2.507,6.391,1.000,0.530,1.000,1.000,0.124,0.246,0.508,0.224,0.027,0.103
3804.000,2.520,5.993,1.000,0.550,3.000,1.000,0.130,0.070,0.481,0.307,0.011,0.040
1833.000,2.475,6.394,1.000,0.570,3.000,1.000,0.173,0.123,0.564,0.120,0.033,0.020
2260.000,2.572,6.218,1.000,0.490,1.000,1.000,0.157,0.211,0.461,0.122,0.044,0.272
1666.000,2.690,6.873,1.000,0.570,3.000,2.000,0.168,0.421,0.520,0.270,0.098,0.025
2899.000,2.740,6.712,1.000,0.510,1.000,1.000,0.124,0.175,0.506,0.107,0.180,0.028
77.000,2.704,6.722,1.000,0.530,1.000,1.000,0.135,0.070,0.401,0.367,0.120,0.085
1784.000,2.222,5.648,1.000,0.560,3.000,1.000,0.184,0.298,0.501,0.277,0.055,0.017
1451.000,2.781,6.248,1.000,0.610,3.000,1.000,0.151,0.070,0.609,0.151,0.033,0.055
1296.000,2.659,5.823,1.000,0.630,3.000,1.000,0.135,0.105,0.631,0.011,0.044,0.090
1665.000,2.626,6.662,1.000,0.480,1.000,1.000,0.173,0.018,0.356,0.323,0.153,0.158
20385.000,2.627,6.386,1.000,0.560,3.000,1.000,0.146,0.246,0.559,0.057,0.038,0.048
110.000,2.587,5.790,1.000,0.530,1.000,0.000,0.097,0.228,0.315,0.163,0.273,0.419
4116.000,2.520,6.284,1.000,0.400,4.000,1.000,0.119,0.105,0.342,0.162,0.164,0.231
1781.000,2.554,6.023,1.000,0.420,4.000,1.000,0.114,0.105,0.420,0.094,0.027,0.110
2907.000,2.761,6.723,1.000,0.550,3.000,1.000,0.184,0.070,0.533,0.189,0.126,0.007
2015.000,2.564,5.830,1.000,0.510,1.000,1.000,0.135,0.070,0.450,0.273,0.038,0.037
1214.000,2.818,6.113,1.000,0.550,3.000,1.000,0.151,0.175,0.515,0.245,0.011,0.060
5871.000,2.567,5.750,1.000,0.380,4.000,0.000,0.043,0.158,0.232,0.055,0.126,0.354
1005.000,2.650,6.114,1.000,0.280,4.000,1.000,0.076,0.000,0.273,0.022,0.175,0.105
1387.000,2.626,5.911,1.000,0.550,3.000,1.000,0.162,0.105,0.545,0.068,0.022,0.135
954.000,2.578,6.951,1.000,0.630,3.000,1.000,0.205,0.018,0.544,0.349,0.033,0.113
1545.000,2.468,6.027,1.000,0.470,1.000,1.000,0.108,0.193,0.466,0.087,0.016,0.055
2509.000,2.689,6.560,1.000,0.540,1.000,1.000,0.135,0.070,0.541,0.165,0.033,0.085
109.000,2.325,6.264,1.000,0.610,3.000,1.000,0.178,0.175,0.607,0.048,0.011,0.090
1293.000,2.566,6.117,1.000,0.460,1.000,1.000,0.184,0.070,0.443,0.106,0.131,0.015
1731.000,2.613,6.419,1.000,0.540,1.000,1.000,0.124,0.088,0.537,0.116,0.077,0.047
2539.000,2.617,6.276,1.000,0.610,3.000,1.000,0.081,0.316,0.562,0.314,0.033,0.048
1231.000,2.773,6.269,1.000,0.520,1.000,1.000,0.141,0.246,0.519,0.038,0.005,0.020
8651.000,2.818,6.718,1.000,0.620,3.000,2.000,0.168,0.193,0.481,0.413,0.191,0.050
10331.000,2.322,6.549,1.000,0.680,2.000,2.000,0.249,0.228,0.565,0.397,0.104,0.056
4484.000,2.523,6.085,1.000,0.550,3.000,1.000,0.157,0.140,0.527,0.224,0.016,0.015
4659.000,2.730,6.054,1.000,0.590,3.000,1.000,0.135,0.035,0.525,0.310,0.158,0.002
1268.000,2.325,6.325,1.000,0.360,4.000,1.000,0.146,0.000,0.349,0.029,0.066,0.133
2769.000,2.730,6.500,1.000,0.360,4.000,4.000,0.081,0.105,0.204,0.239,0.208,0.143
148.000,2.508,6.222,1.000,0.230,4.000,1.000,0.124,0.035,0.214,0.001,0.016,0.080
868.000,2.734,6.734,1.000,0.570,3.000,1.000,0.151,0.175,0.567,0.105,0.055,0.066
1375.000,2.495,6.136,1.000,0.520,1.000,1.000,0.184,0.123,0.509,0.119,0.033,0.047
3084.000,2.326,5.793,1.000,0.520,1.000,1.000,0.119,0.105,0.513,0.094,0.022,0.135
2806.000,2.493,6.044,1.000,0.510,1.000,1.000,0.151,0.140,0.509,0.005,0.033,0.068
1737.000,2.530,6.377,1.000,0.490,1.000,1.000,0.146,0.175,0.488,0.073,0.027,0.090
2784.000,2.518,5.604,1.000,0.460,1.000,1.000,0.151,0.140,0.457,0.004,0.049,0.110
1640.000,2.521,5.967,1.000,0.550,3.000,1.000,0.141,0.088,0.548,0.115,0.011,0.068
4480.000,2.316,6.709,1.000,0.470,1.000,1.000,0.184,0.000,0.447,0.051,0.071,0.241
4361.000,2.708,6.932,1.000,0.510,1.000,2.000,0.157,0.333,0.447,0.258,0.142,0.073
221.000,2.690,6.693,1.000,0.620,3.000,1.000,0.168,0.211,0.545,0.339,0.016,0.066
4062.000,2.711,6.399,1.000,0.650,3.000,1.000,0.151,0.070,0.594,0.327,0.049,0.020
98.000,2.704,6.145,1.000,0.530,1.000,1.000,0.211,0.228,0.509,0.181,0.071,0.100
2831.000,2.620,5.795,1.000,0.490,1.000,1.000,0.130,0.211,0.492,0.043,0.027,0.010
1523.000,2.441,6.820,1.000,0.300,4.000,4.000,0.097,0.105,0.187,0.079,0.235,0.138
1096.000,2.664,5.421,1.000,0.600,3.000,1.000,0.200,0.123,0.552,0.269,0.005,0.058
5975.000,2.366,6.680,1.000,0.470,1.000,1.000,0.168,0.088,0.397,0.168,0.219,0.279
2298.000,2.591,6.084,1.000,0.660,2.000,1.000,0.151,0.158,0.662,0.075,0.011,0.012
2707.000,2.988,6.118,1.000,0.520,1.000,1.000,0.146,0.140,0.517,0.136,0.022,0.048
4430.000,2.567,6.740,1.000,0.490,1.000,1.000,0.232,0.246,0.469,0.133,0.109,0.060
2.000,2.666,6.187,1.000,0.460,1.000,1.000,0.124,0.175,0.449,0.179,0.033,0.065
1920.000,2.783,6.466,1.000,0.460,1.000,1.000,0.119,0.070,0.433,0.205,0.049,0.051
2842.000,2.760,5.996,1.000,0.520,1.000,1.000,0.135,0.211,0.480,0.250,0.027,0.027
1324.000,2.263,5.723,1.000,0.540,1.000,1.000,0.151,0.228,0.533,0.106,0.066,0.043
1244.000,2.740,6.443,1.000,0.490,1.000,1.000,0.168,0.123,0.476,0.175,0.082,0.078
1396.000,2.790,6.694,1.000,0.610,3.000,1.000,0.189,0.351,0.576,0.256,0.082,0.028
4595.000,2.697,6.269,1.000,0.670,2.000,1.000,0.168,0.123,0.564,0.411,0.000,0.007
1780.000,2.136,6.098,1.000,0.480,1.000,0.000,0.027,0.158,0.389,0.247,0.115,0.449
2907.000,2.928,6.705,1.000,0.610,3.000,1.000,0.151,0.175,0.604,0.045,0.055,0.005
1549.000,2.390,6.423,1.000,0.520,1.000,1.000,0.178,0.123,0.506,0.015,0.082,0.243
1549.000,2.390,6.423,1.000,0.520,1.000,1.000,0.178,0.123,0.506,0.015,0.082,0.243
2962.000,2.551,5.745,1.000,0.550,3.000,1.000,0.124,0.088,0.550,0.134,0.022,0.058
2665.000,2.772,6.122,1.000,0.560,3.000,1.000,0.130,0.123,0.559,0.158,0.055,0.012
1292.000,2.607,6.780,1.000,0.580,3.000,1.000,0.135,0.211,0.510,0.315,0.005,0.083
1466.000,2.657,5.694,1.000,0.520,1.000,1.000,0.146,0.035,0.517,0.031,0.005,0.105
5449.000,2.465,6.702,1.000,0.590,3.000,2.000,0.162,0.333,0.482,0.372,0.000,0.086
1423.000,2.614,6.204,1.000,0.530,1.000,1.000,0.168,0.000,0.529,0.170,0.066,0.075
108.000,2.301,6.298,1.000,0.510,1.000,1.000,0.168,0.193,0.386,0.365,0.082,0.015
966.000,2.663,5.900,1.000,0.430,4.000,1.000,0.092,0.140,0.431,0.056,0.044,0.113
2918.000,2.978,6.753,1.000,0.530,1.000,1.000,0.157,0.053,0.526,0.140,0.087,0.013
3537.000,2.578,6.087,1.000,0.500,1.000,1.000,0.173,0.175,0.496,0.046,0.005,0.025
3382.000,2.560,6.092,1.000,0.530,1.000,1.000,0.157,0.140,0.477,0.253,0.098,0.056
1672.000,2.536,5.997,1.000,0.540,1.000,1.000,0.151,0.070,0.534,0.176,0.027,0.098
1485.000,2.717,6.769,1.000,0.420,4.000,1.000,0.114,0.316,0.421,0.136,0.049,0.151
1822.000,2.712,6.382,1.000,0.580,3.000,1.000,0.151,0.158,0.567,0.210,0.049,0.126
3152.000,2.581,6.610,1.000,0.600,3.000,1.000,0.135,0.088,0.536,0.328,0.022,0.063
1291.000,2.551,6.621,1.000,0.620,3.000,3.000,0.232,0.193,0.453,0.443,0.071,0.065
602.000,2.395,6.289,1.000,0.630,3.000,1.000,0.151,0.316,0.629,0.010,0.016,0.020
2304.000,2.720,5.993,1.000,0.540,1.000,1.000,0.135,0.281,0.476,0.292,0.011,0.060
1447.000,2.356,6.152,1.000,0.600,3.000,1.000,0.135,0.140,0.599,0.048,0.016,0.038
2023.000,2.288,5.510,1.000,0.590,3.000,3.000,0.146,0.035,0.447,0.434,0.022,0.095
82.000,2.981,6.827,1.000,0.510,1.000,1.000,0.108,0.246,0.422,0.316,0.082,0.199
1504.000,2.628,6.589,1.000,0.550,3.000,1.000,0.157,0.211,0.469,0.324,0.000,0.035
8116.000,2.427,6.325,1.000,0.570,3.000,1.000,0.157,0.246,0.567,0.004,0.011,0.027
2771.000,2.796,6.187,1.000,0.510,1.000,1.000,0.162,0.193,0.491,0.181,0.066,0.048
1073.000,2.466,6.251,1.000,0.410,4.000,1.000,0.146,0.000,0.379,0.175,0.115,0.150
8622.000,2.858,6.805,1.000,0.610,3.000,1.000,0.124,0.140,0.568,0.297,0.049,0.063
140.000,2.209,6.360,1.000,0.610,3.000,2.000,0.135,0.333,0.546,0.319,0.016,0.043
3000.000,2.745,6.260,1.000,0.530,1.000,1.000,0.189,0.035,0.523,0.011,0.027,0.007
1051.000,2.700,5.582,1.000,0.580,3.000,1.000,0.146,0.018,0.558,0.231,0.033,0.015
2496.000,2.871,6.825,1.000,0.620,3.000,2.000,0.195,0.351,0.544,0.335,0.060,0.076
1465.000,2.863,6.202,1.000,0.400,4.000,1.000,0.135,0.351,0.391,0.070,0.033,0.023
2589.000,2.543,6.522,1.000,0.580,3.000,1.000,0.151,0.140,0.574,0.205,0.077,0.033
36.000,2.655,6.567,1.000,0.470,1.000,1.000,0.151,0.316,0.463,0.092,0.033,0.030
1451.000,2.514,6.189,1.000,0.570,3.000,1.000,0.130,0.105,0.573,0.046,0.049,0.070
926.000,2.330,6.575,1.000,0.520,1.000,1.000,0.189,0.088,0.488,0.212,0.120,0.017
1413.000,2.871,6.432,1.000,0.540,1.000,1.000,0.216,0.246,0.462,0.283,0.011,0.073
1788.000,2.592,6.005,1.000,0.570,3.000,1.000,0.103,0.035,0.569,0.165,0.027,0.000
1081.000,2.770,7.323,1.000,0.660,2.000,2.000,0.151,0.368,0.512,0.457,0.164,0.118
2443.000,2.816,5.786,1.000,0.560,3.000,1.000,0.141,0.140,0.511,0.272,0.038,0.037
1479.000,2.689,5.986,1.000,0.560,3.000,1.000,0.211,0.070,0.548,0.091,0.022,0.023
838.000,2.455,7.085,1.000,0.630,3.000,2.000,0.173,0.263,0.515,0.395,0.098,0.138
3123.000,2.433,5.848,1.000,0.440,1.000,0.000,0.103,0.193,0.215,0.074,0.142,0.364
4048.000,2.466,6.980,1.000,0.560,3.000,1.000,0.146,0.140,0.554,0.103,0.038,0.048
4216.000,2.415,6.648,1.000,0.410,4.000,1.000,0.173,0.140,0.350,0.194,0.148,0.055
4671.000,2.370,6.005,1.000,0.410,4.000,1.000,0.173,0.105,0.390,0.156,0.077,0.081
3282.000,2.680,6.619,1.000,0.580,3.000,1.000,0.146,0.070,0.581,0.121,0.038,0.005
6935.000,2.687,6.457,1.000,0.540,1.000,3.000,0.086,0.070,0.368,0.422,0.208,0.083
7112.000,2.964,5.884,1.000,0.290,4.000,1.000,0.092,0.088,0.274,0.114,0.077,0.131
2553.000,2.573,6.289,1.000,0.590,3.000,1.000,0.168,0.228,0.582,0.190,0.000,0.068
1898.000,2.776,6.245,1.000,0.470,1.000,1.000,0.151,0.193,0.467,0.120,0.011,0.085
2737.000,2.573,6.461,1.000,0.560,3.000,1.000,0.227,0.053,0.414,0.399,0.082,0.025
1835.000,2.442,6.081,1.000,0.440,1.000,1.000,0.130,0.158,0.419,0.181,0.060,0.015
1025.000,2.583,6.318,1.000,0.380,4.000,1.000,0.162,0.088,0.363,0.115,0.011,0.111
20515.000,2.748,5.993,1.000,0.630,3.000,1.000,0.130,0.158,0.569,0.329,0.098,0.015
1363.000,2.868,5.804,1.000,0.490,1.000,1.000,0.114,0.035,0.487,0.046,0.000,0.002
3220.000,2.958,6.813,1.000,0.620,3.000,2.000,0.141,0.298,0.488,0.420,0.115,0.037
1513.000,2.504,6.059,1.000,0.520,1.000,1.000,0.119,0.298,0.483,0.258,0.033,0.076
70.000,2.581,6.542,1.000,0.510,1.000,1.000,0.119,0.018,0.485,0.221,0.071,0.056
2967.000,2.796,6.801,1.000,0.570,3.000,3.000,0.141,0.175,0.432,0.408,0.082,0.168
1055.000,2.182,6.338,1.000,0.250,4.000,1.000,0.119,0.088,0.169,0.129,0.038,0.178
5123.000,2.583,6.084,1.000,0.450,1.000,1.000,0.141,0.000,0.431,0.168,0.049,0.038
1307.000,2.630,6.581,1.000,0.590,3.000,2.000,0.151,0.246,0.453,0.412,0.131,0.080
1301.000,2.720,6.626,1.000,0.450,1.000,1.000,0.130,0.035,0.327,0.325,0.120,0.023
5994.000,2.460,5.612,1.000,0.460,1.000,1.000,0.205,0.140,0.413,0.173,0.022,0.282
2000.000,2.773,6.906,1.000,0.530,1.000,1.000,0.119,0.070,0.512,0.233,0.055,0.053
992.000,2.660,6.928,1.000,0.440,1.000,1.000,0.108,0.070,0.407,0.139,0.208,0.254
1388.000,2.853,6.995,1.000,0.620,3.000,1.000,0.157,0.088,0.566,0.312,0.033,0.078
1816.000,2.540,6.101,1.000,0.520,1.000,1.000,0.114,0.035,0.517,0.060,0.077,0.098
1781.000,2.118,6.159,1.000,0.550,3.000,1.000,0.178,0.053,0.543,0.013,0.022,0.008
1663.000,2.420,6.438,1.000,0.580,3.000,3.000,0.205,0.158,0.425,0.415,0.142,0.140
2508.000,2.459,6.241,1.000,0.550,3.000,1.000,0.162,0.193,0.481,0.296,0.038,0.063
11687.000,2.363,6.352,1.000,0.490,1.000,1.000,0.092,0.000,0.481,0.202,0.066,0.025
9201.000,2.728,7.275,1.000,0.590,3.000,2.000,0.135,0.298,0.406,0.449,0.202,0.108
845.000,2.685,6.480,1.000,0.530,1.000,1.000,0.157,0.140,0.401,0.380,0.027,0.047
18411.000,2.850,6.849,1.000,0.630,3.000,3.000,0.189,0.175,0.440,0.490,0.142,0.088
5405.000,2.610,5.504,1.000,0.500,1.000,1.000,0.076,0.211,0.390,0.349,0.153,0.073
3161.000,2.812,6.242,1.000,0.610,3.000,1.000,0.168,0.123,0.562,0.290,0.022,0.043
1406.000,2.473,5.420,1.000,0.470,1.000,1.000,0.168,0.070,0.425,0.010,0.044,0.327
6938.000,2.599,5.945,1.000,0.380,4.000,1.000,0.168,0.018,0.369,0.050,0.033,0.095
3156.000,2.788,5.535,1.000,0.330,4.000,1.000,0.108,0.018,0.256,0.226,0.033,0.219
2753.000,2.486,6.426,1.000,0.590,3.000,1.000,0.162,0.018,0.505,0.337,0.049,0.027
1387.000,2.522,6.576,1.000,0.580,3.000,1.000,0.189,0.211,0.517,0.283,0.148,0.065
2367.000,2.645,5.946,1.000,0.540,1.000,1.000,0.141,0.316,0.484,0.274,0.044,0.018
1277.000,2.679,6.377,1.000,0.630,3.000,1.000,0.141,0.070,0.583,0.300,0.011,0.010
1466.000,2.640,6.401,1.000,0.540,1.000,0.000,0.151,0.070,0.158,0.311,0.284,0.385
1507.000,2.570,5.521,1.000,0.410,4.000,1.000,0.130,0.018,0.405,0.055,0.055,0.121
2720.000,2.629,6.135,1.000,0.560,3.000,1.000,0.130,0.070,0.558,0.041,0.044,0.201
1132.000,2.873,6.228,1.000,0.480,1.000,1.000,0.151,0.088,0.478,0.145,0.005,0.015
603.000,2.673,5.860,1.000,0.630,3.000,1.000,0.173,0.351,0.618,0.221,0.027,0.035
1386.000,2.560,5.629,1.000,0.580,3.000,1.000,0.119,0.018,0.544,0.282,0.011,0.040
463.000,2.757,6.085,1.000,0.550,3.000,1.000,0.168,0.105,0.548,0.107,0.000,0.018
5800.000,2.755,6.622,1.000,0.530,1.000,1.000,0.168,0.070,0.481,0.251,0.011,0.073
370.000,2.618,6.041,1.000,0.560,3.000,1.000,0.157,0.088,0.558,0.084,0.016,0.042
1363.000,2.471,7.188,1.000,0.710,2.000,3.000,0.189,0.211,0.546,0.494,0.098,0.096
56.000,2.443,6.371,1.000,0.560,3.000,1.000,0.141,0.228,0.447,0.348,0.158,0.042
1558.000,2.656,6.442,1.000,0.590,3.000,1.000,0.211,0.211,0.583,0.152,0.011,0.010
1647.000,2.497,6.949,1.000,0.630,3.000,1.000,0.151,0.158,0.544,0.364,0.066,0.038
446.000,2.640,5.994,1.000,0.490,1.000,1.000,0.124,0.053,0.492,0.042,0.044,0.120
1432.000,2.117,5.523,1.000,0.580,3.000,1.000,0.168,0.246,0.529,0.276,0.104,0.073
4671.000,2.749,7.156,1.000,0.520,1.000,1.000,0.157,0.105,0.509,0.168,0.077,0.203
20512.000,2.910,6.658,1.000,0.740,2.000,2.000,0.232,0.211,0.649,0.367,0.219,0.002
1982.000,2.454,6.100,1.000,0.550,3.000,1.000,0.114,0.211,0.545,0.116,0.038,0.080
7201.000,2.701,6.520,1.000,0.650,3.000,2.000,0.168,0.211,0.523,0.417,0.120,0.007
1493.000,2.757,6.042,1.000,0.230,4.000,1.000,0.151,0.070,0.165,0.079,0.104,0.012
1668.000,2.292,6.205,1.000,0.630,3.000,1.000,0.146,0.070,0.623,0.182,0.038,0.008
