time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
0.096,0.078,0.421,0.259,0.438,0.786,0.867,0.492,0.076,0.836,0.256,0.940,0.690
0.071,0.262,0.421,0.283,0.390,0.701,0.699,0.475,0.137,0.623,0.751,0.902,0.704
0.068,0.262,0.421,0.274,0.524,0.791,0.836,0.179,0.127,0.761,0.544,0.662,0.732
0.056,0.262,0.421,0.245,0.476,0.789,0.836,0.395,0.107,0.763,0.506,0.737,0.718
0.278,0.262,0.421,0.255,0.448,0.693,0.733,0.181,0.183,0.709,0.606,0.872,0.690
0.138,0.203,0.421,0.283,0.562,0.801,0.854,0.279,0.081,0.782,0.772,0.759,0.592
0.066,0.262,0.421,0.288,0.381,0.811,0.870,0.323,0.076,0.798,0.671,0.910,0.704
0.188,0.262,0.421,0.259,0.400,0.772,0.706,0.355,0.264,0.515,0.309,0.466,0.549
0.211,0.262,0.421,0.283,0.524,0.767,0.820,0.242,0.091,0.767,0.494,0.767,0.648
0.121,0.262,0.842,0.283,0.543,0.740,0.785,0.189,0.147,0.738,0.547,0.744,0.620
0.094,0.215,0.421,0.264,0.476,0.792,0.826,0.326,0.234,0.737,0.581,0.910,0.704
0.005,0.262,0.421,0.274,0.476,0.802,0.816,0.369,0.107,0.698,0.833,0.850,0.648
0.053,0.262,0.421,0.255,0.486,0.817,0.826,0.353,0.036,0.694,0.371,0.820,0.634
0.097,0.078,0.421,0.241,0.467,0.892,0.873,0.406,0.183,0.663,0.179,0.820,0.592
0.127,0.262,0.421,0.274,0.543,0.824,0.864,0.274,0.076,0.763,0.746,0.722,0.423
0.055,0.262,0.421,0.264,0.610,0.729,0.803,0.179,0.132,0.798,0.413,0.654,0.676
0.062,0.262,0.444,0.269,0.448,0.791,0.786,0.389,0.071,0.653,0.521,0.677,0.535
0.093,0.262,0.421,0.241,0.476,0.811,0.796,0.418,0.168,0.641,0.461,0.932,0.676
0.056,0.262,0.421,0.283,0.514,0.801,0.855,0.280,0.030,0.785,0.739,0.820,0.662
0.006,0.262,0.421,0.193,0.495,0.782,0.816,0.185,0.183,0.733,0.354,0.789,0.606
0.042,0.262,0.421,0.292,0.438,0.844,0.873,0.414,0.041,0.749,0.427,0.767,0.606
0.280,0.192,0.421,0.264,0.476,0.741,0.820,0.260,0.208,0.813,0.578,0.850,0.690
0.057,0.262,0.421,0.274,0.419,0.811,0.850,0.435,0.091,0.755,0.367,0.692,0.507
0.365,0.262,0.421,0.278,0.638,0.786,0.841,0.166,0.081,0.781,0.153,0.850,0.690
0.101,0.165,0.421,0.203,0.524,0.852,0.853,0.343,0.132,0.691,0.692,0.865,0.606
0.284,0.262,0.421,0.222,0.486,0.800,0.818,0.217,0.076,0.707,0.197,0.744,0.606
0.085,0.220,0.421,0.250,0.429,0.758,0.687,0.370,0.152,0.496,0.613,0.872,0.662
0.030,0.078,0.421,0.241,0.533,0.865,0.868,0.603,0.071,0.700,0.476,0.865,0.690
0.021,0.262,0.421,0.255,0.571,0.791,0.866,0.222,0.076,0.825,0.580,0.880,0.634
0.217,0.262,0.421,0.288,0.457,0.786,0.808,0.206,0.188,0.709,0.545,0.895,0.704
0.001,0.262,0.421,0.269,0.505,0.771,0.827,0.338,0.076,0.776,0.459,0.850,0.704
0.062,0.262,0.421,0.212,0.657,0.846,0.861,0.337,0.152,0.718,0.675,0.489,0.592
0.074,0.262,0.293,0.241,0.381,0.817,0.797,0.309,0.112,0.632,0.469,0.812,0.606
0.001,0.078,0.421,0.250,0.505,0.814,0.845,0.453,0.056,0.740,0.666,0.842,0.648
0.295,0.262,0.421,0.292,0.486,0.807,0.878,0.286,0.107,0.824,0.413,0.917,0.732
0.414,0.262,0.842,0.198,0.438,0.677,0.703,0.107,0.173,0.673,0.156,0.699,0.577
0.068,0.078,0.421,0.278,0.486,0.773,0.753,0.499,0.137,0.615,0.421,0.880,0.704
0.093,0.245,0.421,0.212,0.495,0.662,0.740,0.173,0.254,0.778,0.511,0.865,0.662
0.053,0.161,0.421,0.236,0.505,0.813,0.856,0.220,0.132,0.765,0.822,0.496,0.563
0.163,0.262,0.842,0.274,0.781,0.761,0.816,0.155,0.147,0.769,0.437,0.895,0.662
0.196,0.262,0.421,0.259,0.448,0.806,0.855,0.323,0.066,0.777,0.466,0.857,0.648
0.048,0.262,0.842,0.283,0.514,0.849,0.893,0.218,0.102,0.782,0.459,0.895,0.662
0.149,0.262,0.421,0.212,0.438,0.815,0.861,0.347,0.076,0.773,0.545,0.639,0.394
0.089,0.143,0.000,0.245,0.362,0.747,0.735,0.360,0.132,0.620,0.572,0.774,0.620
0.077,0.160,0.842,0.217,0.410,0.802,0.841,0.236,0.152,0.752,0.468,0.752,0.634
0.125,0.078,0.549,0.283,0.552,0.795,0.836,0.242,0.056,0.754,0.440,0.880,0.648
0.087,0.262,0.421,0.236,0.457,0.827,0.841,0.341,0.036,0.709,0.430,0.722,0.662
0.062,0.262,0.421,0.250,0.381,0.802,0.846,0.405,0.091,0.762,0.681,0.774,0.563
0.048,0.262,0.421,0.278,0.514,0.879,0.845,0.609,0.046,0.627,0.591,0.850,0.648
0.060,0.078,0.421,0.259,0.419,0.784,0.838,0.288,0.030,0.777,0.490,0.782,0.634
0.003,0.262,0.421,0.255,0.533,0.813,0.866,0.344,0.025,0.788,0.375,0.797,0.634
0.048,0.262,0.421,0.217,0.495,0.828,0.864,0.247,0.102,0.758,0.305,0.519,0.296
0.119,0.078,0.719,0.316,0.400,0.769,0.743,0.419,0.142,0.598,0.735,0.880,0.704
0.070,0.262,0.766,0.222,0.571,0.815,0.869,0.112,0.162,0.790,0.361,0.669,0.479
0.339,0.078,0.682,0.241,0.629,0.784,0.824,0.149,0.178,0.746,0.349,0.556,0.577
0.268,0.262,0.842,0.255,0.533,0.756,0.787,0.241,0.249,0.716,0.520,0.504,0.380
0.105,0.262,0.421,0.283,0.638,0.776,0.830,0.201,0.091,0.774,0.474,0.654,0.620
0.073,0.262,0.421,0.236,0.505,0.771,0.820,0.185,0.107,0.762,0.739,0.857,0.577
0.067,0.262,0.421,0.264,0.581,0.794,0.820,0.371,0.056,0.722,0.446,0.744,0.676
0.280,0.262,0.421,0.278,0.448,0.802,0.815,0.375,0.051,0.696,0.654,0.789,0.620
0.299,0.262,0.000,0.189,0.457,0.791,0.841,0.144,0.162,0.771,0.589,0.654,0.507
0.008,0.078,0.842,0.245,0.524,0.816,0.849,0.210,0.086,0.745,0.403,0.737,0.577
0.224,0.262,0.545,0.212,0.419,0.793,0.788,0.197,0.157,0.654,0.774,0.895,0.718
0.141,0.262,0.421,0.288,0.486,0.729,0.786,0.241,0.056,0.761,0.503,0.744,0.479
0.075,0.262,0.842,0.259,0.467,0.811,0.845,0.316,0.096,0.745,0.575,0.895,0.676
0.086,0.201,0.421,0.245,0.390,0.841,0.869,0.379,0.041,0.745,0.587,0.737,0.648
0.226,0.262,0.421,0.198,0.581,0.783,0.821,0.153,0.173,0.743,0.483,0.489,0.352
0.031,0.078,0.421,0.241,0.381,0.812,0.857,0.453,0.066,0.769,0.707,0.850,0.746
0.055,0.241,0.421,0.297,0.438,0.822,0.865,0.498,0.051,0.769,0.496,0.759,0.620
0.071,0.262,0.842,0.269,0.552,0.800,0.845,0.252,0.117,0.764,0.317,0.857,0.648
0.442,0.078,0.576,0.250,0.476,0.791,0.821,0.348,0.183,0.727,0.160,0.917,0.690
0.453,0.078,0.842,0.236,0.495,0.813,0.834,0.235,0.112,0.717,0.323,0.541,0.662
0.242,0.262,0.421,0.259,0.581,0.780,0.803,0.263,0.157,0.708,0.337,0.722,0.493
0.076,0.197,0.842,0.241,0.581,0.814,0.848,0.204,0.117,0.747,0.695,0.797,0.563
0.126,0.262,0.421,0.241,0.410,0.882,0.841,0.472,0.122,0.612,0.254,0.556,0.634
0.135,0.262,0.842,0.264,0.467,0.745,0.792,0.177,0.203,0.746,0.496,0.699,0.704
0.283,0.165,0.340,0.292,0.419,0.702,0.733,0.313,0.183,0.694,0.464,0.489,0.507
0.049,0.262,0.421,0.278,0.562,0.797,0.830,0.243,0.066,0.738,0.494,0.887,0.676
0.352,0.262,0.722,0.226,0.400,0.748,0.807,0.223,0.112,0.772,0.774,0.805,0.606
0.124,0.147,0.421,0.245,0.533,0.851,0.845,0.502,0.076,0.676,0.255,0.820,0.662
0.307,0.178,0.421,0.222,0.410,0.713,0.723,0.190,0.147,0.654,0.655,0.714,0.648
0.834,0.262,0.736,0.283,0.552,0.817,0.842,0.342,0.096,0.727,0.490,0.767,0.648
0.101,0.262,0.842,0.222,0.457,0.851,0.870,0.188,0.091,0.730,0.698,0.759,0.577
0.205,0.219,0.842,0.236,0.495,0.796,0.798,0.320,0.168,0.671,0.261,0.669,0.479
0.043,0.078,0.842,0.255,0.419,0.828,0.861,0.291,0.071,0.750,0.466,0.737,0.676
0.042,0.204,0.421,0.274,0.467,0.833,0.852,0.345,0.056,0.722,0.367,0.835,0.634
0.053,0.262,0.421,0.241,0.610,0.896,0.888,0.413,0.142,0.689,0.296,0.880,0.676
0.077,0.078,0.421,0.349,0.343,0.726,0.650,0.360,0.152,0.475,0.803,0.917,0.718
0.055,0.078,0.421,0.269,0.419,0.818,0.850,0.163,0.107,0.743,0.100,0.609,0.521
0.069,0.262,0.842,0.264,0.514,0.915,0.892,0.341,0.203,0.666,0.377,0.744,0.676
0.031,0.193,0.421,0.259,0.362,0.779,0.767,0.368,0.096,0.633,0.483,0.902,0.690
0.093,0.194,0.421,0.274,0.524,0.802,0.828,0.313,0.056,0.724,0.764,0.759,0.704
0.092,0.262,0.842,0.259,0.343,0.766,0.763,0.326,0.157,0.648,0.534,0.865,0.662
0.339,0.078,0.684,0.241,0.648,0.805,0.840,0.144,0.127,0.745,0.341,0.639,0.606
0.271,0.262,0.421,0.208,0.381,0.776,0.802,0.202,0.071,0.714,0.336,0.684,0.563
0.072,0.078,0.842,0.274,0.352,0.758,0.823,0.226,0.041,0.789,0.459,0.579,0.394
0.233,0.209,0.333,0.269,0.419,0.840,0.837,0.542,0.071,0.677,0.291,0.925,0.732
0.064,0.262,0.842,0.259,0.524,0.817,0.854,0.238,0.142,0.754,0.536,0.774,0.676
0.146,0.078,0.421,0.255,0.562,0.789,0.849,0.314,0.036,0.792,0.484,0.820,0.662
0.069,0.262,0.421,0.302,0.486,0.789,0.831,0.273,0.051,0.752,0.607,0.842,0.690
0.075,0.262,0.842,0.307,0.438,0.640,0.677,0.351,0.279,0.681,0.323,0.880,0.690
0.214,0.262,0.842,0.250,0.581,0.802,0.850,0.200,0.107,0.772,0.370,0.842,0.662
0.001,0.182,0.421,0.222,0.429,0.749,0.789,0.286,0.086,0.733,0.331,0.872,0.634
0.426,0.229,0.842,0.283,0.543,0.847,0.861,0.230,0.112,0.716,0.251,0.549,0.563
0.766,0.078,0.421,0.288,0.400,0.797,0.792,0.450,0.112,0.655,0.406,0.632,0.662
0.063,0.262,0.421,0.255,0.438,0.811,0.849,0.375,0.132,0.753,0.289,0.835,0.690
0.242,0.262,0.842,0.245,0.505,0.835,0.853,0.290,0.259,0.719,0.300,0.617,0.592
0.165,0.262,0.496,0.269,0.543,0.797,0.866,0.454,0.051,0.814,0.360,0.895,0.676
0.352,0.078,0.421,0.297,0.390,0.745,0.727,0.258,0.096,0.606,0.420,0.714,0.479
0.073,0.078,0.421,0.250,0.524,0.842,0.887,0.301,0.152,0.781,0.431,0.857,0.606
0.081,0.262,0.842,0.255,0.524,0.780,0.844,0.206,0.178,0.797,0.660,0.872,0.662
0.388,0.078,0.842,0.222,0.438,0.682,0.743,0.196,0.168,0.751,0.510,0.805,0.662
0.142,0.262,0.555,0.297,0.629,0.780,0.832,0.151,0.096,0.771,0.491,0.662,0.493
0.059,0.078,0.421,0.231,0.476,0.764,0.730,0.320,0.198,0.581,0.773,0.865,0.662
0.025,0.262,0.421,0.212,0.629,0.792,0.838,0.269,0.020,0.762,0.403,0.857,0.662
0.002,0.262,0.329,0.250,0.486,0.796,0.817,0.423,0.051,0.712,0.522,0.774,0.648
1.000,0.078,0.421,0.288,0.562,0.814,0.864,0.407,0.066,0.780,0.929,0.850,0.648
0.081,0.262,0.421,0.297,0.495,0.825,0.844,0.343,0.025,0.719,0.633,0.707,0.620
0.096,0.149,0.421,0.264,0.552,0.797,0.837,0.155,0.107,0.752,0.124,0.684,0.535
0.359,0.078,0.421,0.292,0.552,0.762,0.824,0.187,0.066,0.786,0.266,0.902,0.718
0.081,0.262,0.421,0.283,0.457,0.790,0.832,0.245,0.046,0.753,0.557,0.805,0.620
0.289,0.262,0.421,0.259,0.438,0.786,0.845,0.435,0.061,0.789,0.199,0.925,0.704
0.071,0.262,0.842,0.255,0.514,0.767,0.817,0.250,0.081,0.761,0.325,0.639,0.563
0.076,0.078,0.421,0.302,0.448,0.809,0.842,0.382,0.015,0.742,0.448,0.729,0.451
0.060,0.262,0.421,0.264,0.419,0.805,0.838,0.357,0.020,0.740,0.594,0.797,0.620
0.063,0.262,0.421,0.245,0.533,0.848,0.836,0.337,0.162,0.662,0.378,0.669,0.648
0.256,0.078,0.842,0.269,0.571,0.801,0.859,0.205,0.203,0.793,0.332,0.564,0.634
0.081,0.262,0.337,0.193,0.419,0.820,0.808,0.379,0.107,0.651,0.603,0.759,0.577
0.006,0.209,0.421,0.259,0.429,0.756,0.786,0.368,0.127,0.713,0.426,0.617,0.577
0.127,0.262,0.421,0.283,0.533,0.815,0.850,0.175,0.041,0.750,0.444,0.850,0.690
0.076,0.149,0.421,0.255,0.476,0.805,0.857,0.415,0.117,0.781,0.253,0.752,0.662
0.094,0.262,0.421,0.255,0.390,0.785,0.821,0.455,0.122,0.738,0.511,0.534,0.465
0.213,0.262,0.421,0.189,0.467,0.794,0.810,0.397,0.152,0.700,0.542,0.820,0.620
0.076,0.262,0.619,0.278,0.533,0.781,0.831,0.465,0.147,0.768,0.370,0.842,0.620
0.082,0.262,0.842,0.217,0.476,0.791,0.846,0.192,0.091,0.783,0.300,0.602,0.563
0.272,0.262,0.421,0.278,0.390,0.796,0.861,0.176,0.076,0.806,0.497,0.812,0.690
0.066,0.262,0.421,0.250,0.362,0.836,0.867,0.416,0.086,0.749,0.654,0.925,0.690
0.054,0.262,0.421,0.255,0.533,0.814,0.866,0.192,0.036,0.786,0.583,0.812,0.563
0.072,0.262,0.421,0.278,0.438,0.674,0.578,0.214,0.132,0.409,0.589,0.880,0.704
0.253,0.078,0.421,0.269,0.524,0.787,0.845,0.535,0.051,0.788,0.536,0.820,0.648
0.411,0.262,0.842,0.269,0.543,0.772,0.813,0.199,0.213,0.745,0.445,0.767,0.662
0.007,0.078,0.842,0.269,0.467,0.801,0.817,0.301,0.081,0.703,0.427,0.872,0.718
0.054,0.262,0.421,0.292,0.514,0.806,0.838,0.234,0.076,0.740,0.524,0.850,0.690
0.124,0.262,0.421,0.236,0.429,0.784,0.821,0.204,0.086,0.741,0.374,0.842,0.563
0.866,0.262,0.421,0.302,0.533,0.764,0.779,0.513,0.091,0.685,0.229,0.669,0.634
0.112,0.262,0.421,0.278,0.400,0.767,0.830,0.456,0.056,0.789,0.536,0.880,0.704
0.001,0.262,0.842,0.226,0.581,0.782,0.788,0.141,0.188,0.675,0.453,0.782,0.577
0.011,0.227,0.421,0.330,0.610,0.612,0.548,0.537,0.142,0.451,0.504,0.850,0.676
0.148,0.188,0.842,0.236,0.648,0.816,0.876,0.087,0.168,0.804,0.497,0.805,0.479
0.145,0.078,0.842,0.208,0.552,0.831,0.861,0.231,0.076,0.743,0.444,0.714,0.577
0.074,0.262,0.421,0.245,0.476,0.825,0.864,0.236,0.061,0.762,0.525,0.812,0.577
0.078,0.235,0.842,0.259,0.638,0.830,0.838,0.192,0.157,0.696,0.257,0.789,0.634
0.073,0.262,0.842,0.292,0.619,0.760,0.817,0.198,0.096,0.773,0.453,0.677,0.606
0.002,0.262,0.421,0.292,0.419,0.583,0.574,0.336,0.183,0.559,0.672,0.812,0.634
0.011,0.160,0.421,0.217,0.371,0.704,0.776,0.493,0.030,0.782,0.255,0.722,0.648
0.063,0.262,0.842,0.236,0.410,0.734,0.708,0.335,0.223,0.585,0.542,0.489,0.662
0.016,0.262,0.842,0.222,0.467,0.773,0.834,0.229,0.091,0.787,0.531,0.647,0.479
0.302,0.078,0.000,0.217,0.371,0.745,0.738,0.160,0.239,0.631,0.540,0.504,0.465
0.066,0.215,0.421,0.278,0.448,0.713,0.718,0.487,0.137,0.642,0.549,0.925,0.718
0.204,0.078,0.421,0.217,0.429,0.667,0.603,0.395,0.086,0.477,0.354,0.459,0.493
0.137,0.262,0.421,0.274,0.467,0.813,0.870,0.223,0.127,0.795,0.355,0.865,0.606
0.158,0.262,0.842,0.302,0.467,0.832,0.848,0.179,0.102,0.716,0.351,0.842,0.634
0.067,0.262,0.363,0.264,0.495,0.775,0.774,0.290,0.107,0.655,0.650,0.805,0.676
0.298,0.193,0.421,0.226,0.390,0.856,0.873,0.338,0.076,0.726,0.533,0.586,0.479
0.058,0.262,0.421,0.274,0.467,0.797,0.850,0.267,0.015,0.780,0.449,0.805,0.761
0.097,0.262,0.842,0.217,0.486,0.791,0.846,0.199,0.122,0.782,0.613,0.549,0.521
0.057,0.262,0.421,0.264,0.486,0.809,0.827,0.217,0.137,0.709,0.420,0.827,0.676
0.028,0.078,0.842,0.236,0.610,0.764,0.832,0.184,0.127,0.799,0.211,0.805,0.676
0.085,0.262,0.421,0.245,0.486,0.717,0.800,0.206,0.137,0.811,0.289,0.895,0.690
0.211,0.262,0.842,0.264,0.552,0.802,0.849,0.167,0.147,0.769,0.334,0.774,0.606
0.077,0.262,0.421,0.264,0.571,0.863,0.894,0.341,0.036,0.760,0.677,0.902,0.690
0.120,1.000,0.421,0.264,0.362,0.709,0.649,0.550,0.086,0.502,0.373,0.617,0.606
0.081,0.262,0.421,0.255,0.495,0.787,0.831,0.267,0.142,0.756,0.198,0.880,0.662
0.082,0.078,0.421,0.274,0.438,0.822,0.858,0.299,0.096,0.755,0.364,0.857,0.746
0.292,0.194,0.421,0.250,0.629,0.827,0.845,0.241,0.107,0.718,0.489,0.737,0.507
0.442,0.186,0.421,0.259,0.533,0.700,0.708,0.206,0.203,0.644,0.482,0.677,0.634
0.344,0.262,0.421,0.264,0.514,0.805,0.824,0.257,0.036,0.710,0.723,0.842,0.704
0.011,0.262,0.421,0.311,0.333,0.644,0.591,0.395,0.279,0.489,0.811,0.474,0.394
0.072,0.235,0.421,0.250,0.533,0.831,0.860,0.283,0.086,0.743,0.341,0.729,0.577
0.059,0.262,0.421,0.292,0.514,0.847,0.875,0.319,0.046,0.747,0.556,0.647,0.408
0.077,0.166,0.842,0.264,0.410,0.791,0.833,0.279,0.112,0.755,0.391,0.729,0.676
0.055,0.262,0.842,0.297,0.724,0.773,0.825,0.154,0.188,0.769,0.387,0.797,0.620
0.092,0.262,0.842,0.226,0.524,0.758,0.809,0.177,0.142,0.759,0.771,0.842,0.606
0.068,0.262,0.842,0.255,0.390,0.710,0.735,0.195,0.223,0.685,0.598,0.835,0.620
0.148,0.202,0.421,0.255,0.524,0.836,0.845,0.172,0.107,0.701,0.143,0.805,0.620
0.070,0.262,0.421,0.245,0.486,0.803,0.765,0.288,0.193,0.587,0.220,0.692,0.648
0.045,0.262,0.421,0.245,0.400,0.849,0.859,0.360,0.056,0.709,0.429,0.827,0.648
0.078,0.262,0.421,0.278,0.362,0.798,0.844,0.321,0.071,0.764,0.576,0.865,0.648
0.063,0.262,0.421,0.269,0.571,0.804,0.852,0.369,0.071,0.771,0.533,0.767,0.676
0.139,0.262,0.421,0.302,0.438,0.800,0.856,0.192,0.076,0.788,0.462,0.887,0.704
0.008,0.262,0.421,0.259,0.476,0.851,0.876,0.251,0.066,0.742,0.238,0.759,0.592
0.062,0.262,0.421,0.264,0.381,0.806,0.809,0.509,0.157,0.677,0.478,0.571,0.521
0.019,0.262,0.416,0.250,0.400,0.802,0.833,0.422,0.076,0.735,0.412,0.865,0.690
0.199,0.262,0.842,0.222,0.505,0.737,0.778,0.099,0.178,0.730,0.150,0.654,0.634
0.149,0.262,0.421,0.259,0.533,0.721,0.711,0.541,0.218,0.614,0.700,0.910,0.718
0.080,0.078,0.421,0.269,0.381,0.747,0.729,0.519,0.112,0.608,0.294,0.624,0.676
0.124,0.262,0.421,0.236,0.429,0.784,0.821,0.204,0.086,0.741,0.374,0.842,0.563
0.073,0.145,0.842,0.250,0.505,0.819,0.855,0.228,0.173,0.753,0.370,0.767,0.549
0.061,0.262,0.421,0.288,0.552,0.771,0.822,0.269,0.122,0.765,0.711,0.895,0.690
0.066,0.262,0.842,0.217,0.476,0.846,0.883,0.254,0.127,0.767,0.623,0.677,0.521
0.359,0.262,0.421,0.288,0.476,0.734,0.731,0.281,0.117,0.634,0.286,0.797,0.620
0.087,0.177,0.366,0.292,0.638,0.847,0.892,0.318,0.041,0.783,0.516,0.850,0.676
0.146,0.185,0.421,0.297,0.448,0.809,0.836,0.261,0.102,0.728,0.685,0.895,0.718
0.084,0.244,0.842,0.264,0.467,0.780,0.827,0.409,0.203,0.760,0.235,0.850,0.634
0.052,0.262,0.842,0.264,0.476,0.775,0.840,0.241,0.173,0.796,0.239,0.842,0.634
0.087,0.262,0.366,0.292,0.638,0.847,0.892,0.318,0.041,0.783,0.516,0.850,0.676
0.083,0.262,0.421,0.264,0.410,0.848,0.845,0.460,0.117,0.681,0.594,0.902,0.704
0.227,0.188,0.421,0.264,0.562,0.806,0.852,0.176,0.091,0.768,0.448,0.932,0.676
0.271,0.170,0.421,0.302,0.457,0.882,0.899,0.273,0.056,0.738,0.566,0.767,0.577
0.226,0.262,0.842,0.264,0.343,0.787,0.798,0.505,0.152,0.685,0.227,0.504,0.437
0.083,0.262,0.421,0.231,0.429,0.820,0.864,0.295,0.081,0.770,0.433,0.842,0.592
0.102,0.262,0.842,0.269,0.514,0.773,0.800,0.260,0.168,0.715,0.312,0.722,0.592
0.024,0.078,0.383,0.250,0.610,0.766,0.829,0.266,0.102,0.789,0.850,0.842,0.732
0.062,0.183,0.842,0.278,0.476,0.837,0.856,0.195,0.051,0.725,0.477,0.699,0.690
0.429,0.262,0.421,0.226,0.571,0.828,0.883,0.268,0.061,0.799,0.582,0.639,0.451
0.146,0.146,0.421,0.259,0.352,0.743,0.708,0.562,0.152,0.569,0.354,0.722,0.577
0.159,0.078,0.421,0.255,0.438,0.736,0.768,0.354,0.137,0.708,0.658,0.774,0.634
0.064,0.078,0.421,0.236,0.429,0.802,0.829,0.177,0.056,0.727,0.730,0.699,0.592
0.713,0.262,0.421,0.283,0.400,0.797,0.689,0.356,0.030,0.434,0.391,0.774,0.620
0.059,0.262,0.409,0.283,0.524,0.807,0.839,0.157,0.046,0.740,0.623,0.835,0.676
0.054,0.262,0.842,0.274,0.524,0.777,0.824,0.176,0.122,0.759,0.487,0.722,0.549
0.071,0.262,0.421,0.226,0.438,0.749,0.787,0.610,0.112,0.728,0.359,0.699,0.690
0.005,0.078,0.421,0.226,0.619,0.831,0.857,0.310,0.112,0.736,0.359,0.752,0.634
0.060,0.262,0.421,0.283,0.610,0.815,0.841,0.118,0.081,0.730,0.409,0.872,0.690
0.061,0.202,0.421,0.236,0.467,0.789,0.821,0.256,0.041,0.733,0.451,0.729,0.634
0.011,0.262,0.421,0.292,0.533,0.769,0.769,0.369,0.107,0.655,0.339,0.850,0.634
0.124,0.078,0.421,0.255,0.600,0.773,0.824,0.228,0.096,0.765,0.516,0.820,0.690
0.423,0.262,0.421,0.250,0.419,0.794,0.843,0.304,0.102,0.771,0.603,0.714,0.620
0.050,0.262,0.842,0.217,0.552,0.837,0.863,0.173,0.259,0.738,0.356,0.586,0.634
0.070,0.201,0.421,0.283,0.514,0.731,0.799,0.157,0.168,0.787,0.441,0.820,0.577
0.084,0.262,0.000,0.264,0.467,0.824,0.870,0.248,0.086,0.778,0.914,0.729,0.549
0.285,0.262,0.607,0.278,0.638,0.824,0.857,0.293,0.071,0.750,0.639,0.895,0.718
0.063,0.078,0.347,0.264,0.514,0.822,0.852,0.326,0.061,0.741,0.430,0.797,0.606
0.074,0.213,0.000,0.259,0.467,0.793,0.830,0.428,0.071,0.744,0.544,0.714,0.634
0.128,0.078,0.421,0.307,0.343,0.809,0.856,0.249,0.117,0.772,0.811,0.872,0.704
0.271,0.262,0.421,0.264,0.448,0.842,0.868,0.444,0.046,0.741,0.520,0.737,0.535
0.208,0.262,0.842,0.354,0.610,0.680,0.725,0.273,0.142,0.715,0.229,0.872,0.704
0.087,0.167,0.421,0.307,0.533,0.803,0.848,0.359,0.036,0.765,0.772,0.895,0.718
0.137,0.262,0.421,0.292,0.390,0.760,0.786,0.294,0.041,0.707,0.453,0.699,0.592
0.072,0.169,1.000,0.264,0.552,0.775,0.821,0.265,0.066,0.758,0.428,0.699,0.535
0.200,0.078,0.579,0.274,0.600,0.818,0.785,0.244,0.193,0.603,0.754,0.549,0.634
0.471,0.262,0.421,0.264,0.381,0.559,0.557,0.480,0.081,0.566,0.549,0.729,0.718
0.072,0.203,0.421,0.255,0.410,0.820,0.841,0.282,0.025,0.722,0.213,0.895,0.690
0.063,0.212,0.421,0.250,0.448,0.834,0.828,0.436,0.102,0.669,0.293,0.677,0.662
0.074,0.078,0.421,0.241,0.457,0.806,0.829,0.361,0.066,0.719,0.706,0.692,0.592
0.116,0.262,0.842,0.203,0.543,0.804,0.841,0.218,0.117,0.749,0.574,0.789,0.563
0.136,0.262,0.421,0.288,0.457,0.711,0.665,0.291,0.091,0.533,0.328,0.835,0.620
0.078,0.262,0.842,0.245,0.638,0.748,0.822,0.142,0.183,0.806,0.770,0.842,0.676
0.081,0.262,0.842,0.241,0.533,0.804,0.819,0.189,0.107,0.703,0.436,0.662,0.704
0.054,0.203,0.853,0.222,0.552,0.773,0.834,0.153,0.152,0.788,0.453,0.511,0.366
0.123,0.262,0.842,0.302,0.648,0.798,0.851,0.154,0.112,0.779,0.647,0.797,0.592
0.070,0.262,0.421,0.274,0.457,0.857,0.872,0.311,0.046,0.724,0.377,0.835,0.676
0.055,0.262,0.421,0.255,0.629,0.842,0.863,0.194,0.036,0.731,0.477,0.692,0.620
0.088,0.262,0.421,0.274,0.533,0.822,0.827,0.234,0.086,0.687,0.473,0.677,0.676
0.155,0.262,0.421,0.269,0.524,0.751,0.812,0.292,0.137,0.780,0.373,0.820,0.648
0.087,0.262,0.421,0.278,0.429,0.863,0.864,0.290,0.066,0.695,0.563,0.684,0.521
0.212,0.205,0.657,0.255,0.410,0.843,0.769,0.584,0.249,0.525,0.378,0.872,0.662
0.074,0.262,0.421,0.231,0.390,0.713,0.701,0.266,0.208,0.607,0.503,0.767,0.606
0.079,0.262,0.842,0.259,0.495,0.798,0.831,0.221,0.102,0.737,0.550,0.759,0.606
0.275,0.078,0.842,0.236,0.581,0.787,0.842,0.176,0.096,0.779,0.322,0.782,0.606
0.187,0.262,0.421,0.283,0.429,0.792,0.843,0.293,0.086,0.774,0.665,0.699,0.606
0.038,0.262,0.842,0.292,0.648,0.806,0.841,0.145,0.102,0.745,0.368,0.571,0.577
0.001,0.078,0.421,0.236,0.514,0.813,0.835,0.248,0.096,0.721,0.569,0.594,0.606
0.056,0.262,0.842,0.236,0.514,0.789,0.843,0.208,0.142,0.779,0.483,0.376,0.380
0.214,0.262,0.421,0.259,0.695,0.862,0.872,0.183,0.117,0.715,0.268,0.902,0.634
0.053,0.262,0.842,0.217,0.667,0.825,0.846,0.169,0.274,0.723,0.484,0.737,0.577
