time_betw_scan_hours,CA,YM,Class,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1605.000,2.408,5.722,1.000,0.240,1.200,4.480,32.000,0.000,0.550
4958.000,2.666,6.896,1.000,0.350,0.700,2.550,219.000,5.000,0.730
6286.000,2.628,5.295,1.000,0.240,1.800,4.800,63.000,0.800,0.410
1313.000,2.340,7.017,1.000,0.260,2.500,3.720,197.000,0.900,0.460
2739.000,2.573,5.812,1.000,0.190,0.200,4.240,73.000,1.100,0.460
978.000,2.694,6.224,1.000,0.220,0.100,4.920,37.000,1.800,0.720
2785.000,2.864,6.042,1.000,0.240,1.400,5.140,172.000,0.000,0.060
1387.000,2.827,6.936,1.000,0.390,1.800,3.180,266.000,4.800,0.310
1316.000,2.580,6.553,1.000,0.280,1.600,4.270,352.000,1.000,0.450
1015.000,2.776,6.377,1.000,0.230,0.300,4.000,211.000,0.300,0.440
1886.000,2.642,7.145,1.000,0.480,2.000,3.770,284.000,3.200,0.660
186.000,2.703,6.156,1.000,0.310,0.400,4.760,9.000,1.100,0.290
996.000,2.518,5.850,1.000,0.250,0.300,4.350,44.000,0.500,0.600
2451.000,2.662,6.008,1.000,0.330,1.300,4.120,124.000,0.200,0.340
1751.000,2.930,6.718,1.000,0.260,1.200,4.210,295.000,2.100,0.330
2343.000,2.437,6.483,1.000,0.290,0.700,4.600,189.000,0.800,0.440
1753.000,2.572,7.127,1.000,0.370,0.100,3.720,198.000,3.700,0.690
1208.000,2.625,6.079,1.000,0.170,0.100,2.540,9.000,1.300,0.140
69.000,2.693,7.250,1.000,0.300,2.900,4.380,353.000,3.300,0.240
1540.000,2.589,6.481,1.000,0.320,0.200,1.580,170.000,2.000,1.220
2490.000,2.831,6.642,1.000,0.250,2.400,3.690,307.000,0.700,0.550
1133.000,2.615,6.697,1.000,0.340,0.700,1.770,174.000,4.700,0.470
5656.000,2.569,6.388,1.000,0.220,1.900,5.750,219.000,0.300,0.050
1781.000,2.554,6.023,1.000,0.210,0.600,3.600,74.000,0.500,0.660
1611.000,2.600,6.055,1.000,0.240,0.100,3.930,315.000,2.300,0.210
1564.000,2.466,6.383,1.000,0.280,1.700,3.540,174.000,0.000,0.700
1612.000,2.577,6.004,1.000,0.210,1.800,3.940,13.000,0.100,0.000
1599.000,2.665,5.685,1.000,0.220,0.500,4.630,178.000,0.300,0.730
984.000,2.445,6.629,1.000,0.340,1.000,4.630,223.000,1.500,0.120
2938.000,2.605,5.933,1.000,0.240,1.600,4.960,205.000,1.100,0.870
2882.000,2.658,6.435,1.000,0.250,1.900,4.590,108.000,0.000,0.170
3890.000,2.748,6.004,1.000,0.140,0.100,5.200,96.000,0.700,0.050
2839.000,2.154,6.800,1.000,0.320,0.400,3.800,198.000,1.200,0.360
6782.000,2.718,6.379,1.000,0.290,0.800,4.520,44.000,0.000,0.310
1430.000,2.680,6.245,1.000,0.330,1.200,4.000,272.000,1.300,0.440
1582.000,2.587,6.530,1.000,0.280,0.000,4.860,9.000,0.300,0.290
2773.000,2.700,5.990,1.000,0.270,0.600,4.460,66.000,0.700,0.540
1415.000,2.323,6.074,1.000,0.240,0.400,4.320,163.000,1.500,0.390
927.000,2.795,6.280,1.000,0.220,1.300,3.250,305.000,1.600,0.420
6893.000,2.581,5.627,1.000,0.220,0.100,4.820,55.000,0.700,0.190
2973.000,2.710,5.287,1.000,0.080,0.500,3.820,254.000,0.900,1.390
3252.000,2.433,6.713,1.000,0.270,0.700,2.480,264.000,2.100,0.660
2496.000,2.889,5.635,1.000,0.230,2.000,4.600,271.000,0.600,0.070
1458.000,2.704,5.657,1.000,0.270,0.500,4.880,213.000,0.700,0.460
1653.000,2.538,5.707,1.000,0.270,0.800,4.650,20.000,0.200,0.110
1627.000,2.629,6.800,1.000,0.340,1.100,4.220,290.000,1.200,0.490
1174.000,2.655,6.353,1.000,0.370,0.800,4.630,214.000,0.400,0.220
11301.000,2.606,6.369,1.000,0.230,1.000,4.880,108.000,0.100,0.430
4583.000,2.836,5.858,1.000,0.370,1.100,4.320,262.000,0.100,0.110
2911.000,2.602,5.444,1.000,0.310,1.200,4.600,249.000,0.200,0.480
1077.000,2.664,5.596,1.000,0.260,1.400,3.540,135.000,0.800,0.610
882.000,2.446,5.886,1.000,0.220,1.000,4.050,276.000,0.200,0.790
1371.000,2.639,6.613,1.000,0.280,2.000,4.180,211.000,0.000,0.020
1325.000,2.660,5.662,1.000,0.150,0.400,4.970,161.000,0.200,0.060
8792.000,2.378,6.497,1.000,0.280,0.800,4.350,250.000,0.200,0.030
1329.000,2.550,5.621,1.000,0.240,0.300,4.910,111.000,1.000,0.520
10028.000,2.590,6.290,1.000,0.210,1.500,4.180,162.000,0.100,0.020
1423.000,2.581,6.207,1.000,0.350,0.200,3.630,293.000,0.100,0.430
654.000,2.479,6.251,1.000,0.360,0.100,2.940,11.000,1.800,0.210
4318.000,2.605,5.513,1.000,0.230,0.900,3.870,28.000,0.100,0.420
1389.000,2.282,6.805,1.000,0.260,1.300,2.060,273.000,4.600,1.690
4593.000,2.662,6.238,1.000,0.300,0.300,2.720,55.000,0.700,0.570
756.000,2.751,6.481,1.000,0.230,1.400,3.770,180.000,0.400,0.430
1947.000,2.541,5.806,1.000,0.230,0.000,3.880,53.000,0.400,0.790
212.000,2.429,6.000,1.000,0.220,1.900,5.290,161.000,0.200,0.350
1094.000,2.724,6.019,1.000,0.370,1.200,4.120,146.000,0.300,0.220
10150.000,2.461,6.488,1.000,0.350,0.200,2.930,6.000,2.200,0.010
1234.000,2.580,6.272,1.000,0.100,1.400,3.790,85.000,0.200,0.450
1326.000,2.312,6.270,1.000,0.330,1.500,4.110,76.000,0.100,0.470
503.000,3.046,6.779,1.000,0.250,0.100,4.140,219.000,1.600,0.660
1256.000,2.213,6.196,1.000,0.320,0.800,4.760,277.000,4.000,0.450
1154.000,2.464,6.189,1.000,0.420,0.500,4.080,242.000,0.700,0.060
1102.000,2.583,7.222,1.000,0.300,2.700,4.330,344.000,2.600,0.540
1472.000,2.488,6.123,1.000,0.430,1.100,3.130,210.000,0.600,0.950
8547.000,2.513,6.481,1.000,0.210,0.700,0.750,21.000,1.800,2.430
984.000,2.445,6.629,1.000,0.340,1.000,4.630,223.000,1.500,0.120
14326.000,3.025,7.193,1.000,0.220,1.800,3.770,340.000,2.000,0.600
7315.000,2.639,7.318,1.000,0.300,2.500,4.740,302.000,3.200,0.050
100.000,2.224,5.637,1.000,0.170,0.000,2.380,43.000,0.900,0.070
1806.000,2.752,6.670,1.000,0.200,1.700,4.550,253.000,1.000,0.780
6126.000,2.516,6.684,1.000,0.310,0.500,3.000,355.000,2.200,1.010
1531.000,2.513,6.475,1.000,0.350,0.600,4.800,161.000,0.200,0.790
4496.000,2.818,6.049,1.000,0.310,1.300,3.390,80.000,0.900,0.920
1143.000,2.497,5.569,1.000,0.270,0.100,4.750,26.000,0.500,0.200
1299.000,2.430,6.172,1.000,0.260,0.600,4.850,224.000,0.300,0.720
1620.000,2.473,5.711,1.000,0.310,1.000,5.030,106.000,1.200,0.190
1100.000,2.723,5.907,1.000,0.150,0.400,4.370,23.000,1.500,0.840
1009.000,2.494,6.413,1.000,0.260,0.500,4.610,239.000,0.100,0.140
1772.000,2.824,6.455,1.000,0.390,1.600,4.000,376.000,1.300,0.760
1557.000,2.600,5.534,1.000,0.100,0.600,1.170,38.000,3.500,2.590
1541.000,2.554,6.739,1.000,0.370,1.400,4.340,28.000,3.200,0.280
10073.000,2.873,6.487,1.000,0.270,0.900,4.790,73.000,1.400,1.570
2441.000,2.654,6.804,1.000,0.260,2.800,3.770,140.000,1.600,0.280
1354.000,2.655,6.368,1.000,0.290,0.800,4.040,43.000,0.100,0.190
560.000,2.600,7.149,1.000,0.320,0.300,3.280,356.000,3.400,0.460
1741.000,2.465,6.002,1.000,0.210,0.300,5.520,1.000,0.600,0.260
1694.000,2.484,6.289,1.000,0.360,0.500,3.590,29.000,1.200,1.000
1352.000,2.633,5.853,1.000,0.210,0.700,3.140,129.000,1.600,1.260
1609.000,2.250,5.972,1.000,0.160,0.400,3.570,201.000,0.600,0.780
2106.000,2.640,5.835,1.000,0.260,0.200,4.870,137.000,0.600,0.140
2194.000,2.630,6.579,1.000,0.320,0.400,3.990,36.000,2.100,0.150
1751.000,2.823,6.404,1.000,0.250,1.300,3.670,318.000,1.500,0.540
1545.000,2.690,6.522,1.000,0.190,0.300,2.920,26.000,2.900,1.400
318.000,2.419,6.316,1.000,0.300,0.200,4.560,48.000,0.500,0.080
2033.000,2.568,6.459,1.000,0.390,1.500,4.230,167.000,1.500,0.140
1505.000,2.650,6.400,1.000,0.330,0.700,5.170,125.000,1.500,0.420
1093.000,2.639,5.962,1.000,0.050,0.100,1.300,61.000,1.700,1.400
1252.000,2.700,6.165,1.000,0.240,0.500,4.070,258.000,1.400,0.190
3291.000,2.641,5.830,1.000,0.250,1.400,5.330,207.000,0.600,0.290
1074.000,2.821,6.147,1.000,0.290,0.900,1.740,55.000,0.500,0.630
2602.000,2.497,6.166,1.000,0.320,0.400,4.900,112.000,1.100,1.940
1611.000,2.588,6.014,1.000,0.230,1.500,5.050,78.000,0.700,0.600
1669.000,2.760,6.563,1.000,0.290,1.600,4.190,200.000,0.200,0.540
15.000,2.476,5.938,1.000,0.260,1.500,5.390,135.000,0.600,0.250
5768.000,2.706,6.988,1.000,0.320,0.100,3.930,160.000,1.600,1.450
3611.000,2.536,5.349,1.000,0.350,0.700,4.130,195.000,0.600,0.700
4037.000,2.640,6.236,1.000,0.310,1.600,4.910,170.000,0.800,0.460
1194.000,2.812,5.962,1.000,0.270,1.000,5.340,89.000,0.600,0.270
1008.000,2.690,6.480,1.000,0.210,0.400,0.940,256.000,0.900,1.800
930.000,2.741,6.296,1.000,0.220,0.500,3.950,189.000,0.900,0.300
35.000,2.894,6.166,1.000,0.220,2.500,4.090,7.000,0.800,0.460
1972.000,2.404,6.159,1.000,0.280,1.500,4.450,279.000,0.100,0.210
20163.000,2.558,6.140,1.000,0.360,0.400,5.450,201.000,1.800,0.750
1580.000,2.674,6.629,1.000,0.310,0.200,2.580,56.000,3.800,1.710
20085.000,2.722,6.123,1.000,0.180,0.300,5.010,180.000,0.000,0.100
28.000,2.717,6.210,1.000,0.320,0.600,4.800,58.000,0.100,0.990
1229.000,2.630,5.564,1.000,0.240,0.000,3.940,98.000,0.400,0.230
1514.000,2.610,5.541,1.000,0.220,1.200,4.640,264.000,1.000,1.240
1711.000,2.673,6.187,1.000,0.200,0.300,3.800,98.000,2.800,1.330
1547.000,2.658,7.021,1.000,0.270,1.900,5.210,357.000,2.200,0.430
4552.000,2.570,5.593,1.000,0.220,1.100,1.590,47.000,1.800,0.180
3244.000,2.809,6.917,1.000,0.230,1.800,4.190,297.000,1.600,0.160
1453.000,2.638,6.810,1.000,0.240,1.200,4.070,169.000,4.900,0.390
4043.000,2.638,6.257,1.000,0.360,2.100,4.840,230.000,2.600,0.320
184.000,2.620,6.681,1.000,0.280,2.100,4.610,335.000,1.500,0.040
4718.000,2.754,6.547,1.000,0.230,0.600,4.960,30.000,1.000,0.350
6067.000,2.563,5.378,1.000,0.310,0.100,4.130,124.000,0.600,0.180
186.000,2.740,6.190,1.000,0.290,0.100,4.780,10.000,1.200,0.010
1780.000,2.871,5.836,1.000,0.320,1.000,4.730,90.000,0.900,0.670
1487.000,3.064,6.096,1.000,0.250,0.900,4.160,92.000,0.000,0.420
1431.000,2.765,6.327,1.000,0.240,0.200,4.930,71.000,0.700,0.160
3041.000,2.677,6.207,1.000,0.260,0.500,0.910,32.000,4.400,1.960
2498.000,2.465,6.734,1.000,0.270,0.700,3.960,235.000,0.000,0.460
5427.000,2.500,6.221,1.000,0.210,0.000,4.670,177.000,0.000,0.000
7101.000,2.602,6.608,1.000,0.250,0.900,2.810,318.000,3.100,0.870
2829.000,2.669,5.786,1.000,0.190,0.100,4.360,127.000,0.400,0.580
5959.000,2.589,5.809,1.000,0.300,0.700,4.950,141.000,0.100,0.550
5772.000,2.671,5.661,1.000,0.260,0.300,4.240,16.000,1.100,0.130
911.000,2.756,6.477,1.000,0.350,2.200,4.860,198.000,0.800,0.280
1391.000,2.751,6.498,1.000,0.250,0.500,5.020,165.000,0.200,0.240
1563.000,2.677,6.257,1.000,0.220,1.300,4.110,259.000,0.600,0.740
1497.000,2.550,6.194,1.000,0.270,0.400,2.630,196.000,2.200,0.640
3227.000,2.625,6.966,1.000,0.260,1.100,4.250,297.000,0.600,0.580
2813.000,2.566,6.167,1.000,0.240,0.800,5.100,181.000,0.500,0.190
3188.000,2.530,6.758,1.000,0.230,2.300,4.080,338.000,1.600,0.080
925.000,2.440,5.540,1.000,0.270,0.600,5.160,30.000,0.200,0.730
1705.000,2.590,5.761,1.000,0.270,0.300,4.160,21.000,1.700,0.750
5021.000,2.572,6.221,1.000,0.320,1.900,2.910,203.000,3.100,0.170
1083.000,2.390,6.437,1.000,0.280,1.600,4.160,113.000,0.700,0.220
3863.000,2.760,6.253,1.000,0.310,0.000,4.510,245.000,1.000,0.470
229.000,2.500,6.187,1.000,0.220,0.100,2.990,87.000,2.400,1.000
1557.000,2.494,6.309,1.000,0.370,0.400,4.260,22.000,1.400,0.370
1811.000,2.546,5.793,1.000,0.230,1.000,5.180,60.000,0.600,1.080
1474.000,2.754,6.632,1.000,0.220,0.100,4.600,246.000,1.900,0.320
12531.000,2.922,5.498,1.000,0.170,0.200,3.880,91.000,0.200,0.340
3329.000,2.854,6.274,1.000,0.400,1.000,4.120,321.000,0.500,0.150
1383.000,2.820,6.129,1.000,0.260,0.800,3.990,149.000,0.200,0.870
1551.000,2.556,6.204,1.000,0.290,0.300,3.490,13.000,1.400,0.470
4060.000,2.492,5.728,1.000,0.150,0.700,2.960,33.000,2.800,1.690
1608.000,2.597,6.162,1.000,0.280,1.100,5.050,33.000,0.300,0.140
11514.000,2.306,6.684,1.000,0.270,1.200,4.160,336.000,1.000,0.650
2701.000,2.588,6.016,1.000,0.330,0.300,4.140,10.000,0.400,0.290
885.000,2.612,5.567,1.000,0.250,1.200,3.110,250.000,0.600,0.080
1470.000,2.325,5.893,1.000,0.250,0.700,4.380,186.000,0.600,0.250
1394.000,2.572,6.001,1.000,0.400,0.700,4.000,16.000,0.200,0.230
1115.000,2.518,5.794,1.000,0.300,0.200,3.190,2.000,3.300,1.170
4891.000,2.738,5.855,1.000,0.230,1.600,4.690,59.000,0.800,0.680
1372.000,2.459,6.374,1.000,0.400,0.300,4.270,166.000,0.200,0.190
1260.000,2.816,5.482,1.000,0.310,0.500,4.250,45.000,0.400,0.150
59.000,2.735,5.935,1.000,0.210,0.400,4.160,70.000,1.500,0.200
1527.000,2.783,7.281,1.000,0.360,0.000,3.280,278.000,2.800,0.540
1149.000,2.846,6.311,1.000,0.230,0.700,5.450,151.000,0.100,0.050
3000.000,2.745,6.260,1.000,0.350,0.200,4.480,9.000,0.500,0.040
1674.000,2.575,6.614,1.000,0.250,1.400,4.370,154.000,0.400,0.430
163.000,2.513,5.648,1.000,0.260,0.200,4.290,76.000,0.100,0.710
68.000,2.622,5.696,1.000,0.230,0.200,4.140,87.000,0.200,0.010
2537.000,2.790,6.581,1.000,0.340,1.400,4.060,282.000,0.700,0.690
566.000,2.662,5.828,1.000,0.250,0.500,3.860,110.000,0.900,0.570
17494.000,2.658,5.330,1.000,0.140,1.200,5.520,19.000,1.000,0.350
1236.000,2.610,5.771,1.000,0.270,1.700,4.740,188.000,0.300,0.300
8661.000,2.650,5.751,1.000,0.210,0.200,2.590,63.000,0.900,1.520
5689.000,2.589,6.506,1.000,0.160,1.900,3.780,306.000,1.300,0.170
1927.000,2.770,6.141,1.000,0.230,0.400,3.880,161.000,0.600,0.510
1267.000,2.580,6.296,1.000,0.290,0.100,4.330,8.000,1.800,0.160
1509.000,2.742,6.683,1.000,0.300,1.600,4.260,274.000,0.800,0.210
1832.000,2.499,6.648,1.000,0.300,0.200,0.840,116.000,3.100,2.110
4364.000,2.306,6.370,1.000,0.420,1.000,4.340,314.000,4.100,0.080
1359.000,2.550,5.912,1.000,0.330,0.200,3.770,123.000,0.000,0.250
1473.000,2.432,5.824,1.000,0.320,0.000,4.740,90.000,0.500,0.040
2870.000,2.655,6.024,1.000,0.290,1.000,4.540,238.000,2.100,0.230
2870.000,2.652,6.403,1.000,0.240,1.800,4.540,50.000,0.300,0.300
1130.000,2.532,5.876,1.000,0.320,0.500,3.500,126.000,0.000,0.520
3536.000,2.676,6.650,1.000,0.280,0.700,3.630,45.000,3.400,0.530
1717.000,2.464,6.519,1.000,0.290,0.400,4.490,328.000,0.100,0.440
960.000,2.570,6.403,1.000,0.230,0.800,4.400,239.000,0.000,0.220
5708.000,2.614,5.890,1.000,0.280,0.200,4.310,163.000,0.400,0.410
1041.000,2.475,6.132,1.000,0.330,0.700,4.380,120.000,0.900,0.300
155.000,2.507,6.391,1.000,0.230,1.400,4.350,176.000,0.500,0.620
3804.000,2.520,5.993,1.000,0.240,0.400,4.120,241.000,0.200,0.240
1833.000,2.475,6.394,1.000,0.320,0.700,4.830,94.000,0.600,0.120
2260.000,2.572,6.218,1.000,0.290,1.200,3.950,96.000,0.800,1.640
1666.000,2.690,6.873,1.000,0.310,2.400,4.460,212.000,1.800,0.150
2899.000,2.740,6.712,1.000,0.230,1.000,4.340,84.000,3.300,0.170
77.000,2.704,6.722,1.000,0.250,0.400,3.440,288.000,2.200,0.510
1784.000,2.222,5.648,1.000,0.340,1.700,4.290,217.000,1.000,0.100
1451.000,2.781,6.248,1.000,0.280,0.400,5.220,118.000,0.600,0.330
1296.000,2.659,5.823,1.000,0.250,0.600,5.410,9.000,0.800,0.540
1665.000,2.626,6.662,1.000,0.320,0.100,3.050,253.000,2.800,0.950
20385.000,2.627,6.386,1.000,0.270,1.400,4.790,45.000,0.700,0.290
110.000,2.587,5.790,1.000,0.180,1.300,2.700,128.000,5.000,2.520
4116.000,2.520,6.284,1.000,0.220,0.600,2.930,127.000,3.000,1.390
1781.000,2.554,6.023,1.000,0.210,0.600,3.600,74.000,0.500,0.660
2907.000,2.761,6.723,1.000,0.340,0.400,4.570,148.000,2.300,0.040
2015.000,2.564,5.830,1.000,0.250,0.400,3.860,214.000,0.700,0.220
1214.000,2.818,6.113,1.000,0.280,1.000,4.410,192.000,0.200,0.360
5871.000,2.567,5.750,1.000,0.080,0.900,1.990,43.000,2.300,2.130
1005.000,2.650,6.114,1.000,0.140,0.000,2.340,17.000,3.200,0.630
1387.000,2.626,5.911,1.000,0.300,0.600,4.670,53.000,0.400,0.810
954.000,2.578,6.951,1.000,0.380,0.100,4.660,274.000,0.600,0.680
1545.000,2.468,6.027,1.000,0.200,1.100,3.990,68.000,0.300,0.330
2509.000,2.689,6.560,1.000,0.250,0.400,4.640,129.000,0.600,0.510
109.000,2.325,6.264,1.000,0.330,1.000,5.200,38.000,0.200,0.540
1293.000,2.566,6.117,1.000,0.340,0.400,3.800,83.000,2.400,0.090
1731.000,2.613,6.419,1.000,0.230,0.500,4.600,91.000,1.400,0.280
2539.000,2.617,6.276,1.000,0.150,1.800,4.820,246.000,0.600,0.290
1231.000,2.773,6.269,1.000,0.260,1.400,4.450,30.000,0.100,0.120
8651.000,2.818,6.718,1.000,0.310,1.100,4.120,324.000,3.500,0.300
10331.000,2.322,6.549,1.000,0.460,1.300,4.840,311.000,1.900,0.340
4484.000,2.523,6.085,1.000,0.290,0.800,4.520,176.000,0.300,0.090
4659.000,2.730,6.054,1.000,0.250,0.200,4.500,243.000,2.900,0.010
1268.000,2.325,6.325,1.000,0.270,0.000,2.990,23.000,1.200,0.800
2769.000,2.730,6.500,1.000,0.150,0.600,1.750,187.000,3.800,0.860
148.000,2.508,6.222,1.000,0.230,0.200,1.830,1.000,0.300,0.480
868.000,2.734,6.734,1.000,0.280,1.000,4.860,82.000,1.000,0.400
1375.000,2.495,6.136,1.000,0.340,0.700,4.360,93.000,0.600,0.280
3084.000,2.326,5.793,1.000,0.220,0.600,4.400,74.000,0.400,0.810
2806.000,2.493,6.044,1.000,0.280,0.800,4.360,4.000,0.600,0.410
1737.000,2.530,6.377,1.000,0.270,1.000,4.180,57.000,0.500,0.540
2784.000,2.518,5.604,1.000,0.280,0.800,3.920,3.000,0.900,0.660
1640.000,2.521,5.967,1.000,0.260,0.500,4.700,90.000,0.200,0.410
4480.000,2.316,6.709,1.000,0.340,0.000,3.830,40.000,1.300,1.450
4361.000,2.708,6.932,1.000,0.290,1.900,3.830,202.000,2.600,0.440
221.000,2.690,6.693,1.000,0.310,1.200,4.670,266.000,0.300,0.400
4062.000,2.711,6.399,1.000,0.280,0.400,5.090,256.000,0.900,0.120
98.000,2.704,6.145,1.000,0.390,1.300,4.360,142.000,1.300,0.600
2831.000,2.620,5.795,1.000,0.240,1.200,4.220,34.000,0.500,0.060
1523.000,2.441,6.820,1.000,0.180,0.600,1.600,62.000,4.300,0.830
1096.000,2.664,5.421,1.000,0.370,0.700,4.730,211.000,0.100,0.350
5975.000,2.366,6.680,1.000,0.310,0.500,3.400,132.000,4.000,1.680
2298.000,2.591,6.084,1.000,0.280,0.900,5.670,59.000,0.200,0.070
2707.000,2.988,6.118,1.000,0.270,0.800,4.430,107.000,0.400,0.290
4430.000,2.567,6.740,1.000,0.430,1.400,4.020,104.000,2.000,0.360
2.000,2.666,6.187,1.000,0.230,1.000,3.850,140.000,0.600,0.390
1920.000,2.783,6.466,1.000,0.220,0.400,3.710,161.000,0.900,0.310
2842.000,2.760,5.996,1.000,0.250,1.200,4.110,196.000,0.500,0.160
1324.000,2.263,5.723,1.000,0.280,1.300,4.570,83.000,1.200,0.260
1244.000,2.740,6.443,1.000,0.310,0.700,4.080,137.000,1.500,0.470
1396.000,2.790,6.694,1.000,0.350,2.000,4.940,201.000,1.500,0.170
4595.000,2.697,6.269,1.000,0.310,0.700,4.830,322.000,0.000,0.040
1780.000,2.136,6.098,1.000,0.050,0.900,3.330,194.000,2.100,2.700
2907.000,2.928,6.705,1.000,0.280,1.000,5.180,35.000,1.000,0.030
1549.000,2.390,6.423,1.000,0.330,0.700,4.340,12.000,1.500,1.460
1549.000,2.390,6.423,1.000,0.330,0.700,4.340,12.000,1.500,1.460
2962.000,2.551,5.745,1.000,0.230,0.500,4.710,105.000,0.400,0.350
2665.000,2.772,6.122,1.000,0.240,0.700,4.790,124.000,1.000,0.070
1292.000,2.607,6.780,1.000,0.250,1.200,4.370,247.000,0.100,0.500
1466.000,2.657,5.694,1.000,0.270,0.200,4.430,24.000,0.100,0.630
5449.000,2.465,6.702,1.000,0.300,1.900,4.130,292.000,0.000,0.520
1423.000,2.614,6.204,1.000,0.310,0.000,4.530,133.000,1.200,0.450
108.000,2.301,6.298,1.000,0.310,1.100,3.310,286.000,1.500,0.090
966.000,2.663,5.900,1.000,0.170,0.800,3.690,44.000,0.800,0.680
2918.000,2.978,6.753,1.000,0.290,0.300,4.510,110.000,1.600,0.080
3537.000,2.578,6.087,1.000,0.320,1.000,4.250,36.000,0.100,0.150
3382.000,2.560,6.092,1.000,0.290,0.800,4.090,198.000,1.800,0.340
1672.000,2.536,5.997,1.000,0.280,0.400,4.580,138.000,0.500,0.590
1485.000,2.717,6.769,1.000,0.210,1.800,3.610,107.000,0.900,0.910
1822.000,2.712,6.382,1.000,0.280,0.900,4.860,165.000,0.900,0.760
3152.000,2.581,6.610,1.000,0.250,0.500,4.590,257.000,0.400,0.380
1291.000,2.551,6.621,1.000,0.430,1.100,3.880,347.000,1.300,0.390
602.000,2.395,6.289,1.000,0.280,1.800,5.390,8.000,0.300,0.120
2304.000,2.720,5.993,1.000,0.250,1.600,4.080,229.000,0.200,0.360
1447.000,2.356,6.152,1.000,0.250,0.800,5.130,38.000,0.300,0.230
2023.000,2.288,5.510,1.000,0.270,0.200,3.830,340.000,0.400,0.570
82.000,2.981,6.827,1.000,0.200,1.400,3.620,248.000,1.500,1.200
1504.000,2.628,6.589,1.000,0.290,1.200,4.020,254.000,0.000,0.210
8116.000,2.427,6.325,1.000,0.290,1.400,4.860,3.000,0.200,0.160
2771.000,2.796,6.187,1.000,0.300,1.100,4.210,142.000,1.200,0.290
1073.000,2.466,6.251,1.000,0.270,0.000,3.250,137.000,2.100,0.900
8622.000,2.858,6.805,1.000,0.230,0.800,4.870,233.000,0.900,0.380
140.000,2.209,6.360,1.000,0.250,1.900,4.680,250.000,0.300,0.260
3000.000,2.745,6.260,1.000,0.350,0.200,4.480,9.000,0.500,0.040
1051.000,2.700,5.582,1.000,0.270,0.100,4.780,181.000,0.600,0.090
2496.000,2.871,6.825,1.000,0.360,2.000,4.660,263.000,1.100,0.460
1465.000,2.863,6.202,1.000,0.250,2.000,3.350,55.000,0.600,0.140
2589.000,2.543,6.522,1.000,0.280,0.800,4.920,161.000,1.400,0.200
36.000,2.655,6.567,1.000,0.280,1.800,3.970,72.000,0.600,0.180
1451.000,2.514,6.189,1.000,0.240,0.600,4.910,36.000,0.900,0.420
926.000,2.330,6.575,1.000,0.350,0.500,4.180,166.000,2.200,0.100
1413.000,2.871,6.432,1.000,0.400,1.400,3.960,222.000,0.200,0.440
1788.000,2.592,6.005,1.000,0.190,0.200,4.880,129.000,0.500,0.000
1081.000,2.770,7.323,1.000,0.280,2.100,4.390,358.000,3.000,0.710
2443.000,2.816,5.786,1.000,0.260,0.800,4.380,213.000,0.700,0.220
1479.000,2.689,5.986,1.000,0.390,0.400,4.700,71.000,0.400,0.140
838.000,2.455,7.085,1.000,0.320,1.500,4.410,310.000,1.800,0.830
3123.000,2.433,5.848,1.000,0.190,1.100,1.840,58.000,2.600,2.190
4048.000,2.466,6.980,1.000,0.270,0.800,4.750,81.000,0.700,0.290
4216.000,2.415,6.648,1.000,0.320,0.800,3.000,152.000,2.700,0.330
4671.000,2.370,6.005,1.000,0.320,0.600,3.340,122.000,1.400,0.490
3282.000,2.680,6.619,1.000,0.270,0.400,4.980,95.000,0.700,0.030
6935.000,2.687,6.457,1.000,0.160,0.400,3.150,331.000,3.800,0.500
7112.000,2.964,5.884,1.000,0.170,0.500,2.350,89.000,1.400,0.790
2553.000,2.573,6.289,1.000,0.310,1.300,4.990,149.000,0.000,0.410
1898.000,2.776,6.245,1.000,0.280,1.100,4.000,94.000,0.200,0.510
2737.000,2.573,6.461,1.000,0.420,0.300,3.550,313.000,1.500,0.150
1835.000,2.442,6.081,1.000,0.240,0.900,3.590,142.000,1.100,0.090
1025.000,2.583,6.318,1.000,0.300,0.500,3.110,90.000,0.200,0.670
20515.000,2.748,5.993,1.000,0.240,0.900,4.880,258.000,1.800,0.090
1363.000,2.868,5.804,1.000,0.210,0.200,4.170,36.000,0.000,0.010
3220.000,2.958,6.813,1.000,0.260,1.700,4.180,329.000,2.100,0.220
1513.000,2.504,6.059,1.000,0.220,1.700,4.140,202.000,0.600,0.460
70.000,2.581,6.542,1.000,0.220,0.100,4.160,173.000,1.300,0.340
2967.000,2.796,6.801,1.000,0.260,1.000,3.700,320.000,1.500,1.010
1055.000,2.182,6.338,1.000,0.220,0.500,1.450,101.000,0.700,1.070
5123.000,2.583,6.084,1.000,0.260,0.000,3.690,132.000,0.900,0.230
1307.000,2.630,6.581,1.000,0.280,1.400,3.880,323.000,2.400,0.480
1301.000,2.720,6.626,1.000,0.240,0.200,2.800,255.000,2.200,0.140
5994.000,2.460,5.612,1.000,0.380,0.800,3.540,136.000,0.400,1.700
2000.000,2.773,6.906,1.000,0.220,0.400,4.390,183.000,1.000,0.320
992.000,2.660,6.928,1.000,0.200,0.400,3.490,109.000,3.800,1.530
1388.000,2.853,6.995,1.000,0.290,0.500,4.850,245.000,0.600,0.470
