time_betw_scan_hours,CA,YM,Class,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
186.000,3.000,7.000,1.000,0.000,0.264,0.448,0.844,0.898,0.221,0.127,0.803,0.656,0.617,0.371
2488.000,2.567,6.000,1.000,3.000,0.259,0.495,0.729,0.815,0.206,0.122,0.825,0.378,0.820,0.614
2710.000,2.000,6.358,1.000,3.000,0.217,0.571,0.808,0.852,0.169,0.096,0.769,0.210,0.632,0.614
2520.000,3.000,6.000,1.000,3.000,0.269,0.476,0.862,0.880,0.295,0.086,0.734,0.294,0.759,0.586
1169.000,3.000,7.000,1.000,0.000,0.259,0.619,0.828,0.855,0.186,0.142,0.741,0.560,0.677,0.629
1001.000,2.931,6.000,1.000,0.000,0.292,0.429,0.847,0.889,0.289,0.157,0.779,0.646,0.729,0.657
1639.000,2.429,6.000,1.000,0.000,0.288,0.495,0.817,0.820,0.308,0.178,0.687,0.603,0.805,0.643
1782.000,3.000,6.000,1.000,0.000,0.302,0.448,0.763,0.757,0.511,0.132,0.648,0.794,0.850,0.657
151.000,2.572,6.000,1.000,3.000,0.259,0.581,0.784,0.830,0.297,0.025,0.763,0.265,0.835,0.686
1423.000,3.000,6.000,1.000,4.000,0.274,0.343,0.722,0.733,0.344,0.228,0.667,0.518,0.383,0.329
3382.000,3.000,6.000,1.000,0.000,0.283,0.495,0.801,0.855,0.241,0.168,0.788,0.585,0.759,0.600
1526.000,3.000,7.000,1.000,0.000,0.198,0.467,0.773,0.843,0.106,0.183,0.809,0.661,0.714,0.571
1066.000,3.000,6.290,1.000,3.000,0.292,0.571,0.809,0.877,0.268,0.066,0.819,0.279,0.842,0.657
1655.000,2.000,7.000,1.000,4.000,0.198,0.476,0.780,0.768,0.261,0.315,0.643,0.842,0.414,0.371
2755.000,3.000,6.000,1.000,3.000,0.226,0.390,0.635,0.720,0.304,0.213,0.788,0.204,0.805,0.657
4524.000,3.000,7.000,1.000,3.000,0.255,0.448,0.708,0.744,0.259,0.218,0.713,0.089,0.827,0.714
38.000,2.661,7.000,1.000,3.000,0.241,0.476,0.839,0.853,0.306,0.157,0.720,0.358,0.722,0.586
1575.000,2.568,5.989,1.000,3.000,0.264,0.533,0.829,0.862,0.332,0.020,0.753,0.159,0.917,0.700
1512.000,2.000,6.000,1.000,0.000,0.241,0.467,0.845,0.887,0.339,0.056,0.779,0.363,0.669,0.614
3829.000,3.000,6.174,1.000,3.000,0.278,0.410,0.815,0.857,0.247,0.096,0.768,0.280,0.820,0.671
3012.000,3.000,6.000,1.000,0.000,0.259,0.533,0.735,0.733,0.546,0.218,0.647,0.700,0.910,0.714
1532.000,3.000,6.628,1.000,3.000,0.245,0.648,0.760,0.828,0.079,0.117,0.799,0.418,0.850,0.771
1368.000,2.000,6.000,1.000,0.000,0.255,0.467,0.840,0.888,0.231,0.076,0.790,0.462,0.744,0.600
870.000,2.775,6.000,1.000,0.000,0.264,0.400,0.715,0.705,0.416,0.107,0.622,0.638,0.789,0.600
5708.000,2.000,6.000,1.000,0.000,0.250,0.467,0.870,0.900,0.292,0.036,0.763,0.613,0.722,0.557
1245.000,3.000,6.000,1.000,3.000,0.255,0.695,0.822,0.862,0.119,0.228,0.766,0.260,0.737,0.486
1325.000,3.000,7.000,1.000,3.000,0.226,0.571,0.774,0.839,0.154,0.162,0.800,0.591,0.436,0.414
367.000,2.000,6.000,1.000,0.000,0.250,0.381,0.799,0.884,0.431,0.066,0.849,0.414,0.624,0.686
1778.000,3.000,6.000,1.000,0.000,0.269,0.438,0.880,0.892,0.263,0.122,0.731,0.512,0.669,0.571
1600.000,2.513,6.000,1.000,0.000,0.274,0.514,0.831,0.863,0.279,0.061,0.752,0.846,0.880,0.700
296.000,3.000,6.477,1.000,0.000,0.288,0.619,0.739,0.775,0.367,0.147,0.727,0.537,0.917,0.686
1308.000,3.000,6.000,1.000,0.000,0.250,0.514,0.847,0.878,0.273,0.076,0.756,0.567,0.677,0.614
4774.000,3.000,6.000,1.000,0.000,0.189,0.381,0.769,0.797,0.155,0.173,0.722,0.760,0.729,0.614
859.000,2.000,7.000,1.000,2.000,0.283,0.419,0.825,0.813,0.535,0.142,0.660,0.326,0.895,0.671
1389.000,2.629,7.000,1.000,3.000,0.274,0.619,0.822,0.881,0.150,0.132,0.806,0.290,0.744,0.586
5656.000,3.000,6.000,1.000,0.000,0.283,0.419,0.699,0.737,0.336,0.168,0.715,0.304,0.835,0.686
799.000,3.000,6.000,1.000,2.000,0.288,0.400,0.810,0.721,0.506,0.127,0.494,0.234,0.511,0.371
688.000,3.000,6.000,1.000,0.000,0.259,0.457,0.846,0.872,0.419,0.112,0.746,0.708,0.752,0.486
2667.000,2.470,7.000,1.000,4.000,0.255,0.476,0.657,0.593,0.188,0.264,0.488,0.570,0.549,0.600
1483.000,2.845,6.000,1.000,0.000,0.241,0.457,0.799,0.880,0.188,0.066,0.842,0.569,0.827,0.571
1445.000,2.000,6.000,1.000,0.000,0.292,0.429,0.840,0.865,0.465,0.015,0.741,0.679,0.820,0.643
2978.000,2.000,6.000,1.000,0.000,0.212,0.457,0.754,0.827,0.251,0.061,0.808,0.697,0.902,0.729
3861.000,3.000,6.000,1.000,4.000,0.325,0.429,0.629,0.675,0.232,0.269,0.704,0.577,0.602,0.629
2435.000,2.000,7.000,1.000,0.000,0.283,0.467,0.767,0.831,0.233,0.117,0.795,0.759,0.835,0.714
15.000,2.000,6.000,1.000,3.000,0.193,0.533,0.845,0.870,0.162,0.239,0.743,0.431,0.489,0.571
55.000,2.000,6.000,1.000,0.000,0.259,0.448,0.816,0.866,0.387,0.086,0.785,0.437,0.805,0.729
1363.000,3.000,6.000,1.000,0.000,0.226,0.429,0.843,0.883,0.278,0.122,0.772,0.562,0.835,0.571
8282.000,3.000,7.000,1.000,3.000,0.269,0.543,0.787,0.839,0.203,0.213,0.778,0.445,0.767,0.657
5692.000,3.000,7.000,1.000,3.000,0.241,0.505,0.837,0.865,0.144,0.168,0.746,0.476,0.684,0.614
1042.000,2.603,6.000,1.000,3.000,0.259,0.533,0.850,0.883,0.290,0.071,0.761,0.321,0.797,0.600
70.000,3.000,6.000,1.000,0.000,0.255,0.533,0.828,0.893,0.348,0.025,0.820,0.375,0.797,0.629
3668.000,3.000,6.000,1.000,2.000,0.278,0.486,0.796,0.705,0.461,0.162,0.486,0.421,0.767,0.700
2973.000,2.000,6.000,1.000,0.000,0.274,0.476,0.812,0.848,0.230,0.127,0.752,0.670,0.887,0.714
1046.000,3.000,6.000,1.000,0.000,0.241,0.505,0.896,0.883,0.525,0.066,0.683,0.457,0.835,0.629
1937.000,3.000,6.872,1.000,0.000,0.259,0.514,0.818,0.885,0.239,0.213,0.821,0.556,0.842,0.529
1490.000,2.000,6.000,1.000,0.000,0.264,0.514,0.799,0.850,0.352,0.086,0.779,0.501,0.820,0.614
1691.000,3.000,6.000,1.000,0.000,0.269,0.448,0.821,0.872,0.311,0.076,0.788,0.779,0.737,0.714
1368.000,2.000,6.000,1.000,0.000,0.255,0.467,0.840,0.888,0.231,0.076,0.790,0.462,0.744,0.600
1244.000,3.000,6.000,1.000,0.000,0.278,0.533,0.837,0.880,0.360,0.056,0.779,0.571,0.805,0.543
205.000,3.000,7.000,1.000,0.000,0.269,0.590,0.821,0.883,0.174,0.218,0.810,0.598,0.910,0.657
6267.000,3.000,6.000,1.000,0.000,0.259,0.524,0.860,0.880,0.282,0.081,0.739,0.369,0.835,0.643
1384.000,2.418,6.000,1.000,0.000,0.236,0.505,0.817,0.871,0.285,0.046,0.793,0.701,0.827,0.657
7370.000,3.000,6.000,1.000,3.000,0.278,0.638,0.801,0.867,0.169,0.081,0.813,0.153,0.850,0.686
4.000,3.000,7.000,1.000,0.000,0.292,0.533,0.700,0.750,0.254,0.188,0.741,0.572,0.692,0.543
229.000,2.446,6.000,1.000,2.000,0.217,0.371,0.718,0.800,0.497,0.030,0.814,0.255,0.722,0.643
7080.000,2.000,7.000,1.000,0.000,0.255,0.505,0.841,0.867,0.156,0.071,0.743,0.636,0.842,0.686
1313.000,2.719,6.000,1.000,0.000,0.222,0.410,0.894,0.894,0.355,0.132,0.711,0.591,0.774,0.586
4225.000,3.000,7.045,1.000,3.000,0.226,0.562,0.824,0.847,0.134,0.223,0.732,0.286,0.609,0.657
2610.000,3.000,5.913,1.000,3.000,0.292,0.600,0.831,0.874,0.219,0.066,0.776,0.467,0.647,0.671
106.000,3.000,6.000,1.000,0.000,0.302,0.400,0.675,0.719,0.314,0.218,0.719,0.429,0.895,0.686
150.000,2.000,6.000,1.000,0.000,0.288,0.457,0.733,0.704,0.333,0.188,0.588,0.538,0.857,0.686
332.000,3.000,7.000,1.000,4.000,0.208,0.419,0.763,0.662,0.355,0.239,0.452,0.466,0.481,0.571
1910.000,3.000,6.000,1.000,0.000,0.297,0.533,0.661,0.682,0.420,0.142,0.666,0.480,0.902,0.714
1597.000,3.000,7.000,1.000,0.000,0.259,0.495,0.814,0.857,0.225,0.102,0.770,0.550,0.759,0.600
490.000,2.000,6.000,1.000,0.000,0.307,0.343,0.847,0.867,0.443,0.051,0.734,0.577,0.812,0.729
2937.000,2.370,6.000,1.000,2.000,0.259,0.352,0.757,0.730,0.566,0.152,0.603,0.354,0.722,0.571
842.000,3.000,6.000,1.000,0.000,0.231,0.486,0.833,0.887,0.315,0.056,0.799,0.551,0.759,0.600
8916.000,3.000,6.000,1.000,0.000,0.250,0.429,0.709,0.678,0.371,0.086,0.577,0.380,0.752,0.671
1857.000,3.000,7.000,1.000,0.000,0.259,0.343,0.780,0.787,0.330,0.157,0.681,0.534,0.865,0.657
848.000,2.000,6.000,1.000,2.000,0.269,0.505,0.793,0.829,0.598,0.056,0.746,0.055,0.917,0.700
2432.000,2.000,6.000,1.000,3.000,0.156,0.505,0.805,0.857,0.207,0.112,0.783,0.342,0.850,0.614
3035.000,3.000,6.000,1.000,0.000,0.241,0.505,0.773,0.858,0.149,0.122,0.841,0.499,0.820,0.671
4417.000,3.000,7.000,1.000,0.000,0.241,0.571,0.791,0.854,0.276,0.188,0.801,0.500,0.887,0.643
1602.000,2.963,6.000,1.000,0.000,0.278,0.390,0.758,0.834,0.418,0.152,0.816,0.482,0.902,0.686
7399.000,2.000,6.652,1.000,4.000,0.297,0.476,0.610,0.617,0.244,0.305,0.618,0.450,0.466,0.514
1065.000,3.000,6.124,1.000,0.000,0.250,0.486,0.855,0.874,0.255,0.086,0.734,0.463,0.677,0.514
3969.000,2.000,6.000,1.000,3.000,0.203,0.476,0.772,0.834,0.268,0.036,0.791,0.065,0.842,0.657
17287.000,3.000,5.819,1.000,2.000,0.269,0.324,0.754,0.823,0.607,0.076,0.800,0.525,0.632,0.529
97.000,2.371,6.805,1.000,3.000,0.288,0.400,0.708,0.756,0.200,0.279,0.739,0.284,0.865,0.671
3013.000,3.000,6.000,1.000,3.000,0.259,0.495,0.872,0.901,0.153,0.152,0.763,0.593,0.549,0.357
2393.000,3.000,6.000,1.000,2.000,0.283,0.410,0.755,0.731,0.588,0.107,0.608,0.679,0.865,0.700
1279.000,3.000,5.859,1.000,0.000,0.292,0.400,0.822,0.872,0.377,0.061,0.786,0.276,0.842,0.700
2003.000,2.000,6.000,1.000,0.000,0.259,0.438,0.798,0.880,0.312,0.122,0.844,0.283,0.910,0.729
3890.000,2.398,7.000,1.000,1.000,0.302,0.381,0.641,0.572,0.368,0.325,0.473,0.490,0.895,0.700
3150.000,3.000,6.000,1.000,3.000,0.184,0.343,0.553,0.658,0.169,0.162,0.799,0.201,0.820,0.629
1363.000,3.000,7.000,1.000,0.000,0.288,0.457,0.694,0.722,0.302,0.234,0.693,0.402,0.887,0.657
7205.000,2.000,7.000,1.000,3.000,0.292,0.571,0.822,0.840,0.191,0.183,0.721,0.314,0.699,0.471
182.000,3.000,7.000,1.000,3.000,0.231,0.533,0.797,0.853,0.149,0.178,0.790,0.583,0.549,0.500
1487.000,3.000,5.938,1.000,0.000,0.330,0.457,0.795,0.827,0.128,0.147,0.739,0.392,0.925,0.771
1563.000,3.000,6.000,1.000,0.000,0.274,0.533,0.846,0.904,0.327,0.132,0.812,0.778,0.887,0.657
976.000,3.000,7.000,1.000,4.000,0.250,0.438,0.659,0.587,0.287,0.269,0.473,0.715,0.684,0.514
1273.000,2.495,5.000,1.000,3.000,0.302,0.495,0.831,0.884,0.301,0.015,0.794,0.209,0.797,0.671
3037.000,3.000,7.000,1.000,3.000,0.292,0.467,0.750,0.793,0.137,0.203,0.745,0.575,0.594,0.571
2817.000,3.000,7.000,1.000,3.000,0.311,0.514,0.789,0.841,0.260,0.162,0.776,0.162,0.797,0.529
5275.000,3.000,6.000,1.000,0.000,0.278,0.400,0.873,0.909,0.416,0.122,0.776,0.304,0.812,0.629
1414.000,2.852,7.000,1.000,0.000,0.269,0.571,0.814,0.858,0.292,0.112,0.772,0.457,0.917,0.700
5641.000,2.620,6.000,1.000,0.000,0.264,0.476,0.755,0.845,0.263,0.208,0.844,0.578,0.850,0.686
1638.000,2.000,6.000,1.000,0.000,0.283,0.638,0.931,0.934,0.453,0.005,0.731,0.617,0.752,0.543
1252.000,2.000,6.000,1.000,0.000,0.222,0.495,0.788,0.815,0.261,0.096,0.725,0.725,0.812,0.686
1765.000,3.000,7.000,1.000,3.000,0.189,0.629,0.850,0.887,0.178,0.036,0.770,0.514,0.714,0.571
3225.000,3.000,6.000,1.000,3.000,0.302,0.533,0.845,0.885,0.143,0.147,0.774,0.300,0.767,0.600
1687.000,2.822,5.910,1.000,0.000,0.283,0.552,0.824,0.863,0.273,0.096,0.763,0.474,0.722,0.643
2493.000,3.000,7.000,1.000,3.000,0.208,0.762,0.828,0.870,0.172,0.208,0.773,0.388,0.677,0.486
54.000,3.000,7.000,1.000,0.000,0.264,0.514,0.747,0.828,0.200,0.107,0.822,0.485,0.857,0.686
2657.000,3.000,6.000,1.000,0.000,0.316,0.352,0.727,0.684,0.447,0.152,0.560,0.622,0.895,0.671
4564.000,3.000,6.000,1.000,3.000,0.198,0.581,0.798,0.847,0.156,0.173,0.775,0.483,0.489,0.343
1068.000,3.000,7.000,1.000,3.000,0.217,0.667,0.841,0.872,0.172,0.274,0.755,0.484,0.737,0.571
1125.000,3.000,7.000,1.000,3.000,0.236,0.514,0.804,0.870,0.212,0.142,0.811,0.483,0.376,0.371
2720.000,3.000,6.135,1.000,0.000,0.274,0.381,0.826,0.793,0.367,0.117,0.615,0.631,0.835,0.657
1574.000,2.430,6.000,1.000,0.000,0.307,0.362,0.844,0.864,0.427,0.056,0.732,0.388,0.827,0.729
35.000,2.644,7.000,1.000,3.000,0.302,0.438,0.747,0.746,0.380,0.244,0.653,0.297,0.692,0.657
1602.000,2.572,6.063,1.000,0.000,0.274,0.352,0.864,0.916,0.335,0.137,0.806,0.444,0.865,0.629
8518.000,2.777,6.171,1.000,0.000,0.311,0.429,0.816,0.863,0.268,0.096,0.776,0.390,0.812,0.657
1773.000,2.811,6.000,1.000,0.000,0.269,0.467,0.784,0.844,0.346,0.081,0.792,0.640,0.789,0.600
4063.000,2.440,5.000,1.000,2.000,0.264,0.476,0.857,0.852,0.573,0.046,0.686,0.625,0.902,0.757
1188.000,3.000,7.000,1.000,0.000,0.302,0.352,0.644,0.671,0.368,0.183,0.672,0.336,0.639,0.657
1495.000,3.000,6.000,1.000,0.000,0.264,0.429,0.841,0.883,0.292,0.178,0.778,0.552,0.925,0.700
412.000,3.000,6.000,1.000,0.000,0.274,0.486,0.762,0.816,0.382,0.076,0.773,0.636,0.805,0.571
1525.000,3.000,6.000,1.000,4.000,0.335,0.343,0.574,0.599,0.262,0.284,0.642,0.633,0.722,0.571
4543.000,2.571,6.000,1.000,0.000,0.278,0.381,0.781,0.795,0.170,0.152,0.697,0.486,0.647,0.629
5793.000,3.000,6.000,1.000,0.000,0.269,0.457,0.787,0.795,0.327,0.132,0.687,0.595,0.872,0.657
2777.000,3.000,6.000,1.000,3.000,0.288,0.562,0.718,0.759,0.259,0.132,0.729,0.337,0.820,0.586
207.000,3.000,6.277,1.000,3.000,0.255,0.638,0.797,0.848,0.186,0.102,0.779,0.429,0.767,0.714
2537.000,3.000,6.000,1.000,2.000,0.241,0.410,0.899,0.867,0.476,0.122,0.645,0.254,0.556,0.629
2787.000,3.000,6.000,1.000,0.000,0.259,0.314,0.548,0.630,0.376,0.127,0.750,0.380,0.842,0.629
1660.000,2.000,6.000,1.000,0.000,0.292,0.543,0.826,0.894,0.167,0.076,0.826,0.798,0.917,0.700
4531.000,3.000,6.000,1.000,0.000,0.288,0.390,0.878,0.912,0.383,0.010,0.774,0.456,0.872,0.671
1387.000,3.000,6.000,1.000,0.000,0.297,0.514,0.794,0.840,0.235,0.081,0.768,0.456,0.842,0.700
1285.000,2.681,7.000,1.000,3.000,0.184,0.552,0.786,0.746,0.244,0.234,0.586,0.282,0.850,0.743
1667.000,2.000,7.000,1.000,0.000,0.283,0.533,0.912,0.914,0.251,0.086,0.721,0.620,0.872,0.743
2252.000,3.000,7.000,1.000,3.000,0.278,0.590,0.782,0.844,0.156,0.183,0.796,0.285,0.737,0.671
74.000,3.000,6.000,1.000,0.000,0.288,0.571,0.824,0.860,0.528,0.056,0.760,0.520,0.865,0.686
7488.000,3.000,6.000,1.000,0.000,0.278,0.562,0.874,0.898,0.291,0.061,0.752,0.584,0.737,0.586
1090.000,3.000,6.000,1.000,0.000,0.255,0.533,0.829,0.893,0.195,0.036,0.818,0.583,0.812,0.557
1886.000,2.630,6.000,1.000,0.000,0.274,0.524,0.818,0.854,0.317,0.056,0.756,0.764,0.759,0.700
1586.000,3.000,6.000,1.000,0.000,0.297,0.524,0.815,0.859,0.319,0.102,0.771,0.741,0.759,0.571
5971.000,2.590,6.000,1.000,0.000,0.325,0.371,0.719,0.760,0.488,0.142,0.729,0.678,0.617,0.657
2814.000,2.000,6.000,1.000,2.000,0.226,0.390,0.787,0.827,0.593,0.107,0.752,0.414,0.752,0.571
257.000,2.000,7.000,1.000,0.000,0.269,0.543,0.810,0.851,0.184,0.279,0.763,0.506,0.902,0.629
5145.000,3.000,6.000,1.000,0.000,0.307,0.333,0.784,0.774,0.260,0.142,0.648,0.472,0.835,0.700
1529.000,3.000,6.000,1.000,3.000,0.259,0.543,0.841,0.886,0.107,0.051,0.782,0.545,0.632,0.586
1044.000,3.000,6.000,1.000,2.000,0.264,0.495,0.879,0.854,0.539,0.076,0.653,0.330,0.805,0.586
2043.000,2.472,6.000,1.000,0.000,0.203,0.524,0.868,0.880,0.347,0.132,0.724,0.692,0.865,0.600
72.000,3.000,6.000,1.000,0.000,0.264,0.514,0.818,0.854,0.357,0.096,0.756,0.561,0.857,0.714
1696.000,3.000,6.000,1.000,0.000,0.245,0.352,0.882,0.888,0.522,0.076,0.719,0.525,0.767,0.586
359.000,2.000,7.000,1.000,3.000,0.278,0.581,0.838,0.850,0.289,0.091,0.713,0.422,0.647,0.529
1349.000,3.000,7.000,1.000,3.000,0.292,0.419,0.829,0.845,0.112,0.178,0.719,0.342,0.609,0.529
6158.000,3.000,6.000,1.000,3.000,0.236,0.581,0.822,0.875,0.223,0.091,0.793,0.505,0.669,0.557
2639.000,2.384,6.000,1.000,0.000,0.292,0.533,0.813,0.881,0.254,0.102,0.820,0.554,0.789,0.657
2658.000,3.000,6.000,1.000,3.000,0.274,0.476,0.844,0.867,0.284,0.066,0.740,0.229,0.887,0.671
1085.000,2.000,7.000,1.000,3.000,0.325,0.457,0.638,0.655,0.151,0.320,0.648,0.408,0.895,0.614
872.000,3.000,7.000,1.000,3.000,0.288,0.667,0.788,0.863,0.166,0.137,0.825,0.386,0.895,0.671
1498.000,2.502,6.000,1.000,0.000,0.264,0.438,0.781,0.798,0.295,0.122,0.703,0.686,0.722,0.643
2966.000,3.000,7.000,1.000,4.000,0.302,0.419,0.698,0.724,0.216,0.223,0.691,0.689,0.451,0.614
41.000,3.000,6.000,1.000,0.000,0.269,0.457,0.785,0.755,0.451,0.142,0.608,0.476,0.910,0.686
1587.000,2.792,6.000,1.000,2.000,0.292,0.362,0.640,0.672,0.517,0.213,0.682,0.498,0.902,0.700
1113.000,2.725,6.000,1.000,3.000,0.307,0.562,0.816,0.860,0.137,0.249,0.772,0.468,0.571,0.386
2441.000,3.000,7.000,1.000,0.000,0.288,0.686,0.793,0.845,0.285,0.157,0.781,0.499,0.872,0.700
1371.000,3.000,6.000,1.000,0.000,0.283,0.400,0.798,0.839,0.442,0.005,0.759,0.389,0.917,0.743
1566.000,3.000,7.000,1.000,0.000,0.245,0.638,0.762,0.848,0.146,0.183,0.838,0.770,0.842,0.671
1250.000,3.000,6.000,1.000,0.000,0.250,0.381,0.818,0.872,0.409,0.091,0.794,0.681,0.774,0.557
1252.000,3.000,6.000,1.000,0.000,0.278,0.400,0.800,0.827,0.254,0.168,0.731,0.602,0.737,0.671
1565.000,3.000,7.000,1.000,0.000,0.241,0.514,0.792,0.849,0.140,0.239,0.790,0.591,0.737,0.571
339.000,3.000,6.000,1.000,0.000,0.292,0.352,0.831,0.877,0.304,0.127,0.781,0.899,0.872,0.700
1209.000,3.000,6.000,1.000,3.000,0.283,0.610,0.831,0.867,0.121,0.081,0.762,0.409,0.872,0.686
2933.000,2.000,7.000,1.000,3.000,0.208,0.552,0.847,0.887,0.235,0.076,0.775,0.444,0.714,0.571
1427.000,3.000,6.000,1.000,0.000,0.264,0.648,0.783,0.805,0.379,0.107,0.714,0.413,0.639,0.757
2839.000,2.562,6.078,1.000,0.000,0.259,0.429,0.845,0.853,0.276,0.096,0.707,0.505,0.895,0.700
1494.000,3.000,5.000,1.000,0.000,0.259,0.552,0.828,0.887,0.283,0.086,0.808,0.523,0.797,0.671
5887.000,2.000,6.000,1.000,0.000,0.255,0.410,0.721,0.728,0.297,0.102,0.660,0.561,0.842,0.671
1498.000,3.123,6.000,1.000,0.000,0.259,0.514,0.782,0.871,0.292,0.086,0.851,0.745,0.812,0.600
2422.000,7.000,6.000,1.000,2.000,0.264,0.362,0.722,0.669,0.554,0.086,0.536,0.373,0.617,0.600
1742.000,2.531,6.000,1.000,3.000,0.255,0.590,0.747,0.822,0.203,0.157,0.810,0.532,0.624,0.614
1809.000,3.000,7.000,1.000,0.000,0.311,0.514,0.821,0.866,0.254,0.102,0.776,0.546,0.887,0.729
5778.000,3.000,6.000,1.000,0.000,0.222,0.581,0.818,0.872,0.194,0.112,0.792,0.672,0.737,0.457
3534.000,3.000,6.000,1.000,0.000,0.274,0.495,0.833,0.874,0.369,0.061,0.772,0.316,0.925,0.714
1150.000,3.000,6.000,1.000,0.000,0.231,0.410,0.827,0.825,0.390,0.096,0.681,0.600,0.541,0.486
1525.000,3.000,6.000,1.000,3.000,0.217,0.524,0.805,0.881,0.226,0.036,0.833,0.370,0.782,0.671
10339.000,2.000,6.159,1.000,0.000,0.278,0.438,0.779,0.827,0.245,0.061,0.765,0.624,0.842,0.729
1489.000,2.000,6.000,1.000,3.000,0.274,0.438,0.743,0.737,0.177,0.168,0.641,0.245,0.421,0.629
1412.000,2.000,7.000,1.000,3.000,0.288,0.371,0.713,0.697,0.390,0.147,0.608,0.186,0.376,0.486
2542.000,3.000,7.000,1.000,3.000,0.236,0.495,0.814,0.875,0.183,0.056,0.805,0.293,0.835,0.543
1409.000,2.000,7.000,1.000,0.000,0.316,0.514,0.796,0.846,0.330,0.122,0.776,0.521,0.707,0.514
1038.000,3.000,6.000,1.000,3.000,0.236,0.552,0.828,0.882,0.264,0.076,0.798,0.331,0.639,0.429
5943.000,2.000,7.000,1.000,0.000,0.269,0.524,0.799,0.873,0.184,0.157,0.828,0.571,0.707,0.529
1140.000,3.000,7.000,1.000,3.000,0.307,0.533,0.783,0.840,0.185,0.107,0.786,0.072,0.586,0.700
1272.000,2.000,5.823,1.000,0.000,0.264,0.514,0.837,0.878,0.330,0.061,0.773,0.430,0.797,0.600
3943.000,2.000,6.000,1.000,3.000,0.241,0.571,0.769,0.835,0.140,0.036,0.800,0.289,0.774,0.629
591.000,2.550,6.000,1.000,0.000,0.184,0.448,0.814,0.837,0.131,0.137,0.727,0.536,0.684,0.571
1279.000,3.000,7.000,1.000,4.000,0.236,0.410,0.748,0.730,0.339,0.223,0.618,0.542,0.489,0.657
2378.000,2.000,6.000,1.000,0.000,0.231,0.495,0.778,0.814,0.338,0.127,0.741,0.572,0.805,0.600
1647.000,2.429,6.000,1.000,0.000,0.278,0.495,0.787,0.822,0.391,0.076,0.742,0.630,0.880,0.700
1727.000,3.000,6.000,1.000,0.000,0.255,0.495,0.796,0.856,0.229,0.107,0.796,0.307,0.955,0.714
2010.000,2.000,6.000,1.000,0.000,0.269,0.467,0.837,0.881,0.282,0.046,0.781,0.341,0.820,0.629
416.000,2.000,6.000,1.000,0.000,0.264,0.419,0.845,0.888,0.440,0.046,0.782,0.506,0.744,0.700
1882.000,2.000,6.000,1.000,0.000,0.269,0.438,0.766,0.797,0.338,0.102,0.726,0.582,0.759,0.543
3962.000,3.000,6.000,1.000,1.000,0.325,0.333,0.605,0.595,0.349,0.340,0.582,0.709,0.880,0.600
1397.000,3.000,6.000,1.000,0.000,0.255,0.410,0.832,0.899,0.330,0.107,0.825,0.681,0.872,0.643
1233.000,2.529,7.000,1.000,0.000,0.259,0.524,0.811,0.867,0.237,0.127,0.794,0.537,0.602,0.614
1958.000,2.000,6.000,1.000,0.000,0.259,0.571,0.837,0.895,0.317,0.056,0.809,0.467,0.850,0.729
5379.000,3.000,7.000,1.000,3.000,0.307,0.467,0.837,0.871,0.127,0.157,0.758,0.593,0.594,0.514
5542.000,2.770,7.000,1.000,0.000,0.292,0.467,0.825,0.879,0.188,0.203,0.796,0.710,0.669,0.657
75.000,3.000,6.000,1.000,4.000,0.208,0.543,0.775,0.755,0.285,0.279,0.625,0.588,0.654,0.386
1110.000,3.000,7.000,1.000,4.000,0.344,0.371,0.633,0.671,0.441,0.228,0.690,0.677,0.624,0.571
1314.000,3.000,7.000,1.000,3.000,0.259,0.543,0.877,0.895,0.232,0.173,0.741,0.151,0.684,0.543
61.000,2.000,6.000,1.000,0.000,0.203,0.410,0.673,0.728,0.366,0.122,0.741,0.580,0.654,0.686
1237.000,3.000,6.498,1.000,0.000,0.292,0.429,0.809,0.857,0.296,0.096,0.776,0.490,0.752,0.657
3075.000,3.000,6.000,1.000,0.000,0.259,0.543,0.839,0.883,0.266,0.066,0.780,0.630,0.820,0.643
0.000,2.678,6.000,1.000,3.000,0.212,0.467,0.833,0.866,0.220,0.086,0.755,0.459,0.669,0.543
3215.000,2.000,6.000,1.000,3.000,0.255,0.676,0.787,0.839,0.150,0.228,0.778,0.555,0.564,0.700
1461.000,3.000,6.000,1.000,3.000,0.297,0.571,0.842,0.880,0.222,0.117,0.769,0.377,0.662,0.614
8056.000,3.000,7.000,1.000,3.000,0.255,0.743,0.820,0.866,0.160,0.137,0.778,0.251,0.835,0.643
1376.000,3.000,6.000,1.000,2.000,0.259,0.324,0.764,0.728,0.486,0.117,0.588,0.425,0.571,0.443
1568.000,3.000,6.000,1.000,0.000,0.264,0.352,0.835,0.903,0.359,0.071,0.829,0.511,0.835,0.643
2795.000,3.000,6.000,1.000,0.000,0.302,0.438,0.815,0.883,0.196,0.076,0.820,0.462,0.887,0.700
8346.000,3.000,7.000,1.000,3.000,0.198,0.438,0.690,0.725,0.111,0.173,0.706,0.156,0.699,0.571
1456.000,3.000,6.000,1.000,2.000,0.245,0.381,0.836,0.837,0.617,0.086,0.691,0.496,0.699,0.729
