time_betw_scan_min,CA,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
1737,3.014,6.076,Failed,22.68,2.18,9,38.77,35.66,400,13,-3.11,32,13.94,-1.24,-0.09
75,2.67,6.772,Failed,24.35,2.13,10.3,35.89,32.4,382,15,-3.49,63,13.97,-0.32,-0.11
3406,2.36,6.267,Failed,16.58,2,9.8,38.62,36.77,302,11.6,-1.85,31,14.02,-0.31,-0.03
836,2.79,5.482,Failed,21.92,2.07,10.2,34.4,29.26,1089,10.7,-5.14,21,14.85,-0.84,-0.31
3244,2.11,6.564,Failed,22.43,1.45,12.4,41.04,39.29,89,13.1,-1.75,,16.85,-1.12,-0.29
1457,2.669,7.021,Failed,23.92,2.04,10.5,37.43,34.92,272,14.6,-2.51,64,13.5,-0.82,-0.05
1749,2.426,5.868,Failed,22.97,2.08,13.7,35.98,31.58,450,10.8,-4.4,21,12.08,-0.16,-0.02
2695,2.65,6.609,Failed,21.62,2.27,10.4,34.76,31.62,455,7.3,-3.14,21,11.82,-0.05,0
3003,2.684,6.782,Failed,22.58,2.09,10.2,36.92,32.37,286,28.2,-4.55,106,16.12,-0.29,-0.03
1414,2.525,6.52,Failed,25.73,1.69,11.7,40.56,40.19,185,7.1,-0.37,96,13.07,-0.03,-0.03
1031,2.657,6.865,Failed,21.8,2.01,13.1,39.52,37.37,402,12.3,-2.15,35,11.77,-0.33,-0.06
124,2.331,6.076,Failed,23.52,1.99,9.5,42.25,40.46,1128,6.3,-1.79,21,14.94,-0.59,-0.28
1371,2.62,6.642,Failed,21.57,1.88,11.2,39.62,36.69,348,11.3,-2.93,40,14.66,-0.02,-0.04
1971,2.61,7.077,Failed,19.77,1.64,10,40.4,37.95,369,11.4,-2.45,32,12.29,-0.45,-0.13
1727,2.741,6.852,Failed,20.53,1.95,13.7,40.78,40.22,122,10.8,-0.56,300,12.02,-0.2,-0.12
1634,2.494,6.441,Failed,20.83,2.06,13.5,41.9,41.1,153,9.4,-0.8,196,9.48,-0.46,-0.09
302,2.559,6.401,Failed,23.08,1.95,11.4,40.94,40.57,143,7.6,-0.37,177,12.99,-0.48,-0.17
2363,2.562,6.751,Failed,22.7,2.14,11.4,39.14,38.13,286,11.8,-1.01,40,13.14,-0.02,0.01
314,2.386,7.257,Failed,24.37,2.06,11.5,39.22,38.28,276,12.5,-0.94,40,11.85,0,0
73,2.67,7.186,Failed,19.03,1.93,11.9,38.85,36.55,279,14,-2.3,44,13.01,-0.69,-0.16
7084,2.629,6.432,Failed,22.02,1.96,9.4,36.99,35.47,369,11.6,-1.52,36,9.47,-0.4,-0.17
1324,2.321,7.205,Failed,23.9,2.04,11.2,33.95,29.3,313,15,-4.65,44,11.43,-1.19,-0.03
1724,2.648,7.107,Failed,21.4,1.85,11,39.81,38.05,195,8.1,-1.76,91,10.53,-0.44,-0.29
1518,2.604,6.554,Failed,18.17,2.3,10,37.14,34.33,237,18.4,-2.81,81,15.33,-0.09,0.02
1003,2.513,5.724,Failed,18.32,1.97,9.6,41.54,40.6,1045,4.3,-0.94,21,9.45,0,0.03
4479,2.738,6.961,Failed,20.72,2.17,8.6,33.56,28.8,449,22.3,-4.76,32,13.77,-0.38,-0.04
1416,2.852,7.047,Failed,22.48,1.89,10.6,41.16,38.59,285,12.3,-2.57,44,11.07,-0.56,-0.1
1265,2.312,6.729,Failed,22.28,1.93,12.1,40.32,39.99,171,11.1,-0.33,195,11.71,-0.33,-0.14
4429,2.653,6.767,Failed,25.3,1.77,10.2,39.31,36.54,420,11.4,-2.77,31,10.63,-0.93,-0.29
2112,2.668,7.244,Failed,20.75,2.21,10.6,37.76,34.73,335,12.9,-3.03,36,14.22,-0.54,-0.19
2007,2.609,5.898,Failed,25.12,2.06,9.2,37.2,30.41,617,6.3,-6.79,21,13.66,-0.13,-0.02
450,2.192,7.133,Failed,22.78,1.8,9.4,38.31,35.61,394,13.3,-2.7,31,12.61,-0.31,-0.15
1073,2.377,6.449,Failed,22.7,2.1,11.3,45.49,44.56,477,5.4,-0.93,21,10.69,-0.15,-0.03
1486,3.163,7.228,Failed,22.58,1.84,11,41.1,40.74,172,6.9,-0.36,104,13.44,-0.25,-0.18
1417,2.618,5.442,Failed,24.75,2.09,9.6,41.46,39.16,1387,6.1,-2.3,21,14.29,-0.24,-0.06
4043,2.595,5.816,Failed,24.42,0.15,11.9,54.71,53.18,247,5.6,-1.53,36,14.76,-1.64,-2.9
3809,2.787,7.153,Failed,2.58,1.76,9.2,36.35,37.13,354,14.7,0.78,10,8.51,-1.31,-0.36
6684,2.549,5.016,Failed,24.05,2.19,9.2,39.03,36.58,1103,6.3,-2.45,21,8.58,-0.06,0.02
975,2.59,6.152,Failed,431.67,2.22,9.1,36.99,29.72,821,10.1,-7.27,21,8.96,-0.82,-0.29
7093,2.377,6.144,Failed,22.08,2.23,8.4,37.42,33.21,677,11.8,-4.21,21,11.48,-0.32,-0.14
62,2.693,7.148,Failed,21.67,2.11,10.9,41.06,40.54,162,9.3,-0.52,136,13.75,-0.14,-0.02
1210,2.611,6.579,Failed,26.95,1.76,11.3,40.95,40.29,173,6.9,-0.66,96,12.04,-0.54,-0.31
3244,2.14,6.842,Failed,22.47,1.7,11.1,39.23,37.58,163,11.7,-1.65,196,16.23,-0.89,-0.19
2508,2.617,6.355,Failed,29,2.01,13.9,40.97,40.66,192,7.1,-0.31,91,9.97,-0.22,-0.12
3987,2.606,6.323,Failed,21.75,1.93,11.2,38.47,36.56,365,11.4,-1.91,32,9.83,-0.65,-0.03
41,2.042,6.95,Failed,17.58,1.97,12.5,39.39,37.88,195,21.5,-1.51,105,13.65,-0.6,-0.02
2920,2.577,5.701,Failed,23.18,2,9.4,41.12,39.67,1105,5.8,-1.45,21,15.1,-0.39,-0.12
1495,2.81,6.702,Failed,21.48,1.98,11.4,39.93,35.96,639,12,-3.97,21,14.08,-0.4,-0.29
12,2.528,6.693,Failed,21.02,1.9,14.6,40.55,40.06,182,7.7,-0.49,97,8.8,-0.26,-0.08
422,2.523,6.159,Failed,24.28,1.73,5.9,30.69,28.43,925,6.1,-2.26,21,6.62,0.02,-0.07
1007,2.585,6.757,Failed,24.53,1.97,12.3,40.69,40.25,194,7.6,-0.44,99,10.66,-0.12,-0.04
9744,2.361,7.163,Failed,23.33,2,11.5,40.53,39.23,181,10.8,-1.3,135,9.95,-0.26,-0.05
972,2.583,6.737,Failed,25.57,2.52,8.8,32.94,28.01,931,22.7,-4.93,21,14.16,-0.16,-0.04
2092,2.487,7.26,Failed,21.83,1.88,13,41.67,40.81,185,10.5,-0.86,136,9.25,-0.34,-0.21
1288,2.77,6.127,Failed,22.23,2.1,9,37.86,29.84,1492,7,-8.02,21,7.91,-0.63,-0.17
1432,2.67,7.253,Failed,27.7,2.2,9.9,34.97,28.23,681,15.5,-6.74,21,16.67,-0.11,0.08
1530,2.482,6.575,Failed,21.38,2.19,8.7,34.25,31.17,512,8.5,-3.08,21,12.47,-0.41,-0.12
1405,3.11,6.341,Failed,22.95,2.15,9.9,34.28,29.85,765,7.7,-4.43,21,11.7,-0.86,-0.38
1359,2.599,6.965,Failed,19.02,2.2,9.8,35.17,31.34,598,10.9,-3.83,21,13,-0.83,-0.14
1719,2.63,7.617,Failed,21.28,2.02,13.8,40.65,40.11,188,10,-0.54,136,10.44,-0.53,-0.23
2580,2.835,7.013,Failed,20.92,2.24,10.3,36.69,34.15,411,13.7,-2.54,32,13.05,-0.79,0
154,2.259,6.329,Failed,21.57,2.49,8.9,34.35,31.3,666,7.4,-3.05,21,14.02,-0.11,0.01
1568,2.36,6.732,Failed,22.47,2.03,10.4,37.8,35.04,608,12,-2.76,32,15.52,-0.4,-0.04
1272,2.569,5.721,Failed,21.85,2.2,8.7,35.91,30.5,841,7.3,-5.41,21,12.29,-0.01,0.01
2716,2.507,6.844,Failed,22.55,1.94,9.7,38.19,35.52,398,16.4,-2.67,32,12.62,-0.11,-0.07
649,2.465,5.64,Failed,20.43,1.96,9.8,41.84,40.42,1079,5.9,-1.42,21,10.73,-0.09,-0.05
4921,2.541,6.098,Failed,25.6,2.03,11.1,40.67,38.51,1240,7.3,-2.16,21,11.6,-0.07,0
1616,2.589,7.342,Failed,18.35,2.02,12.4,39.69,37.37,415,11.8,-2.32,35,11.51,-0.6,-0.06
7760,2.477,6.546,Failed,22.6,1.83,11.2,39.84,39.02,158,10.8,-0.82,196,10.14,-0.29,-0.11
1622,2.523,6.782,Failed,22.85,2.11,8.7,36.96,29.93,586,11.6,-7.03,21,15.55,-0.38,0.01
732,2.68,6.772,Failed,22.82,1.84,9.7,37.52,34.82,336,15.2,-2.7,31,14.12,-0.21,-0.04
2617,2.535,6.369,Failed,25.73,1.92,11,39.58,39.01,189,6.4,-0.57,107,8.36,-0.53,-0.14
1463,2.548,6.513,Failed,19.52,2.07,11.9,41.18,40.62,173,7.3,-0.56,136,11.11,-0.52,-0.14
2625,2.607,6.449,Failed,23.83,1.85,12.3,41.34,40.67,176,5.5,-0.67,21,10.65,-0.37,-0.02
1312,2.64,7.212,Failed,25.58,2.08,11.4,41.43,38.99,252,13,-2.44,91,15.32,-0.34,-0.06
5543,2.8,6.78,Failed,22.7,2.38,9.4,37.17,33.95,607,13.5,-3.22,21,15.73,-0.42,-0.03
311,2.34,6.138,Failed,28.28,2.35,9.4,30.99,23.97,933,6.6,-7.02,21,11.29,-0.17,-0.05
1340,2.71,6.824,Failed,24.47,1.98,11.3,40.75,40.26,150,7.4,-0.49,101,13.4,-0.11,-0.02
1415,2.56,6.442,Failed,24.52,2.03,11.6,39.76,36.83,313,12.2,-2.93,44,14.4,-0.53,-0.04
2701,2.65,6.43,Failed,20.8,2.01,10.4,40.55,39.65,332,11.4,-0.9,32,12.16,-0.11,-0.04
1310,2.67,7.348,Failed,22.87,2.05,9.7,38.27,36.48,291,11.7,-1.79,40,13.3,-0.71,-0.06
2553,2.73,7.073,Failed,21.38,2.11,10.2,38.48,35.87,390,12.2,-2.61,35,13.46,-0.83,-0.25
1796,2.69,6.708,Failed,23.9,2.21,9.6,35.72,33.44,362,9.8,-2.28,32,11.37,-0.62,-0.04
1442,2.625,5.329,Failed,20.63,2,10.5,41.16,39.9,1317,5.1,-1.26,21,12.94,-0.08,0
1427,2.56,5.745,Failed,23.62,1.99,8.7,39.92,37.6,1161,6.1,-2.32,21,11.76,0,0.02
16121,2.9,7.029,Failed,22.22,2.14,9.8,35.93,33.64,474,8.2,-2.29,21,10.89,-0.15,-0.08
8442,2.724,6.487,Failed,21.7,2.08,9.2,38.54,36.86,326,11.8,-1.68,36,11.27,-0.2,-0.05
1721,2.92,6.06,Failed,21.3,2.07,10.7,40.96,37.83,1222,6.4,-3.13,21,14.02,0.15,-0.02
1881,2.838,5.42,Failed,22.25,1.95,10,41.57,40.72,1018,5.4,-0.85,21,12.96,-0.49,-0.2
1151,2.648,6.737,Failed,22.97,2.26,9,34.1,30.46,804,18.7,-3.64,21,13.83,-0.22,0.03
95,2.435,6.143,Failed,21.77,2.07,11.9,40.05,36.73,1109,6.8,-3.32,21,12.09,-0.17,-0.02
1537,2.388,7.123,Failed,27.98,2.01,10.1,41.23,40.2,259,13,-1.03,21,12.57,-0.84,-0.27
913,2.479,6.993,Failed,19.02,1.98,12.7,39.37,36.88,264,12.8,-2.49,40,11.85,-0.41,-0.23
2946,2.483,5.866,Failed,23.37,1.42,4.3,32.52,31.44,1259,5.9,-1.08,21,5.84,26.56,-0.12
4242,2.547,6.659,Failed,28.17,2.1,10.5,38.45,35.89,456,13.3,-2.56,32,16.36,-0.07,0
1732,2.158,6.737,Failed,21.83,2.03,11.2,35.93,31.93,504,9,-4,21,16.11,-0.08,0.07
398,2.311,6.231,Failed,18.3,2.14,8.3,33.78,29.13,994,7.5,-4.65,21,11.27,-0.02,0.04
995,2.78,5.663,Failed,22.35,2.01,9.6,39.25,38.42,1053,5.4,-0.83,22,10.85,-0.01,0.04
2094,2.567,5.83,Failed,25.47,2.07,9.8,37.79,34.6,1134,6.8,-3.19,21,12.65,-0.25,-0.01
5709,2.433,6.456,Failed,22.42,2.18,8.6,34.51,28.8,995,8.2,-5.71,21,13.41,-0.62,0.08
2663,2.517,7.022,Failed,22.37,1.88,12.6,40.82,40.36,157,6.2,-0.46,76,10.71,-0.32,-0.3
1510,2.466,6.083,Failed,23.83,2.1,15,40.27,39.71,136,5.8,-0.56,40,4.2,0.02,0
1367,2.476,5.769,Failed,24.8,2.16,9.1,39.78,38.15,1190,6.7,-1.63,21,13.8,0,0.02
6968,2.617,7.199,Failed,25.88,2.03,13.3,41.06,40.25,161,13.1,-0.81,246,12.93,-0.24,-0.14
1277,2.536,6.524,Failed,22.42,2.1,10.8,41.23,40.89,182,7.3,-0.34,97,12.73,-0.18,-0.01
1871,2.612,5.999,Failed,20.75,2.25,10.2,37.6,34.51,495,11.5,-3.09,32,14.5,-0.12,-0.05
1486,2.591,5.637,Failed,20.6,2.11,9,38.08,35.81,1114,8.2,-2.27,21,11.86,-0.46,-0.04
867,2.777,6.366,Failed,16.82,1.94,11.3,41.42,40.81,194,6.3,-0.61,76,14.1,-0.47,-0.11
5491,2.15,6.635,Failed,16.68,1.89,10.6,39.24,35.65,265,16.2,-3.59,41,15.36,-0.6,0.02
6687,2.476,6.752,Failed,16.7,1.96,10.1,35.73,30.02,305,17.1,-5.71,40,16.65,-0.65,-0.07
1312,2.349,6.125,Failed,24.45,2.02,12.3,41.43,40.07,174,7.3,-1.36,151,13.12,-0.11,0.01
1162,2.36,6.9,Failed,27.03,1.98,11.6,39.66,37.94,185,13.9,-1.72,119,14.6,-0.44,-0.1
1237,2.43,6.779,Failed,18.77,2.04,12.1,41.77,41.07,166,8.9,-0.7,196,13.31,-0.68,-0.02
4772,2.738,6.547,Failed,18.83,1.99,12.4,42.2,41.55,183,9.6,-0.65,40,11.23,-0.8,-0.05
2861,2.509,6.143,Failed,19.4,1.92,10.2,39.5,37.34,306,13.9,-2.16,32,13.78,-1.54,-0.7
2847,2.406,7.071,Failed,22.6,2.03,11.6,39.75,38.57,194,11.1,-1.18,86,13.05,-0.11,-0.01
4503,2.566,6.595,Failed,22.13,1.89,10.1,36.76,33.24,531,14.5,-3.52,32,12.42,-1.22,-0.32
1442,2.459,5.832,Failed,20.6,2.02,10.7,41.2,39.5,1254,5.9,-1.7,21,11.56,-0.3,0.02
1525,2.87,6.443,Failed,17.93,2.25,9.3,37.46,34.74,402,11.5,-2.72,32,11.38,-0.25,-0.07
1449,2.8,5.61,Failed,21.87,2.07,11.4,40.32,38.16,1155,7.1,-2.16,21,10.7,-0.21,-0.02
1516,2.253,6.691,Failed,21.38,2.06,9.1,36.03,31.84,485,11.9,-4.19,31,14.18,-0.44,-0.09
1717,2.531,7.207,Failed,22.93,1.95,11.9,40.63,40.08,186,9.2,-0.55,110,10.48,-0.48,-0.24
1966,2.747,7.11,Failed,24.97,2.13,11.3,38.82,37.03,400,11.7,-1.79,32,11.09,-0.74,-0.02
2487,2.703,6.976,Failed,22.02,2.39,8.6,31.72,26.28,756,8.9,-5.44,21,12.24,-0.07,0.01
1557,2.452,5.926,Failed,25.18,2.02,11.6,41.11,39.4,1017,5.1,-1.71,22,12.06,-0.02,0.04
856,2.581,6.656,Failed,18.48,2.12,9.9,37.54,33.96,600,12.3,-3.58,21,13.27,-0.05,0
3296,2.533,6.906,Failed,22.37,1.97,10,40.12,38.91,285,12.4,-1.21,64,10.58,-0.08,-0.06
1408,2.486,6.821,Failed,22.52,2.06,8.8,35.38,31.24,380,10.8,-4.14,32,10.24,-0.93,-0.08
3008,2.441,6.173,Failed,26.9,2.06,9.8,35.3,31.87,745,8.7,-3.43,21,13.47,-0.13,-0.05
6229,2.562,6.133,Failed,21.33,2.04,10.7,41.13,40.57,1109,5.4,-0.56,21,11.01,0,0.02
5524,2.629,6.552,Failed,23.32,2.21,8.2,36,33.14,752,14.2,-2.86,21,12.72,-0.16,-0.02
1520,2.826,6.324,Failed,21.32,2.03,11.5,40.8,40.06,199,5.7,-0.74,81,9.75,-0.14,-0.01
3827,2.66,6.626,Failed,20.5,1.77,11.3,43.2,41.5,225,21.9,-1.7,81,13.75,-0.47,0.38
989,2.66,6.503,Failed,431.67,2.38,8.6,37.23,31.58,836,9.6,-5.65,21,9.66,-0.64,-0.24
4721,2.52,6.908,Failed,23.42,2.04,12.8,41.03,40.21,142,11.9,-0.82,397,14.46,-0.26,-0.02
2749,2.515,5.992,Failed,22.43,1.83,10,40.4,38.86,188,8.8,-1.54,91,13.35,-0.88,-0.15
2709,2.347,6.032,Failed,24.35,2.12,9.1,35.44,33.17,575,10.6,-2.27,21,12.42,-0.09,0.01
48,2.444,6.604,Failed,20.4,1.7,7.9,35.27,34.32,599,9.7,-0.95,21,10.57,-0.16,-0.01
158,2.836,5.684,Failed,23.6,1.95,9,41.27,39.2,1056,6.2,-2.07,31,10.38,-0.01,0.01
1147,2.773,5.861,Failed,18.98,1.96,10,40.13,35.44,1449,6.2,-4.69,21,9.43,-0.12,-0.04
5909,2.332,6.234,Failed,22.6,2.05,9.9,40.06,37.9,1046,5.2,-2.16,22,9.11,-0.08,-0.02
39160,2.321,6.626,Failed,22.97,2.06,13.5,41.64,40.96,197,6.4,-0.68,76,11.82,-0.39,-0.12
1717,2.532,7.131,Failed,21.33,1.94,11.7,41.5,40.89,180,9.7,-0.61,123,10.35,-0.86,-0.03
1676,2.645,5.432,Failed,26.22,1.99,9.9,38.45,34.12,1459,12.7,-4.33,22,13.45,-0.44,-0.09
3281,2.78,6.724,Failed,20.67,2.04,9.1,37.9,34.25,508,11.7,-3.65,22,12.89,-0.02,-0.02
519,2.59,6.621,Failed,22.65,2.13,10.4,39.12,34.59,660,26.5,-4.53,22,13.47,-0.31,0.16
4100,2.954,6.45,Failed,20.35,2,11.1,38.97,36.23,446,12.5,-2.74,31,11.84,-0.22,-0.11
1095,2.73,7.214,Failed,25.63,2.07,10.7,38.79,35.95,360,14.2,-2.84,36,13.32,-0.18,-0.02
1494,2.743,6.51,Failed,20.42,2,9.1,33.71,29.84,497,9.9,-3.87,21,12.45,-0.01,-0.03
1455,2.367,7.013,Failed,20.5,2.34,10.3,33.56,29.94,324,39.2,-3.62,35,14.3,-0.1,-0.01
3394,2.553,7.011,Failed,21.33,2.06,10.7,40.63,39.87,243,13,-0.76,64,14.07,-0.36,-0.04
1637,2.606,7.163,Failed,23.53,16.34,-1795.4,-10.16,-2.08,-1,2.8,8.08,,3.55,-69.61,-19.89
1429,2.566,7.258,Failed,22.88,2.18,10.2,37.95,34.23,277,14.4,-3.72,11,14.15,-0.61,-0.34
1794,2.75,7.196,Failed,25.88,2.11,10.3,37.98,35,359,12.6,-2.98,21,14,-0.27,-0.14
1763,2.566,6.094,Failed,21,1.2,11.4,43.6,43.6,524,4.7,0,21,14.88,-1.24,0.01
1620,2.584,6.721,Failed,20.93,2.31,10,34.22,30.9,491,8.4,-3.32,21,11.36,-0.7,0.02
4399,2.593,7.083,Failed,28.13,2.16,8.8,33.56,29.33,497,14.5,-4.23,32,13.96,-0.1,-0.01
2045,2.718,7.184,Failed,23.68,1.92,10.4,35.97,33.11,422,14.5,-2.86,31,13.35,-0.06,0
948,2.64,7.35,Failed,24.58,2.05,10.2,39.88,37.92,428,14.6,-1.96,32,13.65,-0.61,0
5927,2.664,6.709,Failed,26.17,2.37,10.6,36.02,31,805,9.7,-5.02,21,12.42,-0.05,0.22
1540,2.579,7.208,Failed,17.68,1.81,11.7,40.74,40.11,196,9.1,-0.63,76,13.15,-0.14,-0.1
2096,2.48,6.233,Failed,25.67,2.22,9.1,37.24,35.47,701,11.7,-1.77,21,12.43,-0.57,0.01
1409,2.372,7.243,Failed,22.37,1.9,10.7,38.91,35.79,259,19.7,-3.12,81,10.97,-1.17,-0.14
1097,2.666,6.807,Failed,22.63,2,9.9,35.11,36.63,527,8.5,1.52,21,11.02,-0.09,0
1343,2.753,7.118,Failed,21.52,1.69,11.5,40.39,38.01,119,12.4,-2.38,329,12.56,-1.13,-0.31
1471,2.497,6.849,Failed,21.5,2.37,8.2,32.84,25.11,522,14.1,-7.73,21,14.51,-0.34,-0.01
2993,2.952,6.824,Failed,25.42,2,10.6,39.71,38.83,434,11.6,-0.88,32,12.93,-0.06,-0.01
1559,2.956,6.681,Failed,22.37,1.67,12.4,40.67,40.27,169,6.3,-0.4,97,13.08,-0.37,-0.25
1053,2.548,6.637,Failed,20.28,2.14,10.7,38.7,36.63,360,13.7,-2.07,35,10.8,-0.99,-0.34
1319,2.697,5.984,Failed,21.83,2.21,9.1,36.65,33.08,771,11.8,-3.57,21,14.66,-0.27,0.01
6676,2.483,4.919,Failed,24.05,2.13,9,38.46,36.11,1233,6,-2.35,21,9.71,-0.06,0.03
5630,2.466,5.99,Failed,24.05,2.21,9.2,37.83,34.89,531,13,-2.94,21,11.68,-0.18,0
1037,2.978,7.056,Failed,24.2,2.07,12.8,39.58,38.05,203,11.4,-1.53,83,12.89,-0.29,-0.1
8708,2.664,6.757,Failed,16.5,2.21,9.7,35.05,30.63,378,16.2,-4.42,32,14.18,-0.56,-0.07
1584,2.57,6.301,Failed,19.32,2.12,9.1,36.28,33.92,586,11.4,-2.36,21,12.18,0.01,0.03
1699,2.44,5.371,Failed,18.82,2.03,21,39.57,37.25,189,7,-2.32,82,7.34,-0.14,-0.03
1446,2.5,6.716,Failed,23.4,1.8,8.4,35.38,33.22,526,11,-2.16,36,8.5,-0.17,-0.06
1215,2.61,7.29,Failed,22.83,2.03,11.1,40.63,38.55,174,11.9,-2.08,111,13.2,-0.71,-0.04
156,2.599,7.021,Failed,23.12,2.09,9.7,38.53,36.78,378,12.1,-1.75,31,13.26,-0.74,-0.39
73,2.48,7.245,Failed,17.58,1.76,13.4,41.02,40.8,168,8.8,-0.22,141,12.91,-0.66,-0.1
1471,2.54,5.854,Failed,23.07,2.04,10.8,41.5,40.31,1036,5.8,-1.19,21,12.03,-0.14,-0.05
894,2.485,6.668,Failed,26.48,1.71,11.2,41.02,40.72,153,7.8,-0.3,253,10.73,-0.29,-0.08
4752,2.404,5.776,Failed,23.15,2.03,10,41.98,40.69,1069,4.7,-1.29,21,11.45,-0.25,-0.06
263,2.83,5.898,Failed,21.38,1.99,9.6,35.09,39.92,748,6.9,4.83,21,12.06,-0.14,-0.01
1731,2.71,6.565,Failed,23.03,2.01,10.4,38.99,37.28,389,12.5,-1.71,32,14.57,-0.07,-0.01
1400,2.65,6.212,Failed,24.73,2.11,9.7,38.18,35.47,523,11.4,-2.71,22,13.57,-0.13,-0.02
1149,2.413,6.65,Failed,22.03,2.18,10.6,36.78,33.2,314,19.3,-3.58,36,14.33,-0.15,-0.03
1626,2.435,6.906,Failed,20.82,1.79,10.2,39.73,38.23,227,14.7,-1.5,76,13.4,-0.49,-0.12
1760,2.488,6.464,Failed,18.33,1.78,9.7,37.88,34.44,447,12,-3.44,32,13.63,-0.34,-0.02
2455,2.473,6.729,Failed,20.3,2.06,11.2,38.78,34.64,427,11.8,-4.14,32,13.93,-0.1,0.01
1313,2.635,6.494,Failed,20.08,2.03,10,39.64,32.39,1959,6.6,-7.25,22,9.97,-0.05,0.01
2907,2.802,7.341,Failed,21.98,1.94,10.7,39.61,36.96,423,14.8,-2.65,32,13.98,-0.48,-0.23
1266,2.52,7.145,Failed,24.35,2.26,10.5,35.5,32.92,424,19.3,-2.58,31,13.33,0,0.04
1281,2.619,7.062,Failed,24.32,2.15,10.7,38.62,36.78,367,13.3,-1.84,31,11.19,0,0
1791,2.428,7.232,Failed,17.58,3.57,13.2,39.61,40.05,327,6.4,0.44,32,10.59,-0.19,-0.02
4001,2.402,7.149,Failed,18.67,2.15,10.5,37.96,35.64,419,13.2,-2.32,31,10.54,-0.35,-0.01
1114,2.296,6.223,Failed,24.75,2.16,8.4,34.68,29.52,875,6.8,-5.16,22,10.85,-0.18,0.08
6009,2.635,5.559,Failed,25.08,2.02,11.3,41.4,39.2,1014,5,-2.2,22,12.39,-0.08,0.03
1470,2.207,6.887,Failed,22.08,1.9,14.4,41.31,40.44,152,10.7,-0.87,195,12.28,-0.68,-0.19
146,2.528,5.987,Failed,22.87,2.01,8.7,40.36,38.15,1017,6.3,-2.21,21,11.62,-0.11,-0.04
533,2.581,7.274,Failed,21.45,2.2,9.4,33.18,28.16,292,12.3,-5.02,35,13.18,-0.6,-0.04
1585,2.689,6.19,Failed,23.55,1.75,8.1,33.46,32.91,579,6.7,-0.55,32,8.96,-0.03,-0.17
1513,2.44,5.658,Failed,23.85,2.05,13.4,40.3,39.74,159,4.3,-0.56,31,3.6,-0.01,0.06
1715,2.406,6.21,Failed,24.92,1.93,12.5,40.04,39.54,185,6.9,-0.5,86,11.26,-0.2,-0.12
74,2.454,6.574,Failed,28.12,1.98,16.7,41,40.73,231,6,-0.27,45,8.35,-0.19,-0.14
1648,2.667,6.822,Failed,22.38,2.06,9.7,36.87,33.17,366,14.4,-3.7,32,12.81,-0.94,-0.04
2763,2.8,7.231,Failed,25.58,1.98,11.6,40.01,39.77,157,9.2,-0.24,195,10.15,-0.34,-0.11
4064,2.642,6.511,Failed,22.22,2.11,9.2,36.27,34.11,432,7.5,-2.16,32,12.88,-0.42,-0.02
1252,2.58,6.374,Failed,18.77,1.97,11.6,40.84,40.34,189,6,-0.5,97,10.51,-0.54,-0.02
1384,2.701,6.526,Failed,21.8,2.1,10.3,41.86,38.23,309,11.5,-3.63,36,13.58,-0.22,-0.04
80,2.426,6.9,Failed,17.67,1.97,13,40.8,40.17,186,9.1,-0.63,105,11.77,-0.35,-0.03
32,2.24,5.162,Failed,21.22,2.01,10.6,41.98,40.9,1772,4.9,-1.08,21,9.63,-0.29,-0.01
942,2.596,6.115,Failed,23.95,2.21,9.8,34.4,31.84,652,5.9,-2.56,21,11.73,-0.25,0
8573,2.01,6.417,Failed,23.82,2.05,10.2,40.11,35.98,511,12,-4.13,32,14.8,-0.25,0.03
3415,2.801,7.215,Failed,16.75,1.74,13.3,40.92,40.61,92,10.8,-0.31,,8.42,-0.45,-0.05
3015,2.892,7.249,Failed,21.8,2.02,9,36.18,32.41,426,11.4,-3.77,81,10.77,-0.07,-0.03
969,2.9,6.433,Failed,20.47,2.03,9.9,41.71,35.68,1516,6.1,-6.03,21,11.57,-0.04,0
1413,2.43,6.343,Failed,22.62,2.17,9.3,36.23,31.48,644,11.7,-4.75,21,13.66,-0.12,0.01
2457,2.762,6.412,Failed,20.37,3.14,12.8,41.3,41.71,346,5.5,0.41,32,14.52,-0.11,0.05
1146,2.649,5.218,Failed,21.95,2.05,9.6,41.19,40.56,1300,4.8,-0.63,21,13.19,-0.25,-0.04
7179,2.586,5.922,Failed,23.55,1.66,5.6,25.09,20.28,1821,8,-4.81,22,8.01,0.08,-0.04
1851,2.573,6.024,Failed,20.82,2.33,10.6,35.58,31.33,466,11.5,-4.25,26,12.86,-0.15,0.02
5321,2.614,7.04,Failed,21.8,2.27,10.7,37.45,34.1,497,13.2,-3.35,32,13.11,-0.11,0
3984,2.456,7.216,Failed,21.85,1.97,11.1,38.62,36.06,402,12.2,-2.56,35,13.43,-0.13,-0.04
1651,2.82,6.573,Failed,21.42,2.05,11.2,40.5,35.75,324,12.9,-4.75,36,10.83,-0.46,-0.19
1161,2.677,7.049,Failed,25.23,1.72,16,38.75,38.46,85,10,-0.29,,10.19,-0.4,-0.15
1289,2.558,6.708,Failed,20.35,2.13,11.9,37.54,34.62,601,11.6,-2.92,21,12.83,-0.04,0.02
