time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 4 clusters,cluster normalized - 4 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
411.000,2.514,6.526,1.000,0.550,3.000,1.000,0.114,0.140,0.394,0.081,0.066,0.163
1268.000,2.733,6.216,1.000,0.480,1.000,1.000,0.081,0.175,0.397,0.199,0.055,0.023
6138.000,2.553,5.373,1.000,0.350,1.000,1.000,0.070,0.123,0.634,0.118,0.038,0.023
1541.000,2.553,6.028,1.000,0.610,3.000,1.000,0.157,0.281,0.508,0.307,0.022,0.095
4180.000,2.747,6.211,1.000,0.580,3.000,1.000,0.184,0.140,0.489,0.163,0.027,0.045
3861.000,2.610,5.956,1.000,0.520,3.000,0.000,0.027,0.018,0.186,0.267,0.208,0.068
1809.000,2.543,6.022,1.000,0.470,1.000,1.000,0.065,0.070,0.471,0.229,0.005,0.018
1978.000,2.539,6.026,1.000,0.690,2.000,3.000,0.173,0.088,0.435,0.391,0.060,0.179
18420.000,2.881,6.652,1.000,0.620,3.000,3.000,0.103,0.211,0.595,0.423,0.164,0.073
1538.000,2.788,6.375,1.000,0.380,1.000,0.000,0.108,0.123,0.127,0.238,0.148,0.181
1194.000,2.812,5.962,1.000,0.590,3.000,1.000,0.146,0.175,0.623,0.113,0.033,0.045
187.000,2.645,5.798,1.000,0.560,3.000,1.000,0.151,0.175,0.420,0.296,0.011,0.085
1728.000,2.644,6.243,1.000,0.550,3.000,2.000,0.146,0.526,0.498,0.208,0.022,0.047
2370.000,2.527,6.194,1.000,0.470,1.000,1.000,0.119,0.193,0.376,0.268,0.033,0.073
18568.000,2.865,6.961,1.000,0.450,1.000,1.000,0.114,0.193,0.441,0.226,0.077,0.022
1264.000,2.605,5.875,1.000,0.580,3.000,1.000,0.114,0.035,0.583,0.104,0.005,0.048
3172.000,2.791,6.613,1.000,0.450,1.000,1.000,0.151,0.263,0.378,0.311,0.202,0.140
4718.000,2.754,6.547,1.000,0.490,1.000,1.000,0.124,0.105,0.579,0.038,0.055,0.058
7172.000,2.790,6.182,1.000,0.580,3.000,2.000,0.124,0.368,0.623,0.282,0.044,0.035
1504.000,2.619,6.503,1.000,0.400,1.000,1.000,0.173,0.088,0.536,0.118,0.022,0.042
3065.000,2.500,6.086,1.000,0.600,3.000,1.000,0.178,0.140,0.443,0.019,0.060,0.047
1011.000,2.594,5.891,1.000,0.550,3.000,1.000,0.146,0.035,0.578,0.033,0.093,0.281
1431.000,2.442,6.560,1.000,0.550,3.000,2.000,0.141,0.474,0.501,0.196,0.098,0.038
100.000,2.620,6.182,1.000,0.660,2.000,2.000,0.173,0.368,0.447,0.409,0.022,0.040
2907.000,2.761,6.723,1.000,0.580,3.000,1.000,0.184,0.070,0.533,0.188,0.126,0.007
1687.000,2.695,6.613,1.000,0.490,1.000,1.000,0.151,0.000,0.450,0.079,0.087,0.159
5302.000,2.590,6.141,1.000,0.680,2.000,1.000,0.141,0.246,0.343,0.165,0.093,0.018
1762.000,2.716,6.286,1.000,0.470,1.000,1.000,0.108,0.088,0.450,0.191,0.077,0.015
1669.000,2.583,6.339,1.000,0.500,3.000,1.000,0.195,0.123,0.484,0.177,0.180,0.022
1458.000,2.647,6.903,1.000,0.480,1.000,2.000,0.135,0.404,0.523,0.368,0.082,0.013
2106.000,2.640,5.835,1.000,0.330,1.000,1.000,0.141,0.035,0.568,0.174,0.033,0.023
204.000,2.416,6.184,1.000,0.520,3.000,1.000,0.205,0.316,0.446,0.182,0.016,0.166
1398.000,2.385,6.476,1.000,0.550,3.000,1.000,0.146,0.140,0.473,0.111,0.148,0.078
1076.000,2.542,5.832,1.000,0.390,1.000,1.000,0.189,0.088,0.427,0.094,0.011,0.126
1656.000,2.453,7.219,1.000,0.550,3.000,1.000,0.178,0.211,0.488,0.285,0.093,0.042
1415.000,2.529,6.251,1.000,0.580,3.000,1.000,0.157,0.123,0.523,0.163,0.044,0.070
1122.000,2.523,6.206,1.000,0.630,3.000,1.000,0.146,0.263,0.518,0.080,0.005,0.083
947.000,2.432,6.510,1.000,0.560,3.000,1.000,0.130,0.018,0.342,0.128,0.126,0.282
1334.000,2.943,6.019,1.000,0.580,3.000,1.000,0.141,0.000,0.553,0.127,0.000,0.005
4209.000,2.328,6.204,1.000,0.560,3.000,1.000,0.141,0.105,0.266,0.280,0.098,0.030
4048.000,2.466,6.980,1.000,0.520,3.000,1.000,0.146,0.140,0.554,0.103,0.038,0.048
5375.000,2.796,6.120,1.000,0.570,3.000,1.000,0.151,0.070,0.519,0.236,0.066,0.100
4565.000,2.632,6.829,1.000,0.590,3.000,3.000,0.146,0.140,0.443,0.442,0.126,0.098
2420.000,2.733,6.249,1.000,0.510,3.000,1.000,0.135,0.035,0.428,0.263,0.131,0.257
2577.000,2.476,6.312,1.000,0.570,3.000,1.000,0.108,0.158,0.513,0.309,0.049,0.047
2840.000,2.552,6.690,1.000,0.540,3.000,1.000,0.151,0.140,0.281,0.305,0.169,0.032
2720.000,2.629,6.135,1.000,0.500,3.000,1.000,0.130,0.070,0.558,0.041,0.044,0.201
4429.000,2.579,6.102,1.000,0.510,3.000,1.000,0.195,0.263,0.553,0.234,0.005,0.090
1912.000,2.405,6.209,1.000,0.670,2.000,2.000,0.162,0.421,0.519,0.292,0.000,0.088
1412.000,2.915,6.301,1.000,0.270,1.000,1.000,0.151,0.070,0.463,0.285,0.022,0.032
1389.000,2.282,6.805,1.000,0.450,1.000,0.000,0.141,0.228,0.240,0.347,0.251,0.281
1114.000,2.507,5.788,1.000,0.390,1.000,1.000,0.135,0.035,0.487,0.127,0.016,0.017
6858.000,2.676,6.209,1.000,0.700,2.000,1.000,0.157,0.070,0.494,0.163,0.005,0.020
824.000,2.502,6.172,1.000,0.530,3.000,1.000,0.168,0.140,0.449,0.048,0.104,0.070
1241.000,2.615,6.740,1.000,0.400,1.000,2.000,0.200,0.456,0.537,0.141,0.104,0.055
1060.000,2.912,6.158,1.000,0.550,3.000,1.000,0.108,0.175,0.466,0.227,0.011,0.043
1259.000,2.723,6.315,1.000,0.630,3.000,1.000,0.173,0.211,0.548,0.188,0.011,0.086
3146.000,2.656,5.696,1.000,0.480,1.000,1.000,0.222,0.088,0.497,0.058,0.049,0.038
1931.000,2.801,6.416,1.000,0.600,3.000,2.000,0.141,0.404,0.427,0.360,0.115,0.056
12809.000,2.334,6.229,1.000,0.660,2.000,2.000,0.114,0.404,0.469,0.449,0.005,0.071
1472.000,2.618,6.469,1.000,0.480,1.000,1.000,0.173,0.246,0.524,0.208,0.077,0.061
2498.000,2.465,6.734,1.000,0.270,1.000,1.000,0.146,0.123,0.462,0.299,0.000,0.076
467.000,2.415,5.682,1.000,0.470,1.000,1.000,0.151,0.368,0.509,0.158,0.011,0.003
508.000,2.554,6.491,1.000,0.400,1.000,1.000,0.168,0.140,0.508,0.227,0.071,0.027
4.000,2.533,6.605,1.000,0.500,3.000,1.000,0.151,0.281,0.550,0.305,0.082,0.028
2394.000,2.619,5.831,1.000,0.610,3.000,1.000,0.135,0.018,0.426,0.044,0.016,0.086
4208.000,2.576,6.235,1.000,0.520,3.000,0.000,0.124,0.035,0.106,0.065,0.137,0.141
1342.000,2.326,5.978,1.000,0.430,1.000,1.000,0.146,0.070,0.509,0.052,0.060,0.076
2032.000,2.465,6.325,1.000,0.510,3.000,1.000,0.222,0.246,0.552,0.164,0.005,0.076
10150.000,2.461,6.488,1.000,0.480,1.000,1.000,0.189,0.035,0.342,0.008,0.120,0.002
2709.000,2.347,6.032,1.000,0.560,3.000,0.000,0.070,0.158,0.159,0.032,0.273,0.211
1617.000,2.902,6.406,1.000,0.460,1.000,1.000,0.249,0.000,0.481,0.254,0.033,0.183
4859.000,2.567,6.185,1.000,0.630,3.000,1.000,0.168,0.088,0.435,0.291,0.186,0.047
1474.000,2.692,6.334,1.000,0.570,3.000,1.000,0.135,0.246,0.403,0.180,0.115,0.076
2902.000,2.610,5.874,1.000,0.500,3.000,1.000,0.114,0.211,0.533,0.240,0.011,0.008
1480.000,2.578,6.646,1.000,0.540,3.000,1.000,0.195,0.018,0.568,0.072,0.126,0.017
2514.000,2.428,6.089,1.000,0.600,3.000,1.000,0.238,0.105,0.527,0.263,0.027,0.012
995.000,2.505,6.312,1.000,0.570,3.000,1.000,0.059,0.263,0.510,0.287,0.071,0.047
8953.000,2.785,5.806,1.000,0.410,1.000,1.000,0.135,0.175,0.487,0.010,0.044,0.005
1356.000,2.574,6.072,1.000,0.520,3.000,1.000,0.178,0.246,0.560,0.132,0.033,0.038
885.000,2.612,5.567,1.000,0.560,3.000,1.000,0.135,0.211,0.363,0.318,0.033,0.013
2841.000,2.350,6.199,1.000,0.680,2.000,1.000,0.173,0.123,0.512,0.216,0.027,0.040
11348.000,2.644,6.840,1.000,0.550,3.000,1.000,0.119,0.298,0.561,0.324,0.011,0.060
4562.000,2.812,5.845,1.000,0.500,3.000,1.000,0.049,0.123,0.354,0.089,0.082,0.213
1132.000,2.608,5.922,1.000,0.540,3.000,1.000,0.195,0.053,0.613,0.065,0.005,0.061
5656.000,2.773,6.413,1.000,0.640,2.000,1.000,0.157,0.000,0.344,0.091,0.098,0.051
1493.000,2.757,6.042,1.000,0.520,3.000,1.000,0.151,0.070,0.165,0.079,0.104,0.012
1306.000,2.560,5.676,1.000,0.620,3.000,1.000,0.108,0.070,0.389,0.177,0.049,0.091
1153.000,2.719,6.979,1.000,0.550,3.000,2.000,0.157,0.333,0.473,0.315,0.093,0.030
2605.000,2.852,5.933,1.000,0.520,3.000,1.000,0.135,0.140,0.459,0.159,0.027,0.189
1168.000,2.708,6.081,1.000,0.400,1.000,1.000,0.146,0.018,0.518,0.160,0.044,0.058
1023.000,2.648,6.336,1.000,0.530,3.000,0.000,0.103,0.070,0.215,0.112,0.186,0.266
15523.000,2.341,5.594,1.000,0.550,3.000,1.000,0.130,0.053,0.519,0.048,0.033,0.012
1321.000,2.824,6.582,1.000,0.410,1.000,2.000,0.097,0.491,0.554,0.191,0.049,0.083
1170.000,2.570,6.292,1.000,0.410,1.000,1.000,0.232,0.123,0.496,0.264,0.011,0.038
2767.000,2.480,5.851,1.000,0.560,3.000,1.000,0.076,0.123,0.596,0.254,0.033,0.032
5800.000,2.755,6.622,1.000,0.610,3.000,1.000,0.168,0.070,0.481,0.250,0.011,0.073
2767.000,2.590,6.756,1.000,0.710,2.000,1.000,0.092,0.105,0.545,0.375,0.142,0.020
4217.000,2.589,7.114,1.000,0.470,1.000,1.000,0.195,0.158,0.418,0.259,0.230,0.027
85.000,2.433,7.285,1.000,0.630,3.000,1.000,0.130,0.211,0.468,0.119,0.087,0.055
552.000,2.378,6.107,1.000,0.560,3.000,1.000,0.130,0.281,0.456,0.287,0.055,0.022
4607.000,2.538,6.229,1.000,0.490,1.000,1.000,0.130,0.070,0.401,0.207,0.066,0.080
1391.000,2.770,6.490,1.000,0.430,1.000,1.000,0.119,0.105,0.545,0.118,0.016,0.116
3130.000,2.605,6.050,1.000,0.450,1.000,1.000,0.151,0.070,0.440,0.023,0.049,0.090
10028.000,2.590,6.290,1.000,0.530,3.000,1.000,0.114,0.263,0.488,0.206,0.005,0.003
1666.000,2.455,6.248,1.000,0.480,1.000,1.000,0.162,0.193,0.481,0.100,0.109,0.055
1602.000,2.740,5.298,1.000,0.680,2.000,1.000,0.070,0.053,0.587,0.429,0.060,0.008
1236.000,2.610,5.771,1.000,0.550,3.000,1.000,0.146,0.298,0.553,0.239,0.016,0.050
1731.000,2.613,6.419,1.000,0.470,1.000,1.000,0.124,0.088,0.537,0.116,0.077,0.047
35.000,2.766,6.447,1.000,0.540,3.000,3.000,0.114,0.298,0.317,0.463,0.142,0.108
1294.000,2.698,5.930,1.000,0.570,3.000,1.000,0.157,0.018,0.450,0.180,0.033,0.075
2987.000,2.497,5.785,1.000,0.450,1.000,1.000,0.141,0.140,0.492,0.105,0.038,0.171
212.000,2.429,6.000,1.000,0.490,1.000,1.000,0.119,0.333,0.617,0.205,0.011,0.058
845.000,2.685,6.480,1.000,0.650,2.000,1.000,0.157,0.140,0.401,0.379,0.027,0.047
1132.000,2.873,6.228,1.000,0.490,1.000,1.000,0.151,0.088,0.478,0.145,0.005,0.015
1488.000,2.750,5.344,1.000,0.620,3.000,1.000,0.076,0.105,0.389,0.061,0.071,0.153
118.000,2.543,6.751,1.000,0.450,1.000,1.000,0.195,0.175,0.530,0.372,0.044,0.027
4367.000,2.642,6.564,1.000,0.660,2.000,1.000,0.119,0.070,0.422,0.323,0.071,0.080
489.000,2.706,6.669,1.000,0.560,3.000,2.000,0.173,0.439,0.545,0.253,0.044,0.023
291.000,2.564,6.171,1.000,0.560,3.000,1.000,0.168,0.316,0.452,0.146,0.033,0.103
1682.000,2.532,5.636,1.000,0.500,3.000,1.000,0.141,0.035,0.480,0.044,0.033,0.125
1053.000,2.671,6.545,1.000,0.670,2.000,1.000,0.205,0.123,0.460,0.327,0.093,0.008
816.000,2.767,6.200,1.000,0.510,3.000,0.000,0.178,0.193,0.334,0.292,0.104,0.362
1529.000,2.595,6.733,1.000,0.500,3.000,3.000,0.162,0.158,0.536,0.423,0.016,0.111
1757.000,2.519,6.281,1.000,0.480,1.000,1.000,0.157,0.000,0.524,0.083,0.060,0.060
63.000,2.586,6.615,1.000,0.590,3.000,1.000,0.141,0.140,0.468,0.264,0.082,0.090
72.000,2.516,7.063,1.000,0.640,2.000,1.000,0.141,0.211,0.513,0.414,0.027,0.033
6782.000,2.718,6.379,1.000,0.580,3.000,1.000,0.157,0.140,0.527,0.056,0.000,0.051
1069.000,2.540,6.322,1.000,0.580,3.000,1.000,0.184,0.281,0.519,0.186,0.011,0.060
1467.000,2.800,5.493,1.000,0.510,3.000,1.000,0.141,0.035,0.551,0.069,0.033,0.146
2565.000,2.603,5.829,1.000,0.550,3.000,1.000,0.135,0.158,0.130,0.043,0.049,0.028
5197.000,2.790,5.970,1.000,0.600,3.000,1.000,0.092,0.035,0.469,0.030,0.027,0.151
74.000,2.528,6.276,1.000,0.480,1.000,1.000,0.103,0.281,0.573,0.305,0.005,0.020
2010.000,2.769,6.683,1.000,0.580,3.000,1.000,0.151,0.211,0.460,0.188,0.120,0.068
1990.000,2.920,6.394,1.000,0.530,3.000,1.000,0.114,0.105,0.525,0.033,0.005,0.005
1582.000,2.570,6.278,1.000,0.480,1.000,1.000,0.162,0.053,0.369,0.319,0.060,0.095
915.000,2.695,6.847,1.000,0.620,3.000,2.000,0.162,0.281,0.292,0.327,0.235,0.091
592.000,2.568,5.875,1.000,0.650,2.000,1.000,0.141,0.088,0.566,0.160,0.000,0.073
952.000,2.595,6.233,1.000,0.600,3.000,1.000,0.146,0.070,0.389,0.150,0.027,0.068
9037.000,2.764,6.424,1.000,0.550,3.000,1.000,0.157,0.140,0.536,0.264,0.005,0.028
1479.000,2.705,5.591,1.000,0.580,3.000,2.000,0.124,0.368,0.414,0.277,0.044,0.010
1539.000,2.678,6.630,1.000,0.300,1.000,1.000,0.178,0.053,0.429,0.116,0.033,0.028
4331.000,2.749,5.483,1.000,0.650,2.000,1.000,0.119,0.000,0.522,0.008,0.000,0.018
1527.000,2.783,7.281,1.000,0.600,3.000,1.000,0.195,0.000,0.383,0.353,0.153,0.090
44.000,2.777,6.547,1.000,0.570,3.000,1.000,0.168,0.263,0.609,0.264,0.016,0.032
87.000,2.515,5.711,1.000,0.590,3.000,1.000,0.114,0.123,0.616,0.112,0.055,0.085
4496.000,2.818,6.049,1.000,0.490,1.000,1.000,0.168,0.228,0.396,0.102,0.049,0.153
727.000,2.452,6.242,1.000,0.520,3.000,1.000,0.162,0.105,0.408,0.144,0.000,0.025
1784.000,2.222,5.648,1.000,0.490,1.000,1.000,0.184,0.298,0.501,0.276,0.055,0.017
1458.000,2.704,5.657,1.000,0.520,3.000,1.000,0.146,0.088,0.569,0.271,0.038,0.076
1795.000,2.734,6.393,1.000,0.530,3.000,1.000,0.119,0.263,0.536,0.307,0.011,0.010
968.000,2.558,6.223,1.000,0.560,3.000,1.000,0.184,0.000,0.518,0.257,0.044,0.042
3861.000,2.680,6.443,1.000,0.500,3.000,1.000,0.135,0.316,0.497,0.139,0.126,0.008
4275.000,2.313,6.180,1.000,0.470,1.000,1.000,0.162,0.000,0.582,0.084,0.005,0.116
5449.000,2.465,6.702,1.000,0.540,3.000,2.000,0.162,0.333,0.482,0.371,0.000,0.086
487.000,2.431,6.102,1.000,0.560,3.000,1.000,0.189,0.105,0.526,0.128,0.044,0.007
1189.000,2.555,6.763,1.000,0.510,3.000,0.000,0.076,0.105,0.130,0.105,0.197,0.334
773.000,2.665,6.796,1.000,0.620,3.000,0.000,0.124,0.140,0.177,0.208,0.071,0.327
8805.000,2.614,5.571,1.000,0.450,1.000,1.000,0.081,0.158,0.456,0.288,0.027,0.085
1094.000,2.724,6.019,1.000,0.670,2.000,1.000,0.200,0.211,0.481,0.186,0.016,0.037
1325.000,2.291,6.668,1.000,0.510,3.000,2.000,0.173,0.456,0.545,0.309,0.005,0.058
2470.000,2.490,6.119,1.000,0.410,1.000,1.000,0.092,0.053,0.553,0.186,0.033,0.125
1344.000,2.363,6.524,1.000,0.570,3.000,0.000,0.178,0.018,0.210,0.199,0.126,0.203
2479.000,2.672,7.198,1.000,0.620,3.000,2.000,0.146,0.333,0.496,0.357,0.142,0.098
356.000,2.630,6.494,1.000,0.570,3.000,2.000,0.189,0.491,0.585,0.320,0.000,0.033
6165.000,2.680,6.430,1.000,0.500,3.000,1.000,0.222,0.351,0.544,0.260,0.005,0.090
10219.000,2.536,5.816,1.000,0.570,3.000,1.000,0.108,0.105,0.532,0.058,0.005,0.012
1333.000,2.535,6.288,1.000,0.560,3.000,1.000,0.173,0.088,0.419,0.180,0.191,0.216
4292.000,2.576,6.105,1.000,0.600,3.000,1.000,0.178,0.281,0.538,0.074,0.077,0.083
1563.000,2.549,7.128,1.000,0.490,1.000,1.000,0.135,0.140,0.638,0.140,0.011,0.051
4551.000,2.838,6.385,1.000,0.520,3.000,1.000,0.205,0.070,0.515,0.306,0.011,0.023
1051.000,2.987,6.799,1.000,0.530,3.000,1.000,0.157,0.211,0.564,0.229,0.016,0.028
4890.000,2.686,6.528,1.000,0.540,3.000,1.000,0.146,0.228,0.470,0.005,0.055,0.037
1284.000,2.593,6.410,1.000,0.440,1.000,1.000,0.119,0.123,0.341,0.114,0.186,0.128
2417.000,2.572,5.606,1.000,0.550,3.000,1.000,0.081,0.035,0.459,0.144,0.000,0.047
1527.000,2.600,6.222,1.000,0.400,1.000,1.000,0.200,0.105,0.426,0.048,0.005,0.017
2442.000,2.466,6.366,1.000,0.440,1.000,1.000,0.130,0.281,0.518,0.221,0.142,0.173
1081.000,2.586,6.036,1.000,0.520,3.000,1.000,0.135,0.158,0.434,0.132,0.005,0.042
20152.000,2.229,5.781,1.000,0.660,2.000,1.000,0.173,0.298,0.548,0.003,0.011,0.035
1278.000,2.771,6.815,1.000,0.570,3.000,1.000,0.200,0.263,0.483,0.318,0.011,0.096
1015.000,2.776,6.377,1.000,0.510,3.000,1.000,0.124,0.053,0.467,0.268,0.016,0.073
1412.000,2.818,6.923,1.000,0.540,3.000,1.000,0.189,0.211,0.488,0.374,0.169,0.017
5467.000,2.831,5.674,1.000,0.570,3.000,1.000,0.141,0.105,0.607,0.047,0.016,0.018
77.000,2.375,6.560,1.000,0.390,1.000,1.000,0.157,0.140,0.457,0.338,0.066,0.063
277.000,2.506,6.233,1.000,0.530,3.000,1.000,0.146,0.281,0.621,0.278,0.049,0.003
4707.000,2.577,6.976,1.000,0.550,3.000,1.000,0.211,0.070,0.523,0.291,0.087,0.061
1780.000,2.136,6.098,1.000,0.580,3.000,0.000,0.027,0.158,0.389,0.247,0.115,0.449
1680.000,2.275,6.095,1.000,0.670,2.000,1.000,0.151,0.123,0.418,0.221,0.000,0.211
389.000,2.475,6.587,1.000,0.640,2.000,1.000,0.232,0.140,0.544,0.207,0.049,0.085
1328.000,2.620,6.503,1.000,0.530,3.000,0.000,0.157,0.053,0.128,0.390,0.109,0.430
1396.000,2.790,6.694,1.000,0.440,1.000,1.000,0.189,0.351,0.576,0.255,0.082,0.028
1493.000,2.759,6.714,1.000,0.590,3.000,1.000,0.195,0.386,0.555,0.212,0.033,0.010
1325.000,2.660,5.662,1.000,0.520,3.000,1.000,0.081,0.070,0.580,0.205,0.011,0.010
3113.000,2.609,6.183,1.000,0.490,1.000,1.000,0.124,0.123,0.480,0.003,0.066,0.095
3750.000,2.572,6.157,1.000,0.560,3.000,1.000,0.178,0.000,0.520,0.065,0.011,0.115
1452.000,2.823,6.705,1.000,0.630,3.000,2.000,0.168,0.281,0.527,0.431,0.208,0.012
1184.000,2.553,6.449,1.000,0.470,1.000,1.000,0.130,0.298,0.546,0.292,0.016,0.008
1095.000,2.656,5.813,1.000,0.540,3.000,1.000,0.173,0.035,0.625,0.001,0.011,0.091
4594.000,2.730,6.352,1.000,0.590,3.000,2.000,0.059,0.281,0.604,0.384,0.055,0.055
1636.000,2.613,6.032,1.000,0.480,1.000,2.000,0.146,0.491,0.538,0.497,0.093,0.051
3084.000,2.750,6.737,1.000,0.590,3.000,1.000,0.135,0.000,0.426,0.257,0.191,0.018
1244.000,2.740,6.443,1.000,0.550,3.000,1.000,0.168,0.123,0.476,0.174,0.082,0.078
1986.000,2.506,5.887,1.000,0.430,1.000,1.000,0.195,0.088,0.319,0.119,0.016,0.078
2023.000,2.288,5.510,1.000,0.650,2.000,3.000,0.146,0.035,0.447,0.432,0.022,0.095
1290.000,2.771,7.133,1.000,0.520,3.000,1.000,0.227,0.158,0.568,0.379,0.011,0.091
2967.000,2.800,6.201,1.000,0.560,3.000,1.000,0.130,0.035,0.566,0.272,0.060,0.038
2860.000,2.560,6.663,1.000,0.670,2.000,1.000,0.076,0.070,0.531,0.179,0.158,0.146
1901.000,2.741,6.361,1.000,0.540,3.000,1.000,0.173,0.281,0.489,0.291,0.016,0.096
1418.000,2.332,6.279,1.000,0.490,1.000,1.000,0.173,0.018,0.450,0.097,0.066,0.123
2476.000,2.553,5.904,1.000,0.600,3.000,1.000,0.157,0.211,0.527,0.179,0.011,0.012
6824.000,2.726,6.117,1.000,0.500,3.000,1.000,0.157,0.070,0.452,0.197,0.005,0.045
60.000,2.716,5.793,1.000,0.440,1.000,1.000,0.086,0.018,0.293,0.140,0.071,0.291
2573.000,2.620,5.741,1.000,0.360,1.000,1.000,0.151,0.123,0.648,0.020,0.005,0.008
899.000,2.475,6.146,1.000,0.530,3.000,1.000,0.157,0.193,0.410,0.180,0.016,0.108
1292.000,2.724,6.465,1.000,0.530,3.000,1.000,0.103,0.105,0.530,0.064,0.071,0.224
560.000,2.600,7.149,1.000,0.610,3.000,3.000,0.173,0.053,0.383,0.452,0.186,0.076
1578.000,2.765,6.525,1.000,0.600,3.000,1.000,0.119,0.175,0.545,0.165,0.071,0.070
3001.000,2.454,6.636,1.000,0.620,3.000,2.000,0.216,0.474,0.536,0.267,0.016,0.053
2093.000,2.629,6.034,1.000,0.530,3.000,1.000,0.103,0.035,0.258,0.128,0.153,0.176
861.000,2.606,6.202,1.000,0.550,3.000,2.000,0.151,0.474,0.485,0.287,0.033,0.027
3568.000,2.848,6.386,1.000,0.570,3.000,1.000,0.168,0.018,0.413,0.352,0.077,0.045
3227.000,2.625,6.966,1.000,0.530,3.000,1.000,0.141,0.193,0.496,0.377,0.033,0.096
7233.000,2.696,6.653,1.000,0.630,3.000,0.000,0.151,0.053,0.104,0.029,0.060,0.316
3112.000,2.522,7.058,1.000,0.450,1.000,1.000,0.184,0.053,0.425,0.147,0.011,0.093
4570.000,2.513,5.785,1.000,0.500,3.000,1.000,0.141,0.140,0.508,0.075,0.038,0.007
2381.000,2.481,6.327,1.000,0.540,3.000,0.000,0.124,0.035,0.070,0.135,0.131,0.339
1430.000,2.948,6.033,1.000,0.540,3.000,1.000,0.097,0.246,0.560,0.024,0.000,0.017
1199.000,2.300,6.435,1.000,0.540,3.000,1.000,0.200,0.053,0.534,0.230,0.033,0.045
5654.000,2.524,5.866,1.000,0.660,2.000,1.000,0.114,0.193,0.672,0.079,0.022,0.048
1056.000,2.785,6.146,1.000,0.520,3.000,1.000,0.141,0.123,0.540,0.018,0.033,0.013
1025.000,2.583,6.318,1.000,0.590,3.000,1.000,0.162,0.088,0.363,0.114,0.011,0.111
1261.000,2.615,6.870,1.000,0.510,3.000,3.000,0.119,0.263,0.471,0.437,0.098,0.123
1393.000,2.699,5.862,1.000,0.430,1.000,1.000,0.141,0.053,0.550,0.078,0.011,0.042
9201.000,2.728,7.275,1.000,0.410,1.000,2.000,0.135,0.298,0.406,0.447,0.202,0.108
1744.000,2.902,6.264,1.000,0.560,3.000,1.000,0.162,0.193,0.455,0.188,0.033,0.083
1684.000,2.644,5.929,1.000,0.440,1.000,1.000,0.124,0.018,0.677,0.097,0.027,0.276
1298.000,2.706,6.634,1.000,0.590,3.000,1.000,0.189,0.211,0.487,0.292,0.098,0.037
2519.000,2.847,6.256,1.000,0.640,2.000,1.000,0.151,0.228,0.499,0.327,0.022,0.065
2571.000,2.771,6.102,1.000,0.310,1.000,1.000,0.130,0.035,0.459,0.142,0.044,0.045
21.000,2.699,6.768,1.000,0.480,1.000,2.000,0.216,0.316,0.558,0.327,0.071,0.033
1640.000,2.521,5.967,1.000,0.560,3.000,1.000,0.141,0.088,0.548,0.114,0.011,0.068
585.000,2.477,6.202,1.000,0.490,1.000,1.000,0.168,0.193,0.476,0.027,0.005,0.083
1024.000,2.732,6.317,1.000,0.580,3.000,1.000,0.130,0.105,0.334,0.152,0.060,0.186
1831.000,2.520,6.203,1.000,0.510,3.000,1.000,0.108,0.035,0.403,0.109,0.120,0.135
1765.000,2.608,6.674,1.000,0.420,1.000,2.000,0.243,0.386,0.506,0.356,0.044,0.030
2372.000,2.533,7.011,1.000,0.560,3.000,1.000,0.135,0.088,0.538,0.348,0.027,0.083
563.000,2.128,5.808,1.000,0.570,3.000,1.000,0.173,0.211,0.471,0.189,0.033,0.075
1367.000,2.646,6.115,1.000,0.550,3.000,1.000,0.173,0.158,0.536,0.119,0.022,0.030
4688.000,2.749,5.523,1.000,0.490,1.000,1.000,0.135,0.000,0.574,0.131,0.016,0.058
2022.000,2.428,5.846,1.000,0.550,3.000,2.000,0.200,0.561,0.553,0.357,0.038,0.056
82.000,2.981,6.827,1.000,0.540,3.000,1.000,0.108,0.246,0.422,0.315,0.082,0.199
1323.000,2.593,6.585,1.000,0.540,3.000,1.000,0.146,0.175,0.492,0.288,0.055,0.071
6207.000,2.331,5.658,1.000,0.490,1.000,1.000,0.200,0.123,0.459,0.174,0.077,0.128
4223.000,2.908,6.616,1.000,0.630,3.000,3.000,0.146,0.211,0.464,0.346,0.175,0.316
5975.000,2.366,6.680,1.000,0.610,3.000,1.000,0.168,0.088,0.397,0.168,0.219,0.279
4958.000,2.666,6.896,1.000,0.510,3.000,0.000,0.189,0.123,0.298,0.278,0.273,0.121
1324.000,2.263,5.723,1.000,0.680,2.000,1.000,0.151,0.228,0.533,0.105,0.066,0.043
784.000,2.445,6.039,1.000,0.400,1.000,1.000,0.141,0.316,0.471,0.119,0.066,0.000
5264.000,2.604,5.358,1.000,0.620,3.000,1.000,0.135,0.018,0.562,0.130,0.016,0.023
1984.000,2.746,5.667,1.000,0.510,3.000,1.000,0.195,0.018,0.586,0.300,0.033,0.003
2646.000,2.492,5.788,1.000,0.510,3.000,1.000,0.157,0.211,0.358,0.071,0.000,0.096
1485.000,2.717,6.769,1.000,0.550,3.000,1.000,0.114,0.316,0.421,0.136,0.049,0.151
